Year,Grade,Org_code,DistrictName,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2011,03,04540000,"Lawrence Family Development Charter (District)","Low Income",55,54,1," "," "," "," ",55,54,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04540000,"Lawrence Family Development Charter (District)",Hispanic/Latino,60,59,1," "," "," "," ",60,59,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04540000,"Lawrence Family Development Charter (District)","LEP/Formerly LEP",31,30,1," "," "," "," ",31,30,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04540000,"Lawrence Family Development Charter (District)","All Students",59,59," "," "," "," "," ",59,59," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04540000,"Lawrence Family Development Charter (District)","Low Income",54,54," "," "," "," "," ",54,54," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04540000,"Lawrence Family Development Charter (District)",Hispanic/Latino,59,59," "," "," "," "," ",59,59," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04540000,"Lawrence Family Development Charter (District)","LEP/Formerly LEP",20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04540000,"Lawrence Family Development Charter (District)","All Students",58,57,1," "," "," "," ",58,57,1," "," "," "," ",58,57,1," "," "," "," ",100,100,100
2011,05,04540000,"Lawrence Family Development Charter (District)","Low Income",55,54,1," "," "," "," ",55,54,1," "," "," "," ",55,54,1," "," "," "," ",100,100,100
2011,05,04540000,"Lawrence Family Development Charter (District)",Hispanic/Latino,58,57,1," "," "," "," ",58,57,1," "," "," "," ",58,57,1," "," "," "," ",100,100,100
2011,05,04540000,"Lawrence Family Development Charter (District)","LEP/Formerly LEP",28,27,1," "," "," "," ",28,27,1," "," "," "," ",28,27,1," "," "," "," ",100,100,100
2011,06,04540000,"Lawrence Family Development Charter (District)","All Students",57,57," "," "," "," "," ",57,57," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04540000,"Lawrence Family Development Charter (District)","Low Income",56,56," "," "," "," "," ",56,56," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04540000,"Lawrence Family Development Charter (District)",Hispanic/Latino,56,56," "," "," "," "," ",56,56," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04540000,"Lawrence Family Development Charter (District)","LEP/Formerly LEP",18,18," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04540000,"Lawrence Family Development Charter (District)","All Students",56,56," "," "," "," "," ",56,56," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04540000,"Lawrence Family Development Charter (District)","Low Income",53,53," "," "," "," "," ",53,53," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04540000,"Lawrence Family Development Charter (District)",Hispanic/Latino,55,55," "," "," "," "," ",55,55," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04540000,"Lawrence Family Development Charter (District)","LEP/Formerly LEP",15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04540000,"Lawrence Family Development Charter (District)","All Students",50,50," "," "," "," "," ",50,50," "," "," "," "," ",50,50," "," "," "," "," ",100,100,100
2011,08,04540000,"Lawrence Family Development Charter (District)","Low Income",44,44," "," "," "," "," ",44,44," "," "," "," "," ",44,44," "," "," "," "," ",100,100,100
2011,08,04540000,"Lawrence Family Development Charter (District)",Hispanic/Latino,47,47," "," "," "," "," ",47,47," "," "," "," "," ",47,47," "," "," "," "," ",100,100,100
2011,08,04540000,"Lawrence Family Development Charter (District)","LEP/Formerly LEP",14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2011,03,04550000,"Hill View Montessori Charter Public (District)","All Students",34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04550000,"Hill View Montessori Charter Public (District)",White,26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04550000,"Hill View Montessori Charter Public (District)","All Students",32,32," "," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04550000,"Hill View Montessori Charter Public (District)",White,29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04550000,"Hill View Montessori Charter Public (District)","All Students",34,34," "," "," "," "," ",34,34," "," "," "," "," ",34,34," "," "," "," "," ",100,100,100
2011,05,04550000,"Hill View Montessori Charter Public (District)","Low Income",13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,05,04550000,"Hill View Montessori Charter Public (District)",White,24,24," "," "," "," "," ",24,24," "," "," "," "," ",24,24," "," "," "," "," ",100,100,100
2011,06,04550000,"Hill View Montessori Charter Public (District)","All Students",35,35," "," "," "," "," ",35,35," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04550000,"Hill View Montessori Charter Public (District)",White,29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04550000,"Hill View Montessori Charter Public (District)","Special Ed",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04550000,"Hill View Montessori Charter Public (District)","All Students",32,32," "," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04550000,"Hill View Montessori Charter Public (District)","Low Income",10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04550000,"Hill View Montessori Charter Public (District)",White,26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04550000,"Hill View Montessori Charter Public (District)","All Students",28,28," "," "," "," "," ",28,28," "," "," "," "," ",28,28," "," "," "," "," ",100,100,100
2011,08,04550000,"Hill View Montessori Charter Public (District)","Low Income",12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,08,04550000,"Hill View Montessori Charter Public (District)",White,19,19," "," "," "," "," ",19,19," "," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2011,03,04560000,"Lowell Community Charter Public (District)","All Students",129,127," "," "," ",2," ",129,126," ",1," ",2," "," "," "," "," "," "," "," ",100,99," "
2011,03,04560000,"Lowell Community Charter Public (District)","Low Income",107,106," "," "," ",1," ",107,105," ",1," ",1," "," "," "," "," "," "," "," ",100,99," "
2011,03,04560000,"Lowell Community Charter Public (District)",Black,30,29," "," "," ",1," ",30,29," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,04560000,"Lowell Community Charter Public (District)",Asian,32,32," "," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04560000,"Lowell Community Charter Public (District)",Hispanic/Latino,49,48," "," "," ",1," ",49,48," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,04560000,"Lowell Community Charter Public (District)",White,11,11," "," "," "," "," ",11,10," ",1," "," "," "," "," "," "," "," "," "," ",100,91," "
2011,03,04560000,"Lowell Community Charter Public (District)","LEP/Formerly LEP",68,66," "," "," ",2," ",68,66," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,03,04560000,"Lowell Community Charter Public (District)","Special Ed",19,18," "," "," ",1," ",19,18," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)","All Students",116,115," "," "," ",1," ",116,115," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)","Low Income",97,96," "," "," ",1," ",97,96," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)",Black,19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)",Asian,29,28," "," "," ",1," ",29,28," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)",Hispanic/Latino,49,49," "," "," "," "," ",49,49," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)",White,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)","LEP/Formerly LEP",37,36," "," "," ",1," ",37,36," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,04560000,"Lowell Community Charter Public (District)","Special Ed",22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04560000,"Lowell Community Charter Public (District)","All Students",59,59," "," "," "," "," ",59,59," "," "," "," "," ",59,59," "," "," "," "," ",100,100,100
2011,05,04560000,"Lowell Community Charter Public (District)","Low Income",47,47," "," "," "," "," ",47,47," "," "," "," "," ",47,47," "," "," "," "," ",100,100,100
2011,05,04560000,"Lowell Community Charter Public (District)",Asian,13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,05,04560000,"Lowell Community Charter Public (District)",Hispanic/Latino,29,29," "," "," "," "," ",29,29," "," "," "," "," ",29,29," "," "," "," "," ",100,100,100
2011,05,04560000,"Lowell Community Charter Public (District)","LEP/Formerly LEP",24,24," "," "," "," "," ",24,24," "," "," "," "," ",24,24," "," "," "," "," ",100,100,100
2011,05,04560000,"Lowell Community Charter Public (District)","Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,06,04560000,"Lowell Community Charter Public (District)","All Students",63,62," "," "," ",1," ",63,62," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,04560000,"Lowell Community Charter Public (District)","Low Income",52,51," "," "," ",1," ",52,51," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,04560000,"Lowell Community Charter Public (District)",Black,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04560000,"Lowell Community Charter Public (District)",Asian,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04560000,"Lowell Community Charter Public (District)",Hispanic/Latino,29,28," "," "," ",1," ",29,28," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,04560000,"Lowell Community Charter Public (District)","LEP/Formerly LEP",15,14," "," "," ",1," ",15,14," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,04560000,"Lowell Community Charter Public (District)","Special Ed",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,10,04580000,"Lowell Middlesex Academy Charter (District)","All Students",28,25," ",3," "," "," ",25,19," ",6," "," "," ",22,2," ",1," "," ",19,89,76,96
2011,10,04580000,"Lowell Middlesex Academy Charter (District)","Low Income",23,20," ",3," "," "," ",21,15," ",6," "," "," ",18,2," ",1," "," ",15,87,71,95
2011,10,04580000,"Lowell Middlesex Academy Charter (District)",White,16,15," ",1," "," "," ",15,14," ",1," "," "," ",14,1," "," "," "," ",13,94,93,100
2011,04,04640000,"Marblehead Community Charter Public (District)","All Students",49,49," "," "," "," "," ",49,49," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04640000,"Marblehead Community Charter Public (District)",White,47,47," "," "," "," "," ",47,47," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04640000,"Marblehead Community Charter Public (District)","All Students",47,47," "," "," "," "," ",47,47," "," "," "," "," ",47,47," "," "," "," "," ",100,100,100
2011,05,04640000,"Marblehead Community Charter Public (District)",White,46,46," "," "," "," "," ",46,46," "," "," "," "," ",46,46," "," "," "," "," ",100,100,100
2011,06,04640000,"Marblehead Community Charter Public (District)","All Students",47,46," ",1," "," "," ",47,47," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,06,04640000,"Marblehead Community Charter Public (District)",White,46,45," ",1," "," "," ",46,46," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,07,04640000,"Marblehead Community Charter Public (District)","All Students",43,43," "," "," "," "," ",43,43," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04640000,"Marblehead Community Charter Public (District)",White,37,37," "," "," "," "," ",37,37," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04640000,"Marblehead Community Charter Public (District)","All Students",44,44," "," "," "," "," ",44,44," "," "," "," "," ",44,44," "," "," "," "," ",100,100,100
2011,08,04640000,"Marblehead Community Charter Public (District)",White,42,42," "," "," "," "," ",42,42," "," "," "," "," ",42,42," "," "," "," "," ",100,100,100
2011,08,04640000,"Marblehead Community Charter Public (District)","Special Ed",11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2011,03,04660000,"Martha's Vineyard Charter (District)","All Students",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04660000,"Martha's Vineyard Charter (District)",White,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04660000,"Martha's Vineyard Charter (District)","All Students",16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04660000,"Martha's Vineyard Charter (District)",White,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04660000,"Martha's Vineyard Charter (District)","All Students",17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2011,05,04660000,"Martha's Vineyard Charter (District)",White,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,06,04660000,"Martha's Vineyard Charter (District)","All Students",15,14," "," ",1," "," ",15,14,1," "," "," "," "," "," "," "," "," "," "," ",93,100," "
2011,06,04660000,"Martha's Vineyard Charter (District)",White,13,12," "," ",1," "," ",13,12,1," "," "," "," "," "," "," "," "," "," "," ",92,100," "
2011,07,04660000,"Martha's Vineyard Charter (District)","All Students",14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04660000,"Martha's Vineyard Charter (District)",White,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04660000,"Martha's Vineyard Charter (District)","All Students",19,19," "," "," "," "," ",19,19," "," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2011,08,04660000,"Martha's Vineyard Charter (District)",White,17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2011,10,04660000,"Martha's Vineyard Charter (District)","All Students",13,12," "," ",1," "," ",13,12," ",1," "," "," ",13,10," ",2," "," ",1,92,92,85
2011,10,04660000,"Martha's Vineyard Charter (District)",White,11,10," "," ",1," "," ",11,10," ",1," "," "," ",11,8," ",2," "," ",1,91,91,82
2011,06,04690000,"MATCH Charter Public School (District)","All Students",89,89," "," "," "," "," ",88,88," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04690000,"MATCH Charter Public School (District)","Low Income",70,70," "," "," "," "," ",69,69," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04690000,"MATCH Charter Public School (District)",Black,53,53," "," "," "," "," ",53,53," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04690000,"MATCH Charter Public School (District)",Hispanic/Latino,30,30," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04690000,"MATCH Charter Public School (District)","LEP/Formerly LEP",20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04690000,"MATCH Charter Public School (District)","Special Ed",19,19," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04690000,"MATCH Charter Public School (District)","All Students",73,73," "," "," "," "," ",73,72," "," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2011,07,04690000,"MATCH Charter Public School (District)","Low Income",55,55," "," "," "," "," ",55,54," "," ",1," "," "," "," "," "," "," "," "," ",100,98," "
2011,07,04690000,"MATCH Charter Public School (District)",Black,49,49," "," "," "," "," ",49,49," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04690000,"MATCH Charter Public School (District)",Hispanic/Latino,21,21," "," "," "," "," ",21,20," "," ",1," "," "," "," "," "," "," "," "," ",100,95," "
2011,07,04690000,"MATCH Charter Public School (District)","Special Ed",13,13," "," "," "," "," ",13,12," "," ",1," "," "," "," "," "," "," "," "," ",100,92," "
2011,08,04690000,"MATCH Charter Public School (District)","All Students",56,55," "," ",1," "," ",56,56," "," "," "," "," ",56,56," "," "," "," "," ",98,100,100
2011,08,04690000,"MATCH Charter Public School (District)","Low Income",35,34," "," ",1," "," ",35,35," "," "," "," "," ",35,35," "," "," "," "," ",97,100,100
2011,08,04690000,"MATCH Charter Public School (District)",Black,34,34," "," "," "," "," ",34,34," "," "," "," "," ",34,34," "," "," "," "," ",100,100,100
2011,08,04690000,"MATCH Charter Public School (District)",Hispanic/Latino,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2011,10,04690000,"MATCH Charter Public School (District)","All Students",54,54," "," "," "," "," ",54,54," "," "," "," "," ",62,60," "," "," "," ",2,100,100,100
2011,10,04690000,"MATCH Charter Public School (District)","Low Income",39,39," "," "," "," "," ",39,39," "," "," "," "," ",45,43," "," "," "," ",2,100,100,100
2011,10,04690000,"MATCH Charter Public School (District)",Black,35,35," "," "," "," "," ",35,35," "," "," "," "," ",42,41," "," "," "," ",1,100,100,100
2011,10,04690000,"MATCH Charter Public School (District)",Hispanic/Latino,12,12," "," "," "," "," ",12,12," "," "," "," "," ",13,12," "," "," "," ",1,100,100,100
2011,10,04690000,"MATCH Charter Public School (District)","Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,03,04700000,"Mystic Valley Regional Charter (District)","All Students",120,120," "," "," "," "," ",120,120," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04700000,"Mystic Valley Regional Charter (District)","Low Income",30,30," "," "," "," "," ",30,30," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04700000,"Mystic Valley Regional Charter (District)",Black,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04700000,"Mystic Valley Regional Charter (District)",Asian,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04700000,"Mystic Valley Regional Charter (District)",White,81,81," "," "," "," "," ",81,81," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04700000,"Mystic Valley Regional Charter (District)","All Students",120,120," "," "," "," "," ",120,120," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04700000,"Mystic Valley Regional Charter (District)","Low Income",34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04700000,"Mystic Valley Regional Charter (District)",Black,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04700000,"Mystic Valley Regional Charter (District)",Asian,19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04700000,"Mystic Valley Regional Charter (District)",White,73,73," "," "," "," "," ",73,73," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04700000,"Mystic Valley Regional Charter (District)","Special Ed",16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04700000,"Mystic Valley Regional Charter (District)","All Students",120,120," "," "," "," "," ",120,120," "," "," "," "," ",120,120," "," "," "," "," ",100,100,100
2011,05,04700000,"Mystic Valley Regional Charter (District)","Low Income",29,29," "," "," "," "," ",29,29," "," "," "," "," ",29,29," "," "," "," "," ",100,100,100
2011,05,04700000,"Mystic Valley Regional Charter (District)",Black,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,05,04700000,"Mystic Valley Regional Charter (District)",Asian,16,16," "," "," "," "," ",16,16," "," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2011,05,04700000,"Mystic Valley Regional Charter (District)",White,76,76," "," "," "," "," ",76,76," "," "," "," "," ",76,76," "," "," "," "," ",100,100,100
2011,05,04700000,"Mystic Valley Regional Charter (District)","Special Ed",13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,06,04700000,"Mystic Valley Regional Charter (District)","All Students",115,115," "," "," "," "," ",115,115," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04700000,"Mystic Valley Regional Charter (District)","Low Income",33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04700000,"Mystic Valley Regional Charter (District)",Black,26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04700000,"Mystic Valley Regional Charter (District)",Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04700000,"Mystic Valley Regional Charter (District)",White,67,67," "," "," "," "," ",67,67," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04700000,"Mystic Valley Regional Charter (District)","Special Ed",18,18," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04700000,"Mystic Valley Regional Charter (District)","All Students",119,119," "," "," "," "," ",119,119," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04700000,"Mystic Valley Regional Charter (District)","Low Income",29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04700000,"Mystic Valley Regional Charter (District)",Black,24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04700000,"Mystic Valley Regional Charter (District)",Asian,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04700000,"Mystic Valley Regional Charter (District)",White,73,73," "," "," "," "," ",73,73," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04700000,"Mystic Valley Regional Charter (District)","Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04700000,"Mystic Valley Regional Charter (District)","All Students",111,111," "," "," "," "," ",111,111," "," "," "," "," ",111,111," "," "," "," "," ",100,100,100
2011,08,04700000,"Mystic Valley Regional Charter (District)","Low Income",32,32," "," "," "," "," ",32,32," "," "," "," "," ",32,32," "," "," "," "," ",100,100,100
2011,08,04700000,"Mystic Valley Regional Charter (District)",Black,21,21," "," "," "," "," ",21,21," "," "," "," "," ",21,21," "," "," "," "," ",100,100,100
2011,08,04700000,"Mystic Valley Regional Charter (District)",Asian,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2011,08,04700000,"Mystic Valley Regional Charter (District)",White,70,70," "," "," "," "," ",70,70," "," "," "," "," ",70,70," "," "," "," "," ",100,100,100
2011,08,04700000,"Mystic Valley Regional Charter (District)","Special Ed",13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2011,10,04700000,"Mystic Valley Regional Charter (District)","All Students",79,79," "," "," "," "," ",79,79," "," "," "," "," ",77,76," "," "," "," ",1,100,100,100
2011,10,04700000,"Mystic Valley Regional Charter (District)","Low Income",20,20," "," "," "," "," ",20,20," "," "," "," "," ",19,18," "," "," "," ",1,100,100,100
2011,10,04700000,"Mystic Valley Regional Charter (District)",Black,11,11," "," "," "," "," ",11,11," "," "," "," "," ",10,9," "," "," "," ",1,100,100,100
2011,10,04700000,"Mystic Valley Regional Charter (District)",Asian,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,10,04700000,"Mystic Valley Regional Charter (District)",White,50,50," "," "," "," "," ",50,50," "," "," "," "," ",49,49," "," "," "," "," ",100,100,100
2011,06,04710000,"New Leadership Charter (District)","All Students",102,101," "," ",1," "," ",102,101," ",1," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,06,04710000,"New Leadership Charter (District)","Low Income",83,82," "," ",1," "," ",83,82," ",1," "," "," "," "," "," "," "," "," "," ",99,99," "
2011,06,04710000,"New Leadership Charter (District)",Black,42,41," "," ",1," "," ",42,42," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,06,04710000,"New Leadership Charter (District)",Hispanic/Latino,46,46," "," "," "," "," ",46,45," ",1," "," "," "," "," "," "," "," "," "," ",100,98," "
2011,06,04710000,"New Leadership Charter (District)",White,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04710000,"New Leadership Charter (District)","All Students",80,80," "," "," "," "," ",80,79," ",1," "," "," "," "," "," "," "," "," "," ",100,99," "
2011,07,04710000,"New Leadership Charter (District)","Low Income",68,68," "," "," "," "," ",68,67," ",1," "," "," "," "," "," "," "," "," "," ",100,99," "
2011,07,04710000,"New Leadership Charter (District)",Black,47,47," "," "," "," "," ",47,47," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04710000,"New Leadership Charter (District)",Hispanic/Latino,29,29," "," "," "," "," ",29,28," ",1," "," "," "," "," "," "," "," "," "," ",100,97," "
2011,08,04710000,"New Leadership Charter (District)","All Students",84,84," "," "," "," "," ",84,83," ",1," "," "," ",84,84," "," "," "," "," ",100,99,100
2011,08,04710000,"New Leadership Charter (District)","Low Income",63,63," "," "," "," "," ",63,62," ",1," "," "," ",63,63," "," "," "," "," ",100,98,100
2011,08,04710000,"New Leadership Charter (District)",Black,49,49," "," "," "," "," ",49,48," ",1," "," "," ",49,49," "," "," "," "," ",100,98,100
2011,08,04710000,"New Leadership Charter (District)",Hispanic/Latino,32,32," "," "," "," "," ",32,32," "," "," "," "," ",32,32," "," "," "," "," ",100,100,100
2011,10,04710000,"New Leadership Charter (District)","All Students",50,50," "," "," "," "," ",50,50," "," "," "," "," ",40,36," "," "," "," ",4,100,100,100
2011,10,04710000,"New Leadership Charter (District)","Low Income",33,33," "," "," "," "," ",33,33," "," "," "," "," ",29,26," "," "," "," ",3,100,100,100
2011,10,04710000,"New Leadership Charter (District)",Black,39,39," "," "," "," "," ",39,39," "," "," "," "," ",30,26," "," "," "," ",4,100,100,100
2011,10,04710000,"New Leadership Charter (District)",Hispanic/Latino,11,11," "," "," "," "," ",11,11," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,07,04740000,"North Central Charter Essential (District)","All Students",47,46," ",1," "," "," ",48,48," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,07,04740000,"North Central Charter Essential (District)","Low Income",20,19," ",1," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2011,07,04740000,"North Central Charter Essential (District)",Hispanic/Latino,11,10," ",1," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",91,100," "
