Year,Org_code,DistrictName,SchoolName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,02920305,Swansea,"Joseph Case Jr High",06,"Students with Disabilities",02,22,15,7," "," "," "," ",22,17,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02920305,Swansea,"Joseph Case Jr High",06,"Low Income",04,35,32,3," "," "," "," ",35,33,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02920305,Swansea,"Joseph Case Jr High",06,White,09,154,145,7," "," "," ",2,154,147,5," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02920305,Swansea,"Joseph Case Jr High",07,"All Students",01,158,145,8," ",1," ",4,158,147,6," ",2," ",3," "," "," "," "," "," "," ",99,99," "
2012,02920305,Swansea,"Joseph Case Jr High",07,"Students with Disabilities",02,15,5,8," "," "," ",2,15,7,6," ",1," ",1," "," "," "," "," "," "," ",100,93," "
2012,02920305,Swansea,"Joseph Case Jr High",07,"Low Income",04,33,28,3," "," "," ",2,33,30,1," ",1," ",1," "," "," "," "," "," "," ",100,97," "
2012,02920305,Swansea,"Joseph Case Jr High",07,White,09,148,138,8," ",1," ",1,148,140,6," ",1," ",1," "," "," "," "," "," "," ",99,99," "
2012,02920305,Swansea,"Joseph Case Jr High",08,"All Students",01,164,160,2," "," ",1,1,164,159,3," "," ",1,1,164,161," "," ",1,1,1,100,100,99
2012,02920305,Swansea,"Joseph Case Jr High",08,"Students with Disabilities",02,17,15,2," "," "," "," ",17,14,3," "," "," "," ",17,16," "," ",1," "," ",100,100,94
2012,02920305,Swansea,"Joseph Case Jr High",08,"Low Income",04,38,37," "," "," "," ",1,38,37," "," "," "," ",1,38,37," "," "," "," ",1,100,100,100
2012,02920305,Swansea,"Joseph Case Jr High",08,White,09,157,153,2," "," ",1,1,157,152,3," "," ",1,1,157,154," "," ",1,1,1,100,100,99
2012,02920505,Swansea,"Joseph Case High",10,"All Students",01,152,147,1,2," "," ",2,151,146,1,2," "," ",2,155,139," "," "," "," ",16,99,99,100
2012,02920505,Swansea,"Joseph Case High",10,"Students with Disabilities",02,16,13,1," "," "," ",2,15,12,1," "," "," ",2,16,13," "," "," "," ",3,100,100,100
2012,02920505,Swansea,"Joseph Case High",10,"Low Income",04,38,34,1,1," "," ",2,37,33,1,1," "," ",2,39,32," "," "," "," ",7,97,97,100
2012,02920505,Swansea,"Joseph Case High",10,White,09,145,140,1,2," "," ",2,144,139,1,2," "," ",2,148,134," "," "," "," ",14,99,99,100
2012,02930007,Taunton,"Edmund Hatch Bennett",03,"All Students",01,62,60," "," "," "," ",2,61,59," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",03,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",03,"Low Income",04,29,28," "," "," "," ",1,28,27," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",03,Hispanic/Latino,07,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",03,White,09,42,41," "," "," "," ",1,42,41," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",04,"All Students",01,72,72," "," "," "," "," ",71,71," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",04,"Students with Disabilities",02,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",04,"Low Income",04,24,24," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930007,Taunton,"Edmund Hatch Bennett",04,White,09,60,60," "," "," "," "," ",60,60," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",03,"All Students",01,113,99,12," "," "," ",2,113,102,9," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",03,"Students with Disabilities",02,26,12,12," "," "," ",2,26,15,9," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",03,"Low Income",04,39,32,6," "," "," ",1,39,32,6," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",03,Hispanic/Latino,07,12,8,3," "," "," ",1,12,8,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",03,White,09,95,86,9," "," "," "," ",95,89,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",04,"All Students",01,129,107,18,2," "," ",2,129,110,17," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",04,"Students with Disabilities",02,31,11,18,1," "," ",1,31,13,17," "," "," ",1," "," "," "," "," "," "," ",97,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",04,"Low Income",04,43,25,15,1," "," ",2,43,26,15," "," "," ",2," "," "," "," "," "," "," ",98,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",04,Hispanic/Latino,07,11,6,4," "," "," ",1,11,6,4," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930008,Taunton,"Joseph C Chamberlain",04,White,09,104,91,10,2," "," ",1,104,93,10," "," "," ",1," "," "," "," "," "," "," ",98,100," "
2012,02930010,Taunton,"East Taunton Elementary",03,"All Students",01,118,102,9," "," "," ",7,118,102,9," "," "," ",7," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",03,"Students with Disabilities",02,26,14,9," "," "," ",3,26,14,9," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",03,"Low Income",04,54,43,5," "," "," ",6,54,43,5," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",03,"African American",05,16,14," "," "," "," ",2,16,14," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",03,Hispanic/Latino,07,16,13,2," "," "," ",1,16,13,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",03,White,09,79,68,7," "," "," ",4,79,68,7," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",04,"All Students",01,130,122,6," "," "," ",2,130,123,5," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",04,"Students with Disabilities",02,23,16,6," "," "," ",1,23,17,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",04,"Low Income",04,56,52,2," "," "," ",2,56,52,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",04,"African American",05,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930010,Taunton,"East Taunton Elementary",04,White,09,104,98,4," "," "," ",2,104,99,3," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",03,"All Students",01,82,76," "," "," "," ",6,82,76," "," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",03,"Students with Disabilities",02,15,14," "," "," "," ",1,15,14," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",03,"Low Income",04,58,52," "," "," "," ",6,58,52," "," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",03,"African American",05,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",03,Hispanic/Latino,07,17,15," "," "," "," ",2,17,15," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",03,White,09,51,48," "," "," "," ",3,51,48," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",04,"All Students",01,65,63," "," "," "," ",2,65,63," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",04,"Students with Disabilities",02,14,13," "," "," "," ",1,14,13," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",04,"Low Income",04,42,40," "," "," "," ",2,42,40," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930015,Taunton,"Mulcahey Elementary School",04,White,09,51,49," "," "," "," ",2,51,49," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",03,"All Students",01,115,106,1," "," ",1,7,116,106,1," "," ",1,8," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",03,"Students with Disabilities",02,24,19,1," "," "," ",4,24,19,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",03,"Low Income",04,68,61,1," "," "," ",6,68,61,1," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",03,"African American",05,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",03,Hispanic/Latino,07,22,18," "," "," "," ",4,22,18," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",03,White,09,78,75," "," "," "," ",3,79,75," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",04,"All Students",01,110,100,1," ",1,2,6,111,100,2," "," ",2,7," "," "," "," "," "," "," ",99,100," "
2012,02930027,Taunton,"Elizabeth Pole",04,"Students with Disabilities",02,28,21,1," ",1," ",5,28,21,2," "," "," ",5," "," "," "," "," "," "," ",96,100," "
2012,02930027,Taunton,"Elizabeth Pole",04,"Low Income",04,70,64," "," ",1,1,4,71,65," "," "," ",1,5," "," "," "," "," "," "," ",99,100," "
2012,02930027,Taunton,"Elizabeth Pole",04,"African American",05,10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930027,Taunton,"Elizabeth Pole",04,Hispanic/Latino,07,20,18," "," ",1," ",1,21,19," "," "," "," ",2," "," "," "," "," "," "," ",95,100," "
2012,02930027,Taunton,"Elizabeth Pole",04,White,09,74,71," "," "," "," ",3,74,70,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02930035,Taunton,Hopewell,03,"All Students",01,68,65," ",1," "," ",2,68,65," ",1," "," ",2," "," "," "," "," "," "," ",99,99," "
2012,02930035,Taunton,Hopewell,03,"Low Income",04,38,36," ",1," "," ",1,38,36," ",1," "," ",1," "," "," "," "," "," "," ",97,97," "
2012,02930035,Taunton,Hopewell,03,White,09,53,53," "," "," "," "," ",53,53," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930035,Taunton,Hopewell,04,"All Students",01,62,55," "," ",1,1,5,62,55," "," ",1,1,5," "," "," "," "," "," "," ",98,98," "
2012,02930035,Taunton,Hopewell,04,"Students with Disabilities",02,10,8," "," "," "," ",2,10,8," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930035,Taunton,Hopewell,04,"Low Income",04,41,36," "," ",1,1,3,41,36," "," ",1,1,3," "," "," "," "," "," "," ",98,98," "
2012,02930035,Taunton,Hopewell,04,White,09,47,43," "," ",1,1,2,47,43," "," ",1,1,2," "," "," "," "," "," "," ",98,98," "
2012,02930042,Taunton,"Joseph H Martin",05,"All Students",01,222,200,9,2,1," ",10,221,202,8," "," ",1,10,220,208,1,1," ",1,9,99,100,100
2012,02930042,Taunton,"Joseph H Martin",05,"Students with Disabilities",02,33,20,9,1,1," ",2,33,23,8," "," "," ",2,32,30,1," "," "," ",1,94,100,100
2012,02930042,Taunton,"Joseph H Martin",05,"Low Income",04,112,93,7,2," "," ",10,111,94,6," "," ",1,10,110,98,1,1," ",1,9,98,100,99
2012,02930042,Taunton,"Joseph H Martin",05,"African American",05,22,18,1,1," "," ",2,22,18,1," "," ",1,2,22,19," "," "," ",1,2,95,100,100
2012,02930042,Taunton,"Joseph H Martin",05,Hispanic/Latino,07,21,14,2," ",1," ",4,21,16,1," "," "," ",4,21,17," "," "," "," ",4,95,100,100
2012,02930042,Taunton,"Joseph H Martin",05,White,09,169,158,6,1," "," ",4,168,158,6," "," "," ",4,167,162,1,1," "," ",3,99,100,99
2012,02930042,Taunton,"Joseph H Martin",06,"All Students",01,227,206,13,1," "," ",7,228,207,13,1," "," ",7," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",06,"Students with Disabilities",02,38,23,13," "," "," ",2,39,23,13," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",06,"Low Income",04,114,99,10,1," "," ",4,114,100,10,1," "," ",3," "," "," "," "," "," "," ",99,99," "
2012,02930042,Taunton,"Joseph H Martin",06,"African American",05,12,11,1," "," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",06,Hispanic/Latino,07,25,22,2," "," "," ",1,25,21,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",06,White,09,179,165,9,1," "," ",4,180,167,8,1," "," ",4," "," "," "," "," "," "," ",99,99," "
2012,02930042,Taunton,"Joseph H Martin",07,"All Students",01,219,210,6," "," ",1,2,219,208,8," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",07,"Students with Disabilities",02,30,23,6," "," "," ",1,30,21,8," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",07,"Low Income",04,91,82,6," "," ",1,2,91,81,7," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",07,"African American",05,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",07,Hispanic/Latino,07,28,24,2," "," "," ",2,28,24,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930042,Taunton,"Joseph H Martin",07,White,09,163,160,3," "," "," "," ",163,159,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930056,Taunton,"Edward F Leddy",03,"All Students",01,19,15," "," "," ",1,3,19,15," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2012,02930056,Taunton,"Edward F Leddy",03,"Low Income",04,13,9," "," "," ",1,3,13,9," "," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2012,02930056,Taunton,"Edward F Leddy",03,White,09,12,10," "," "," "," ",2,12,10," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930056,Taunton,"Edward F Leddy",04,"All Students",01,21,19," "," "," "," ",2,21,19," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930056,Taunton,"Edward F Leddy",04,"Low Income",04,12,10," "," "," "," ",2,12,10," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930056,Taunton,"Edward F Leddy",04,White,09,17,16," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",03,"All Students",01,45,43,1," "," "," ",1,44,42,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",03,"Students with Disabilities",02,11,9,1," "," "," ",1,11,9,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",03,"Low Income",04,37,35,1," "," "," ",1,36,34,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",03,Hispanic/Latino,07,15,13,1," "," "," ",1,15,13,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",03,White,09,23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",04,"All Students",01,44,35,2," "," ",2,5,44,36,1," "," ",2,5," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",04,"Students with Disabilities",02,14,10,2," "," "," ",2,14,11,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",04,"Low Income",04,34,25,2," "," ",2,5,34,26,1," "," ",2,5," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",04,"African American",05,12,9," "," "," ",1,2,12,9," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2012,02930057,Taunton,"H H Galligan",04,White,09,19,16,2," "," "," ",1,19,17,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",05,"All Students",01,136,128,1," "," "," ",7,137,127,2," "," "," ",8,137,129," "," "," "," ",8,100,100,100
2012,02930305,Taunton,"John F Parker Middle",05,"Students with Disabilities",02,25,23,1," "," "," ",1,26,22,2," "," "," ",2,26,24," "," "," "," ",2,100,100,100
2012,02930305,Taunton,"John F Parker Middle",05,"Low Income",04,79,71,1," "," "," ",7,80,70,2," "," "," ",8,80,72," "," "," "," ",8,100,100,100
2012,02930305,Taunton,"John F Parker Middle",05,"African American",05,11,9,1," "," "," ",1,11,9,1," "," "," ",1,11,10," "," "," "," ",1,100,100,100
2012,02930305,Taunton,"John F Parker Middle",05,Hispanic/Latino,07,21,20," "," "," "," ",1,21,20," "," "," "," ",1,21,20," "," "," "," ",1,100,100,100
2012,02930305,Taunton,"John F Parker Middle",05,White,09,89,85," "," "," "," ",4,90,85," "," "," "," ",5,90,85," "," "," "," ",5,100,100,100
2012,02930305,Taunton,"John F Parker Middle",06,"All Students",01,116,105,3," "," ",1,7,117,105,3," "," ",1,8," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",06,"Students with Disabilities",02,19,13,3," "," ",1,2,19,13,3," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",06,"Low Income",04,66,58,1," "," ",1,6,67,58,1," "," ",1,7," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",06,"African American",05,18,17," "," "," ",1," ",18,17," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",06,Hispanic/Latino,07,13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",06,White,09,80,71,3," "," "," ",6,81,71,3," "," "," ",7," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",07,"All Students",01,140,130," ",1," "," ",9,140,129,1," ",1," ",9," "," "," "," "," "," "," ",99,99," "
2012,02930305,Taunton,"John F Parker Middle",07,"Students with Disabilities",02,32,31," "," "," "," ",1,32,30,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",07,"Low Income",04,86,76," ",1," "," ",9,86,75,1," ",1," ",9," "," "," "," "," "," "," ",99,99," "
2012,02930305,Taunton,"John F Parker Middle",07,"African American",05,16,14," ",1," "," ",1,16,15," "," "," "," ",1," "," "," "," "," "," "," ",94,100," "
2012,02930305,Taunton,"John F Parker Middle",07,Hispanic/Latino,07,25,24," "," "," "," ",1,25,24," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930305,Taunton,"John F Parker Middle",07,White,09,83,77," "," "," "," ",6,83,76," "," ",1," ",6," "," "," "," "," "," "," ",100,99," "
2012,02930305,Taunton,"John F Parker Middle",07,"Multi-Race (non-Hispanic/Latino)",11,12,12," "," "," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",05,"All Students",01,266,248,11," ",1," ",6,263,246,11," ",1," ",5,263,252,5," ",1," ",5,100,100,100
2012,02930315,Taunton,"Benjamin Friedman Middle",05,"Students with Disabilities",02,56,43,11," "," "," ",2,55,43,11," "," "," ",1,55,49,5," "," "," ",1,100,100,100
2012,02930315,Taunton,"Benjamin Friedman Middle",05,"Low Income",04,109,94,10," "," "," ",5,106,92,10," "," "," ",4,106,97,5," "," "," ",4,100,100,100
2012,02930315,Taunton,"Benjamin Friedman Middle",05,"African American",05,18,18," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2012,02930315,Taunton,"Benjamin Friedman Middle",05,Hispanic/Latino,07,26,21,3," "," "," ",2,24,20,3," "," "," ",1,24,21,2," "," "," ",1,100,100,100
2012,02930315,Taunton,"Benjamin Friedman Middle",05,White,09,203,192,7," ",1," ",3,203,192,7," ",1," ",3,203,196,3," ",1," ",3,100,100,100
2012,02930315,Taunton,"Benjamin Friedman Middle",05,"Multi-Race (non-Hispanic/Latino)",11,16,14,1," "," "," ",1,16,14,1," "," "," ",1,16,15," "," "," "," ",1,100,100,100
2012,02930315,Taunton,"Benjamin Friedman Middle",06,"All Students",01,246,229,9," ",2,1,5,248,234,4," ",1,2,7," "," "," "," "," "," "," ",99,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",06,"Students with Disabilities",02,45,34,9," "," "," ",2,44,38,4," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",06,"ELL and Former ELL",03,12,8,2," "," ",1,1,12,9," "," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",06,"Low Income",04,100,85,8," ",2,1,4,101,90,3," ",1,1,6," "," "," "," "," "," "," ",98,99," "
2012,02930315,Taunton,"Benjamin Friedman Middle",06,"African American",05,18,17," "," "," "," ",1,20,17," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",06,Hispanic/Latino,07,20,16,2," "," "," ",2,19,17," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",06,White,09,192,184,4," ",2,1,1,193,186,3," ",1,2,1," "," "," "," "," "," "," ",99,99," "
2012,02930315,Taunton,"Benjamin Friedman Middle",06,"Multi-Race (non-Hispanic/Latino)",11,13,9,3," "," "," ",1,13,11,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",07,"All Students",01,276,257,10,1," ",1,7,273,256,7,1," ",1,8," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",07,"Students with Disabilities",02,54,37,10,1," ",1,5,52,38,7,1," ",1,5," "," "," "," "," "," "," ",98,98," "
2012,02930315,Taunton,"Benjamin Friedman Middle",07,"Low Income",04,106,96,5,1," ",1,3,103,93,4,1," ",1,4," "," "," "," "," "," "," ",99,99," "
2012,02930315,Taunton,"Benjamin Friedman Middle",07,"African American",05,22,21,1," "," "," "," ",22,20,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",07,Hispanic/Latino,07,32,28,1,1," ",1,1,30,27," ",1," ",1,1," "," "," "," "," "," "," ",97,97," "
2012,02930315,Taunton,"Benjamin Friedman Middle",07,White,09,205,192,8," "," "," ",5,204,193,6," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2012,02930315,Taunton,"Benjamin Friedman Middle",07,"Multi-Race (non-Hispanic/Latino)",11,13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02930505,Taunton,"Taunton High",08,"All Students",01,616,576,15,10,2," ",13,614,585,11,5," ",1,12,614,580,2,18,1,1,12,98,99,97
2012,02930505,Taunton,"Taunton High",08,"Students with Disabilities",02,89,65,15,4," "," ",5,89,72,11,1," "," ",5,89,78,2,4," "," ",5,96,99,96
2012,02930505,Taunton,"Taunton High",08,"ELL and Former ELL",03,13,13," "," "," "," "," ",14,13," "," "," ",1," ",14,11," ",2," ",1," ",100,100,86
2012,02930505,Taunton,"Taunton High",08,"Low Income",04,270,245,8,7,1," ",9,267,250,5,4," "," ",8,267,246,1,12," "," ",8,97,99,96
2012,02930505,Taunton,"Taunton High",08,"African American",05,50,45,1,2," "," ",2,50,46,1,1," "," ",2,50,45,1,2," "," ",2,96,98,96
2012,02930505,Taunton,"Taunton High",08,Hispanic/Latino,07,70,66,1,1," "," ",2,71,68," "," "," ",1,2,71,66," ",2," ",1,2,99,100,97
2012,02930505,Taunton,"Taunton High",08,White,09,465,437,11,6,2," ",9,462,443,8,3," "," ",8,462,439,1,13,1," ",8,98,99,97
2012,02930505,Taunton,"Taunton High",08,"Multi-Race (non-Hispanic/Latino)",11,20,17,2,1," "," "," ",20,17,2,1," "," "," ",20,19," ",1," "," "," ",95,95,95
2012,02930505,Taunton,"Taunton High",10,"All Students",01,438,391,10,20,3,1,13,438,386,12,22,3,1,14,458,376,4,10,1,2,65,95,95,98
2012,02930505,Taunton,"Taunton High",10,"Students with Disabilities",02,74,53,10,8," "," ",3,74,53,12,4," "," ",5,81,57,4,4," ",1,15,89,95,95
2012,02930505,Taunton,"Taunton High",10,"ELL and Former ELL",03,10,6,1,1," ",1,1,10,6,1,1," ",1,1,11,5,1," "," ",2,3,90,90,100
2012,02930505,Taunton,"Taunton High",10,"Low Income",04,185,153,8,14,1," ",9,183,149,9,16," "," ",9,202,144,4,5," ",1,48,92,91,98
2012,02930505,Taunton,"Taunton High",10,"African American",05,37,31," ",2," "," ",4,36,31," ",2," "," ",3,37,27," "," "," "," ",10,95,94,100
2012,02930505,Taunton,"Taunton High",10,Hispanic/Latino,07,45,29,3,7,1,1,4,45,30,3,6,1,1,4,47,33,1,2,1,2,8,84,86,96
2012,02930505,Taunton,"Taunton High",10,White,09,333,311,6,10,2," ",4,335,307,8,13,1," ",6,349,299,3,8," "," ",39,96,96,98
2012,02930505,Taunton,"Taunton High",10,"Multi-Race (non-Hispanic/Latino)",11,15,13,1,1," "," "," ",14,11,1,1,1," "," ",18,11," "," "," "," ",7,93,86,100
2012,02950020,Tewksbury,"North Street",03,"All Students",01,169,160,3,1," ",1,4,169,161,2," "," ",1,5," "," "," "," "," "," "," ",99,100," "
2012,02950020,Tewksbury,"North Street",03,"Students with Disabilities",02,33,29,3," "," ",1," ",33,30,2," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02950020,Tewksbury,"North Street",03,"Low Income",04,26,23," "," "," ",1,2,26,23," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2012,02950020,Tewksbury,"North Street",03,White,09,150,143,2,1," ",1,3,150,143,2," "," ",1,4," "," "," "," "," "," "," ",99,100," "
2012,02950020,Tewksbury,"North Street",04,"All Students",01,170,165,1," "," "," ",4,170,165,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
