Year,org_code,DistrictName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,06320000,Chesterfield-Goshen,04,White,27,27," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06320000,Chesterfield-Goshen,05,"All Students",19,19," "," "," "," ",19,19," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2010,06320000,Chesterfield-Goshen,05,White,18,18," "," "," "," ",18,18," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,06320000,Chesterfield-Goshen,06,"All Students",25,25," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06320000,Chesterfield-Goshen,06,White,25,25," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",03,"All Students",152,148,4," "," "," ",152,148,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",03,"Low Income",52,51,1," "," "," ",52,51,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",03,White,137,134,3," "," "," ",137,134,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",03,"Special Ed",31,27,4," "," "," ",31,27,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",04,"All Students",120,119,1," "," "," ",120,119,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",04,"Low Income",31,30,1," "," "," ",31,30,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",04,White,110,110," "," "," "," ",110,110," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",04,"Special Ed",27,26,1," "," "," ",27,26,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",05,"All Students",160,157,3," "," "," ",160,157,3," "," "," ",160,158,2," "," "," "," ",100,100,100
2010,06350000,"Central Berkshire",05,"Low Income",52,52," "," "," "," ",52,52," "," "," "," ",52,52," "," "," "," "," ",100,100,100
2010,06350000,"Central Berkshire",05,White,151,148,3," "," "," ",151,148,3," "," "," ",151,149,2," "," "," "," ",100,100,100
2010,06350000,"Central Berkshire",05,"Special Ed",39,36,3," "," "," ",39,36,3," "," "," ",39,37,2," "," "," "," ",100,100,100
2010,06350000,"Central Berkshire",06,"All Students",150,148,2," "," "," ",150,147,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",06,"Low Income",40,39,1," "," "," ",40,39,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",06,White,140,138,2," "," "," ",140,137,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",06,"Special Ed",18,16,2," "," "," ",18,15,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",07,"All Students",184,178,5,1," "," ",184,177,6," ",1," "," "," "," "," "," "," "," ",99,99," "
2010,06350000,"Central Berkshire",07,"Low Income",36,35,1," "," "," ",36,35,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",07,White,174,169,4,1," "," ",174,168,5," ",1," "," "," "," "," "," "," "," ",99,99," "
2010,06350000,"Central Berkshire",07,"Special Ed",25,20,5," "," "," ",25,19,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06350000,"Central Berkshire",08,"All Students",164,158,3,3," "," ",165,155,8,2," "," ",165,163," ",2," "," "," ",98,99,99
2010,06350000,"Central Berkshire",08,"Low Income",33,32,1," "," "," ",33,30,3," "," "," ",33,33," "," "," "," "," ",100,100,100
2010,06350000,"Central Berkshire",08,White,155,150,2,3," "," ",156,147,7,2," "," ",156,154," ",2," "," "," ",98,99,99
2010,06350000,"Central Berkshire",08,"Special Ed",27,22,3,2," "," ",27,17,8,2," "," ",27,25," ",2," "," "," ",93,93,93
2010,06350000,"Central Berkshire",10,"All Students",183,167,2,3," ",1,183,169,2,1," ",1,184,159,2,3," ",1,19,98,99,98
2010,06350000,"Central Berkshire",10,"Low Income",48,42," ",2," "," ",48,43," ",1," "," ",48,41," ",2," "," ",5,95,98,96
2010,06350000,"Central Berkshire",10,White,175,162,2,1," "," ",175,162,2,1," "," ",175,153,2,3," "," ",17,99,99,98
2010,06350000,"Central Berkshire",10,"Special Ed",35,26,2,2," "," ",35,28,2," "," "," ",36,24,2,1," "," ",9,93,100,97
2010,06400000,Concord-Carlisle,10,"All Students",322,313,4,3,1," ",323,314,5,2,1," ",324,294,4,5," "," ",21,99,99,98
2010,06400000,Concord-Carlisle,10,"Low Income",18,18," "," "," "," ",18,18," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,06400000,Concord-Carlisle,10,Black,15,15," "," "," "," ",14,14," "," "," "," ",15,14," ",1," "," "," ",100,100,93
2010,06400000,Concord-Carlisle,10,Asian,16,16," "," "," "," ",16,16," "," "," "," ",16,14," "," "," "," ",2,100,100,100
2010,06400000,Concord-Carlisle,10,Hispanic/Latino,11,11," "," "," "," ",11,11," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,06400000,Concord-Carlisle,10,White,272,263,4,3,1," ",274,265,5,2,1," ",273,249,4,4," "," ",16,99,99,99
2010,06400000,Concord-Carlisle,10,"Special Ed",59,51,4,3," "," ",60,52,5,2," "," ",60,51,4,3," "," ",2,95,97,95
2010,06450000,Dennis-Yarmouth,03,"All Students",267,257,10," "," "," ",267,256,10,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,03,"Low Income",130,124,6," "," "," ",128,121,6,1," "," "," "," "," "," "," "," "," ",100,99," "
2010,06450000,Dennis-Yarmouth,03,Black,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,03,Asian,10,8,2," "," "," ",10,8,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,03,Hispanic/Latino,21,21," "," "," "," ",20,19," ",1," "," "," "," "," "," "," "," "," ",100,95," "
2010,06450000,Dennis-Yarmouth,03,White,197,191,6," "," "," ",198,192,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,03,Multi-race,22,20,2," "," "," ",22,20,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,03,"LEP/Formerly LEP",22,21,1," "," "," ",22,21,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,03,"Special Ed",56,46,10," "," "," ",56,46,10," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,04,"All Students",260,249,8," ",1,2,260,249,7," ",2,2," "," "," "," "," "," "," ",100,99," "
2010,06450000,Dennis-Yarmouth,04,"Low Income",116,110,4," "," ",2,116,110,3," ",1,2," "," "," "," "," "," "," ",100,99," "
2010,06450000,Dennis-Yarmouth,04,Hispanic/Latino,19,18,1," "," "," ",19,18,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,04,White,206,200,5," "," ",1,206,199,5," ",1,1," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,04,Multi-race,14,11,2," ",1," ",14,12,1," ",1," "," "," "," "," "," "," "," ",93,93," "
2010,06450000,Dennis-Yarmouth,04,"LEP/Formerly LEP",15,13," "," "," ",2,15,13," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,04,"Special Ed",53,44,8," ",1," ",53,45,7," ",1," "," "," "," "," "," "," "," ",98,98," "
2010,06450000,Dennis-Yarmouth,05,"All Students",281,279,1,1," "," ",280,277,3," "," "," ",280,279,1," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,05,"Low Income",133,133," "," "," "," ",133,132,1," "," "," ",133,133," "," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,05,Black,13,12,1," "," "," ",13,11,2," "," "," ",13,12,1," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,05,Hispanic/Latino,22,22," "," "," "," ",23,22,1," "," "," ",23,23," "," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,05,White,222,221," ",1," "," ",222,222," "," "," "," ",222,222," "," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,05,Multi-race,13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,05,"LEP/Formerly LEP",16,16," "," "," "," ",16,16," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,05,"Special Ed",47,46,1," "," "," ",46,43,3," "," "," ",46,45,1," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,06,"All Students",268,263,3,1," ",1,270,263,3,1,1,2," "," "," "," "," "," "," ",100,99," "
2010,06450000,Dennis-Yarmouth,06,"Low Income",112,109,2," "," ",1,113,109,2,1," ",1," "," "," "," "," "," "," ",100,99," "
2010,06450000,Dennis-Yarmouth,06,Hispanic/Latino,21,20," "," "," ",1,21,20," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,06,White,215,212,2,1," "," ",216,213,2," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,06,Multi-race,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,06,"LEP/Formerly LEP",11,9,1," "," ",1,12,9,1," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,06,"Special Ed",52,48,3,1," "," ",53,49,3,1," "," "," "," "," "," "," "," "," ",98,98," "
2010,06450000,Dennis-Yarmouth,07,"All Students",279,273,4,1," ",1,279,273,4," ",1,1," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,07,"Low Income",126,123,1,1," ",1,127,125,1," "," ",1," "," "," "," "," "," "," ",99,100," "
2010,06450000,Dennis-Yarmouth,07,Black,14,14," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,07,Hispanic/Latino,26,23,1,1," ",1,26,24,1," "," ",1," "," "," "," "," "," "," ",96,100," "
2010,06450000,Dennis-Yarmouth,07,White,216,214,2," "," "," ",216,213,2," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,07,Multi-race,16,15,1," "," "," ",16,15,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,07,"LEP/Formerly LEP",16,14,1," "," ",1,15,13,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,07,"Special Ed",49,45,4," "," "," ",49,45,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06450000,Dennis-Yarmouth,08,"All Students",272,264,3,2,2,1,273,266,3,2,1,1,272,266,3,1,1,1," ",99,99,99
2010,06450000,Dennis-Yarmouth,08,"Low Income",112,107,1,1,2,1,112,108,1,1,1,1,111,108,1," ",1,1," ",97,98,99
2010,06450000,Dennis-Yarmouth,08,Black,10,10," "," "," "," ",11,11," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,08,Hispanic/Latino,21,19," "," ",1,1,21,19," "," ",1,1,21,19," "," ",1,1," ",95,95,95
2010,06450000,Dennis-Yarmouth,08,White,221,215,3,2,1," ",221,216,3,2," "," ",220,216,3,1," "," "," ",99,99,100
2010,06450000,Dennis-Yarmouth,08,Multi-race,16,16," "," "," "," ",16,16," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2010,06450000,Dennis-Yarmouth,08,"LEP/Formerly LEP",10,9," "," "," ",1,10,9," "," "," ",1,10,9," "," "," ",1," ",100,100,100
2010,06450000,Dennis-Yarmouth,08,"Special Ed",49,44,3,1,1," ",49,44,3,1,1," ",49,44,3,1,1," "," ",96,96,96
2010,06450000,Dennis-Yarmouth,10,"All Students",234,202,6,13," ",5,236,203,6,14," ",5,238,175,3,17," ",5,38,94,94,93
2010,06450000,Dennis-Yarmouth,10,"Low Income",74,58,3,6," ",2,74,57,3,7," ",2,73,46,3,12," ",2,10,91,90,84
2010,06450000,Dennis-Yarmouth,10,Black,16,12," ",2," "," ",16,13," ",1," "," ",15,10," ",3," "," ",2,86,93,80
2010,06450000,Dennis-Yarmouth,10,Hispanic/Latino,15,10," "," "," ",5,16,11," "," "," ",5,16,9," "," "," ",5,2,100,100,100
2010,06450000,Dennis-Yarmouth,10,White,189,166,6,11," "," ",190,165,6,13," "," ",193,144,3,13," "," ",33,94,93,93
2010,06450000,Dennis-Yarmouth,10,"LEP/Formerly LEP",10,4," "," "," ",5,11,4," ",1," ",5,11,3," ",2," ",5,1,100,90,82
2010,06450000,Dennis-Yarmouth,10,"Special Ed",37,19,6,7," "," ",37,20,6,6," "," ",37,15,3,7," "," ",12,78,81,80
2010,06500000,Dighton-Rehoboth,03,"All Students",257,247,9," ",1," ",257,246,10," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,03,"Low Income",29,28,1," "," "," ",29,28,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,03,White,242,233,8," ",1," ",242,232,9," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,03,"Special Ed",47,38,9," "," "," ",47,37,10," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,04,"All Students",244,236,6,1,1," ",243,240,3," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,06500000,Dighton-Rehoboth,04,"Low Income",21,18,2," ",1," ",21,20,1," "," "," "," "," "," "," "," "," "," ",95,100," "
2010,06500000,Dighton-Rehoboth,04,White,230,223,6,1," "," ",229,226,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,04,"Special Ed",32,25,6,1," "," ",32,29,3," "," "," "," "," "," "," "," "," "," ",97,100," "
2010,06500000,Dighton-Rehoboth,05,"All Students",269,262,7," "," "," ",268,262,6," "," "," ",269,264,4,1," "," "," ",100,100,100
2010,06500000,Dighton-Rehoboth,05,"Low Income",34,34," "," "," "," ",34,34," "," "," "," ",34,34," "," "," "," "," ",100,100,100
2010,06500000,Dighton-Rehoboth,05,White,246,239,7," "," "," ",245,239,6," "," "," ",246,241,4,1," "," "," ",100,100,100
2010,06500000,Dighton-Rehoboth,05,"Special Ed",42,35,7," "," "," ",42,36,6," "," "," ",42,37,4,1," "," "," ",100,100,98
2010,06500000,Dighton-Rehoboth,06,"All Students",253,242,9,2," "," ",251,243,7,1," "," "," "," "," "," "," "," "," ",99,100," "
2010,06500000,Dighton-Rehoboth,06,"Low Income",33,30,3," "," "," ",33,31,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,06,White,236,225,9,2," "," ",235,227,7,1," "," "," "," "," "," "," "," "," ",99,100," "
2010,06500000,Dighton-Rehoboth,06,"Special Ed",43,33,9,1," "," ",43,35,7,1," "," "," "," "," "," "," "," "," ",98,98," "
2010,06500000,Dighton-Rehoboth,07,"All Students",261,255,6," "," "," ",261,253,7,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,07,"Low Income",33,31,2," "," "," ",33,31,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,07,Hispanic/Latino,14,13,1," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,07,White,234,229,5," "," "," ",234,227,6,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,07,"Special Ed",34,28,6," "," "," ",34,27,7," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06500000,Dighton-Rehoboth,08,"All Students",258,252,5," ",1," ",257,250,7," "," "," ",257,256,1," "," "," "," ",100,100,100
2010,06500000,Dighton-Rehoboth,08,"Low Income",40,36,4," "," "," ",39,35,4," "," "," ",39,38,1," "," "," "," ",100,100,100
2010,06500000,Dighton-Rehoboth,08,White,239,235,3," ",1," ",238,233,5," "," "," ",238,238," "," "," "," "," ",100,100,100
2010,06500000,Dighton-Rehoboth,08,"Special Ed",39,34,5," "," "," ",39,32,7," "," "," ",39,38,1," "," "," "," ",100,100,100
2010,06500000,Dighton-Rehoboth,10,"All Students",269,264,2,3," "," ",270,265,2,3," "," ",269,253,2,1," "," ",13,99,99,100
2010,06500000,Dighton-Rehoboth,10,"Low Income",18,15,1,2," "," ",18,15,1,2," "," ",19,13,1," "," "," ",5,89,89,100
2010,06500000,Dighton-Rehoboth,10,White,261,257,1,3," "," ",262,258,1,3," "," ",261,247,1,1," "," ",12,99,99,100
2010,06500000,Dighton-Rehoboth,10,"Special Ed",37,33,2,2," "," ",37,33,2,2," "," ",37,32,2,1," "," ",2,95,95,97
2010,06550000,Dover-Sherborn,06,"All Students",201,200," "," "," ",1,201,199," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2010,06550000,Dover-Sherborn,06,Asian,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06550000,Dover-Sherborn,06,White,177,176," "," "," ",1,177,175," "," ",1,1," "," "," "," "," "," "," ",100,99," "
2010,06550000,Dover-Sherborn,06,"Special Ed",22,22," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06550000,Dover-Sherborn,07,"All Students",181,177,1,2,1," ",181,177,1,2,1," "," "," "," "," "," "," "," ",98,98," "
2010,06550000,Dover-Sherborn,07,White,167,163,1,2,1," ",167,163,1,2,1," "," "," "," "," "," "," "," ",98,98," "
2010,06550000,Dover-Sherborn,07,"Special Ed",29,26,1,2," "," ",29,26,1,2," "," "," "," "," "," "," "," "," ",93,93," "
2010,06550000,Dover-Sherborn,08,"All Students",167,167," "," "," "," ",167,167," "," "," "," ",167,167," "," "," "," "," ",100,100,100
2010,06550000,Dover-Sherborn,08,White,151,151," "," "," "," ",151,151," "," "," "," ",151,151," "," "," "," "," ",100,100,100
2010,06550000,Dover-Sherborn,08,"Special Ed",26,26," "," "," "," ",26,26," "," "," "," ",26,26," "," "," "," "," ",100,100,100
2010,06550000,Dover-Sherborn,10,"All Students",165,161,3," ",1," ",165,161,3," ",1," ",165,159,3," "," "," ",3,99,99,100
2010,06550000,Dover-Sherborn,10,White,154,151,3," "," "," ",154,151,3," "," "," ",154,149,3," "," "," ",2,100,100,100
2010,06550000,Dover-Sherborn,10,"Special Ed",24,21,3," "," "," ",24,21,3," "," "," ",24,19,3," "," "," ",2,100,100,100
2010,06580000,"Dudley-Charlton Reg",03,"All Students",316,312,4," "," "," ",315,311,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",03,"Low Income",48,48," "," "," "," ",48,48," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",03,Hispanic/Latino,20,20," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",03,White,279,275,4," "," "," ",278,274,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",03,Multi-race,10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",03,"Special Ed",42,38,4," "," "," ",41,37,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",04,"All Students",335,333,1,1," "," ",334,332,1,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",04,"Low Income",55,54," ",1," "," ",54,53," ",1," "," "," "," "," "," "," "," "," ",98,98," "
2010,06580000,"Dudley-Charlton Reg",04,Hispanic/Latino,14,14," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",04,White,311,309,1,1," "," ",310,308,1,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",04,"Special Ed",33,32,1," "," "," ",33,32,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",05,"All Students",334,331,3," "," "," ",333,331,2," "," "," ",333,333," "," "," "," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",05,"Low Income",72,70,2," "," "," ",71,70,1," "," "," ",71,71," "," "," "," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",05,Hispanic/Latino,12,11,1," "," "," ",12,11,1," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",05,White,310,308,2," "," "," ",309,308,1," "," "," ",309,309," "," "," "," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",05,"Special Ed",36,33,3," "," "," ",36,34,2," "," "," ",36,36," "," "," "," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",06,"All Students",365,353,11," ",1," ",365,353,12," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",06,"Low Income",57,55,2," "," "," ",57,54,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",06,Hispanic/Latino,10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",06,White,350,339,10," ",1," ",350,339,11," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",06,"Special Ed",64,53,11," "," "," ",64,52,12," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",07,"All Students",359,349,10," "," "," ",359,348,9," ",2," "," "," "," "," "," "," "," ",100,99," "
2010,06580000,"Dudley-Charlton Reg",07,"Low Income",57,52,5," "," "," ",57,54,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",07,Hispanic/Latino,17,15,2," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",07,White,331,324,7," "," "," ",331,322,7," ",2," "," "," "," "," "," "," "," ",100,99," "
2010,06580000,"Dudley-Charlton Reg",07,"Special Ed",58,48,10," "," "," ",58,49,9," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06580000,"Dudley-Charlton Reg",08,"All Students",340,338,2," "," "," ",339,333,5," ",1," ",339,338," "," ",1," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",08,"Low Income",44,43,1," "," "," ",44,42,2," "," "," ",44,44," "," "," "," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",08,Hispanic/Latino,12,11,1," "," "," ",12,11,1," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",08,White,320,319,1," "," "," ",319,314,4," ",1," ",319,318," "," ",1," "," ",100,100,100
2010,06580000,"Dudley-Charlton Reg",08,"Special Ed",36,34,2," "," "," ",36,30,5," ",1," ",36,35," "," ",1," "," ",100,97,97
2010,06580000,"Dudley-Charlton Reg",10,"All Students",337,320,4,1,2,2,335,319,4,2,1,2,335,301,4,2," ",2,26,99,99,99
2010,06580000,"Dudley-Charlton Reg",10,"Low Income",37,31,1," ",1," ",36,30,1,1," "," ",37,30,1," "," "," ",6,97,97,100
2010,06580000,"Dudley-Charlton Reg",10,White,319,302,4,1,2,2,318,302,4,2,1,2,317,288,4,2," ",2,21,99,99,99
2010,06580000,"Dudley-Charlton Reg",10,"Special Ed",39,31,4," ",1,1,39,31,4,1," ",1,39,28,4," "," ",1,6,97,97,100
2010,06600000,Nauset,06,"All Students",178,176,1," "," ",1,180,179," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,06,"Low Income",32,31," "," "," ",1,34,33," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,06,White,165,164,1," "," "," ",166,166," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,06,"Special Ed",33,32,1," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,07,"All Students",194,191,3," "," "," ",193,190,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,07,"Low Income",33,33," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,07,White,172,169,3," "," "," ",172,169,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,07,"Special Ed",41,38,3," "," "," ",41,38,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06600000,Nauset,08,"All Students",187,185,2," "," "," ",187,185,2," "," "," ",187,185,2," "," "," "," ",100,100,100
2010,06600000,Nauset,08,"Low Income",43,42,1," "," "," ",43,42,1," "," "," ",43,42,1," "," "," "," ",100,100,100
2010,06600000,Nauset,08,White,172,170,2," "," "," ",172,170,2," "," "," ",172,170,2," "," "," "," ",100,100,100
2010,06600000,Nauset,08,"Special Ed",26,24,2," "," "," ",26,24,2," "," "," ",26,24,2," "," "," "," ",100,100,100
2010,06600000,Nauset,10,"All Students",270,250,3,3,4," ",272,253,3,3,5," ",273,229,3,3,7," ",31,97,97,96
2010,06600000,Nauset,10,"Low Income",25,24," "," "," "," ",25,22," "," ",2," ",25,20," "," ",1," ",4,100,92,96
2010,06600000,Nauset,10,White,259,239,3,3,4," ",261,242,3,3,5," ",262,218,3,3,7," ",31,97,97,96
2010,06600000,Nauset,10,"Special Ed",30,24,3," ",1," ",30,24,3," ",1," ",31,21,3," ",1," ",6,96,96,97
2010,06620000,"Farmington River Reg",03,"All Students",16,15,1," "," "," ",16,15,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06620000,"Farmington River Reg",03,White,12,11,1," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06620000,"Farmington River Reg",04,"All Students",16,16," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06620000,"Farmington River Reg",04,White,16,16," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06620000,"Farmington River Reg",05,"All Students",20,20," "," "," "," ",20,20," "," "," "," ",20,20," "," "," "," "," ",100,100,100
2010,06620000,"Farmington River Reg",05,White,18,18," "," "," "," ",18,18," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,06620000,"Farmington River Reg",06,"All Students",17,16,1," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06620000,"Farmington River Reg",06,White,15,14,1," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06650000,Freetown-Lakeville,05,"All Students",249,247,2," "," "," ",249,246,2," ",1," ",249,246,2," ",1," "," ",100,100,100
2010,06650000,Freetown-Lakeville,05,"Low Income",40,39,1," "," "," ",40,38,1," ",1," ",40,38,1," ",1," "," ",100,98,98
2010,06650000,Freetown-Lakeville,05,White,238,236,2," "," "," ",238,236,2," "," "," ",238,236,2," "," "," "," ",100,100,100
2010,06650000,Freetown-Lakeville,05,"Special Ed",50,48,2," "," "," ",50,47,2," ",1," ",50,47,2," ",1," "," ",100,98,98
