Year,org_code,DistrictName,SchoolName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,06830505,Hampshire,"Hampshire Reg High",10,"Special Ed",20,18,2," "," "," "," ",20,18,2," "," "," "," ",20,17,1,1," "," ",1,100,100,95
2010,06850005,Hawlemont,"Hawlemont Reg",03,"All Students",18,15,3," "," "," "," ",18,15,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06850005,Hawlemont,"Hawlemont Reg",03,White,16,14,2," "," "," "," ",16,14,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06850005,Hawlemont,"Hawlemont Reg",04,"All Students",12,12," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06850005,Hawlemont,"Hawlemont Reg",04,White,10,10," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06850005,Hawlemont,"Hawlemont Reg",05,"All Students",14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2010,06850005,Hawlemont,"Hawlemont Reg",05,White,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2010,06850005,Hawlemont,"Hawlemont Reg",06,"All Students",17,17," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06850005,Hawlemont,"Hawlemont Reg",06,White,14,14," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06900505,"King Philip","King Philip Reg High",10,"All Students",320,309,1,2,1," ",7,319,305,1,6," "," ",7,328,296," ",11," "," ",21,99,98,97
2010,06900505,"King Philip","King Philip Reg High",10,"Low Income",21,20,1," "," "," "," ",21,18,1,2," "," "," ",24,19," ",3," "," ",2,100,90,88
2010,06900505,"King Philip","King Philip Reg High",10,White,303,295,1,2," "," ",5,302,290,1,6," "," ",5,310,281," ",11," "," ",18,99,98,96
2010,06900505,"King Philip","King Philip Reg High",10,"Special Ed",34,30,1,1,1," ",1,34,31,1,1," "," ",1,35,27," ",4," "," ",4,94,97,89
2010,06900510,"King Philip","King Philip Middle School",07,"All Students",385,375,3,1,1," ",5,384,375,3," ",2," ",4," "," "," "," "," "," "," ",99,99," "
2010,06900510,"King Philip","King Philip Middle School",07,"Low Income",22,21," ",1," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2010,06900510,"King Philip","King Philip Middle School",07,White,361,351,3,1,1," ",5,360,352,3," ",1," ",4," "," "," "," "," "," "," ",99,100," "
2010,06900510,"King Philip","King Philip Middle School",07,"Special Ed",51,46,3,1,1," "," ",51,47,3," ",1," "," "," "," "," "," "," "," "," ",96,98," "
2010,06900510,"King Philip","King Philip Middle School",08,"All Students",396,389,1," ",2," ",4,396,389," "," ",3," ",4,396,388,1," ",3," ",4,99,99,99
2010,06900510,"King Philip","King Philip Middle School",08,"Low Income",25,23,1," "," "," ",1,25,24," "," "," "," ",1,25,23,1," "," "," ",1,100,100,100
2010,06900510,"King Philip","King Philip Middle School",08,White,392,385,1," ",2," ",4,392,385," "," ",3," ",4,392,384,1," ",3," ",4,99,99,99
2010,06900510,"King Philip","King Philip Middle School",08,"Special Ed",46,44,1," "," "," ",1,46,45," "," "," "," ",1,46,44,1," "," "," ",1,100,100,100
2010,06950505,Lincoln-Sudbury,"Lincoln-Sudbury Reg High",10,"All Students",418,413,1,1,2," "," ",418,415,1,2," "," "," ",418,409,1," "," "," ",8,99,100,100
2010,06950505,Lincoln-Sudbury,"Lincoln-Sudbury Reg High",10,"Low Income",25,25," "," "," "," "," ",25,25," "," "," "," "," ",25,25," "," "," "," "," ",100,100,100
2010,06950505,Lincoln-Sudbury,"Lincoln-Sudbury Reg High",10,Black,20,20," "," "," "," "," ",20,20," "," "," "," "," ",20,20," "," "," "," "," ",100,100,100
2010,06950505,Lincoln-Sudbury,"Lincoln-Sudbury Reg High",10,Asian,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,13," "," "," "," ",1,100,100,100
2010,06950505,Lincoln-Sudbury,"Lincoln-Sudbury Reg High",10,Hispanic/Latino,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,10," "," "," "," ",2,100,100,100
2010,06950505,Lincoln-Sudbury,"Lincoln-Sudbury Reg High",10,White,364,359,1,1,2," "," ",364,361,1,2," "," "," ",364,358,1," "," "," ",5,99,99,100
2010,06950505,Lincoln-Sudbury,"Lincoln-Sudbury Reg High",10,"Special Ed",70,65,1,1,2," "," ",70,67,1,2," "," "," ",70,66,1," "," "," ",3,96,97,100
2010,06980010,"Manchester Essex Regional","Manchester Memorial Elementary",03,"All Students",61,61," "," "," "," "," ",61,61," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980010,"Manchester Essex Regional","Manchester Memorial Elementary",03,White,60,60," "," "," "," "," ",60,60," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980010,"Manchester Essex Regional","Manchester Memorial Elementary",04,"All Students",62,62," "," "," "," "," ",62,62," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980010,"Manchester Essex Regional","Manchester Memorial Elementary",04,White,62,62," "," "," "," "," ",62,62," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980010,"Manchester Essex Regional","Manchester Memorial Elementary",05,"All Students",61,60,1," "," "," "," ",61,60,1," "," "," "," ",61,60,1," "," "," "," ",100,100,100
2010,06980010,"Manchester Essex Regional","Manchester Memorial Elementary",05,White,60,60," "," "," "," "," ",60,60," "," "," "," "," ",60,60," "," "," "," "," ",100,100,100
2010,06980020,"Manchester Essex Regional","Essex Elementary",03,"All Students",42,41,1," "," "," "," ",43,41,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06980020,"Manchester Essex Regional","Essex Elementary",03,White,42,41,1," "," "," "," ",43,41,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06980020,"Manchester Essex Regional","Essex Elementary",04,"All Students",37,37," "," "," "," "," ",37,37," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980020,"Manchester Essex Regional","Essex Elementary",04,White,37,37," "," "," "," "," ",37,37," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980020,"Manchester Essex Regional","Essex Elementary",05,"All Students",46,45," "," "," "," ",1,46,45," "," "," "," ",1,46,45," "," "," "," ",1,100,100,100
2010,06980020,"Manchester Essex Regional","Essex Elementary",05,White,46,45," "," "," "," ",1,46,45," "," "," "," ",1,46,45," "," "," "," ",1,100,100,100
2010,06980020,"Manchester Essex Regional","Essex Elementary",05,"Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",06,"All Students",122,122," "," "," "," "," ",122,122," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",06,White,122,122," "," "," "," "," ",122,122," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",06,"Special Ed",22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",07,"All Students",115,112," "," ",1," ",2,115,112,1," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",07,White,114,111," "," ",1," ",2,114,111,1," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",07,"Special Ed",19,19," "," "," "," "," ",19,18,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",08,"All Students",109,107," "," ",1," ",1,108,107," "," "," "," ",1,108,106," "," ",1," ",1,99,100,99
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",08,White,109,107," "," ",1," ",1,108,107," "," "," "," ",1,108,106," "," ",1," ",1,99,100,99
2010,06980030,"Manchester Essex Regional","Manchester Essex Regional Middle School",08,"Special Ed",19,19," "," "," "," "," ",19,19," "," "," "," "," ",19,18," "," ",1," "," ",100,100,95
2010,06980510,"Manchester Essex Regional","Manchester Essex Regional High School",10,"All Students",112,109," ",1," "," ",2,113,109," ",1," "," ",3,113,102," ",2," "," ",9,99,99,98
2010,06980510,"Manchester Essex Regional","Manchester Essex Regional High School",10,White,112,109," ",1," "," ",2,113,109," ",1," "," ",3,113,102," ",2," "," ",9,99,99,98
2010,06980510,"Manchester Essex Regional","Manchester Essex Regional High School",10,"Special Ed",13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,07000505,"Marthas Vineyard","Marthas Vineyard Reg High",10,"All Students",166,157,2,1," ",1," ",166,158,1,1," ",1," ",166,151,2,2," ",1,10,99,99,99
2010,07000505,"Marthas Vineyard","Marthas Vineyard Reg High",10,"Low Income",30,27," ",1," ",1," ",30,27," ",1," ",1," ",30,24," ",2," ",1,3,97,97,93
2010,07000505,"Marthas Vineyard","Marthas Vineyard Reg High",10,Hispanic/Latino,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,11," "," "," "," ",3,100,100,100
2010,07000505,"Marthas Vineyard","Marthas Vineyard Reg High",10,White,133,126,2,1," ",1," ",133,128,1," "," ",1," ",133,122,2,2," ",1,6,99,100,98
2010,07000505,"Marthas Vineyard","Marthas Vineyard Reg High",10,"LEP/Formerly LEP",10,7," ",1," ",1," ",10,7," ",1," ",1," ",10,7," ",1," ",1,1,89,89,90
2010,07000505,"Marthas Vineyard","Marthas Vineyard Reg High",10,"Special Ed",53,48,2," "," "," "," ",53,49,1," "," "," "," ",53,46,2," "," "," ",5,100,100,100
2010,07050405,Masconomet,"Masconomet RMS",07,"All Students",349,340,5," ",1," ",3,350,341,5," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,07050405,Masconomet,"Masconomet RMS",07,White,334,327,5," ",1," ",1,334,328,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07050405,Masconomet,"Masconomet RMS",07,"Special Ed",59,53,5," "," "," ",1,59,53,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07050405,Masconomet,"Masconomet RMS",08,"All Students",389,386," "," "," "," ",3,389,386," "," "," "," ",3,389,386," "," "," "," ",3,100,100,100
2010,07050405,Masconomet,"Masconomet RMS",08,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,07050405,Masconomet,"Masconomet RMS",08,White,367,365," "," "," "," ",2,367,365," "," "," "," ",2,367,365," "," "," "," ",2,100,100,100
2010,07050405,Masconomet,"Masconomet RMS",08,"Special Ed",55,54," "," "," "," ",1,55,54," "," "," "," ",1,55,54," "," "," "," ",1,100,100,100
2010,07050505,Masconomet,"Masconomet Regional HS",10,"All Students",336,333," "," ",1," ",2,334,330," "," ",2," ",2,336,326," "," "," "," ",10,100,99,100
2010,07050505,Masconomet,"Masconomet Regional HS",10,White,317,314," "," ",1," ",2,315,311," "," ",2," ",2,317,310," "," "," "," ",7,100,99,100
2010,07050505,Masconomet,"Masconomet Regional HS",10,"Special Ed",39,37," "," ",1," ",1,39,38," "," "," "," ",1,39,37," "," "," "," ",2,97,100,100
2010,07100001,Mendon-Upton,"Memorial School",03,"All Students",124,121,1," "," "," ",2,124,121,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,07100001,Mendon-Upton,"Memorial School",03,White,117,114,1," "," "," ",2,117,114,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,07100001,Mendon-Upton,"Memorial School",03,"Special Ed",10,9,1," "," "," "," ",10,9,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07100001,Mendon-Upton,"Memorial School",04,"All Students",119,118,1," "," "," "," ",119,118,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07100001,Mendon-Upton,"Memorial School",04,White,111,110,1," "," "," "," ",111,110,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",05,"All Students",197,194,1," "," "," ",2,216,213,1," "," "," ",2,216,213,1," "," "," ",2,100,100,100
2010,07100015,Mendon-Upton,"Miscoe Hill School",05,"Low Income",11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,07100015,Mendon-Upton,"Miscoe Hill School",05,White,189,186,1," "," "," ",2,207,204,1," "," "," ",2,207,204,1," "," "," ",2,100,100,100
2010,07100015,Mendon-Upton,"Miscoe Hill School",05,"Special Ed",21,20,1," "," "," "," ",21,20,1," "," "," "," ",21,20,1," "," "," "," ",100,100,100
2010,07100015,Mendon-Upton,"Miscoe Hill School",06,"All Students",217,213,3," "," "," ",1,219,213,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",06,"Low Income",20,20," "," "," "," "," ",21,20," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",06,White,209,205,3," "," "," ",1,211,205,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",06,"Special Ed",36,33,3," "," "," "," ",37,33,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",07,"All Students",261,255,2," ",1," ",3,261,255,2," ",1," ",3," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",07,"Low Income",15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",07,White,250,244,2," ",1," ",3,250,244,2," ",1," ",3," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",07,"Special Ed",36,34,2," "," "," "," ",36,34,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07100015,Mendon-Upton,"Miscoe Hill School",08,"All Students",234,230,1," ",1," ",2,235,231,1," "," "," ",3,235,230,1,1," "," ",3,100,100,100
2010,07100015,Mendon-Upton,"Miscoe Hill School",08,"Low Income",11,10," "," "," "," ",1,11,10," "," "," "," ",1,11,10," "," "," "," ",1,100,100,100
2010,07100015,Mendon-Upton,"Miscoe Hill School",08,White,223,221," "," ",1," ",1,224,222," "," "," "," ",2,224,221," ",1," "," ",2,100,100,100
2010,07100015,Mendon-Upton,"Miscoe Hill School",08,"Special Ed",33,32,1," "," "," "," ",33,32,1," "," "," "," ",33,31,1,1," "," "," ",100,100,97
2010,07100179,Mendon-Upton,"Henry P Clough",03,"All Students",119,115," "," "," "," ",4,119,115," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,07100179,Mendon-Upton,"Henry P Clough",03,White,117,114," "," "," "," ",3,117,114," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,07100179,Mendon-Upton,"Henry P Clough",03,"Special Ed",13,12," "," "," "," ",1,13,12," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07100179,Mendon-Upton,"Henry P Clough",04,"All Students",98,94,1," "," "," ",3,98,94,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,07100179,Mendon-Upton,"Henry P Clough",04,"Low Income",11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07100179,Mendon-Upton,"Henry P Clough",04,White,89,85,1," "," "," ",3,89,85,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,07100510,Mendon-Upton,"Nipmuc Regional High",10,"All Students",190,185,1,1,2," ",1,189,184,1,2,2," "," ",192,176,1,1,2," ",12,98,98,98
2010,07100510,Mendon-Upton,"Nipmuc Regional High",10,"Low Income",11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,8," "," "," "," ",3,100,100,100
2010,07100510,Mendon-Upton,"Nipmuc Regional High",10,White,180,176,1,1,2," "," ",180,175,1,2,2," "," ",182,169,1,1,2," ",9,98,98,98
2010,07100510,Mendon-Upton,"Nipmuc Regional High",10,"Special Ed",16,13,1," ",1," ",1,16,14,1," ",1," "," ",16,13,1," ",1," ",1,94,94,94
2010,07150505,"Mount Greylock","Mt Greylock Reg High",07,"All Students",104,102,1,1," "," "," ",103,102,1," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,07150505,"Mount Greylock","Mt Greylock Reg High",07,"Low Income",15,14,1," "," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07150505,"Mount Greylock","Mt Greylock Reg High",07,White,100,98,1,1," "," "," ",99,98,1," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,07150505,"Mount Greylock","Mt Greylock Reg High",07,"Special Ed",19,17,1,1," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2010,07150505,"Mount Greylock","Mt Greylock Reg High",08,"All Students",122,120," ",2," "," "," ",121,121," "," "," "," "," ",121,121," "," "," "," "," ",98,100,100
2010,07150505,"Mount Greylock","Mt Greylock Reg High",08,"Low Income",18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2010,07150505,"Mount Greylock","Mt Greylock Reg High",08,White,111,109," ",2," "," "," ",111,111," "," "," "," "," ",111,111," "," "," "," "," ",98,100,100
2010,07150505,"Mount Greylock","Mt Greylock Reg High",08,"Special Ed",12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,07150505,"Mount Greylock","Mt Greylock Reg High",10,"All Students",118,116,1,1," "," "," ",117,116,1," "," "," "," ",116,103,1," "," "," ",12,99,100,100
2010,07150505,"Mount Greylock","Mt Greylock Reg High",10,"Low Income",14,13," ",1," "," "," ",13,13," "," "," "," "," ",13,10," "," "," "," ",3,93,100,100
2010,07150505,"Mount Greylock","Mt Greylock Reg High",10,White,103,101,1,1," "," "," ",102,101,1," "," "," "," ",102,90,1," "," "," ",11,99,100,100
2010,07150505,"Mount Greylock","Mt Greylock Reg High",10,"Special Ed",16,15,1," "," "," "," ",15,14,1," "," "," "," ",15,12,1," "," "," ",2,100,100,100
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",03,"All Students",35,35," "," "," "," "," ",35,34,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",03,"Low Income",12,12," "," "," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",03,White,31,31," "," "," "," "," ",31,30,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",04,"All Students",25,23,1," "," "," ",1,25,23,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",04,"Low Income",11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",04,White,23,22," "," "," "," ",1,23,22," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",05,"All Students",29,26," "," "," "," ",3,29,26," "," "," "," ",3,29,26," "," "," "," ",3,100,100,100
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",05,"Low Income",17,15," "," "," "," ",2,17,15," "," "," "," ",2,17,15," "," "," "," ",2,100,100,100
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",05,White,25,22," "," "," "," ",3,25,22," "," "," "," ",3,25,22," "," "," "," ",3,100,100,100
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",05,"Special Ed",11,9," "," "," "," ",2,11,9," "," "," "," ",2,11,9," "," "," "," ",2,100,100,100
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",06,"All Students",43,40,3," "," "," "," ",43,40,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",06,"Low Income",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",06,White,42,39,3," "," "," "," ",42,39,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170005,"Mohawk Trail","Buckland-Shelburne Reg",06,"Special Ed",14,11,3," "," "," "," ",14,11,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170010,"Mohawk Trail","Colrain Central",04,"All Students",18,17," "," "," "," ",1,18,17," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170010,"Mohawk Trail","Colrain Central",04,White,17,16," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170010,"Mohawk Trail","Colrain Central",05,"All Students",14,12," "," "," "," ",2,14,12," "," "," "," ",2,14,12," "," "," "," ",2,100,100,100
2010,07170010,"Mohawk Trail","Colrain Central",05,White,13,11," "," "," "," ",2,13,11," "," "," "," ",2,13,11," "," "," "," ",2,100,100,100
2010,07170010,"Mohawk Trail","Colrain Central",06,"All Students",26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170010,"Mohawk Trail","Colrain Central",06,"Low Income",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170010,"Mohawk Trail","Colrain Central",06,White,23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170015,"Mohawk Trail","Heath Elementary",03,"All Students",14,13,1," "," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170015,"Mohawk Trail","Heath Elementary",03,White,12,11,1," "," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170015,"Mohawk Trail","Heath Elementary",04,"All Students",11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170015,"Mohawk Trail","Heath Elementary",04,White,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170015,"Mohawk Trail","Heath Elementary",05,"All Students",12,11,1," "," "," "," ",12,11,1," "," "," "," ",12,11,1," "," "," "," ",100,100,100
2010,07170015,"Mohawk Trail","Heath Elementary",05,White,10,9,1," "," "," "," ",10,9,1," "," "," "," ",10,9,1," "," "," "," ",100,100,100
2010,07170015,"Mohawk Trail","Heath Elementary",06,"All Students",10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170015,"Mohawk Trail","Heath Elementary",06,White,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170020,"Mohawk Trail","Sanderson Academy",03,"All Students",21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170020,"Mohawk Trail","Sanderson Academy",03,White,20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170020,"Mohawk Trail","Sanderson Academy",04,"All Students",23,22," "," "," "," ",1,23,22," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170020,"Mohawk Trail","Sanderson Academy",04,"Low Income",11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170020,"Mohawk Trail","Sanderson Academy",04,White,23,22," "," "," "," ",1,23,22," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170020,"Mohawk Trail","Sanderson Academy",05,"All Students",12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,07170020,"Mohawk Trail","Sanderson Academy",05,White,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,07170020,"Mohawk Trail","Sanderson Academy",06,"All Students",16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170020,"Mohawk Trail","Sanderson Academy",06,White,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",07,"All Students",105,100,2," "," "," ",3,105,100,2," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",07,"Low Income",40,37,2," "," "," ",1,40,37,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",07,White,97,92,2," "," "," ",3,97,92,2," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",07,"Special Ed",25,23,2," "," "," "," ",25,23,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",08,"All Students",106,99,4," "," "," ",3,107,97,4,2," "," ",4,107,96,3,4," "," ",4,100,98,96
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",08,"Low Income",40,34,3," "," "," ",3,40,32,3,2," "," ",3,40,31,2,4," "," ",3,100,95,90
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",08,White,92,86,4," "," "," ",2,93,85,4,1," "," ",3,93,84,3,3," "," ",3,100,99,97
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",08,"Special Ed",28,23,4," "," "," ",1,28,22,4,1," "," ",1,28,22,3,2," "," ",1,100,96,93
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",10,"All Students",88,83,2,2," "," ",1,88,84,2,1," "," ",1,91,84,2," "," "," ",5,98,99,100
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",10,"Low Income",31,28," ",2," "," ",1,31,29," ",1," "," ",1,32,28," "," "," "," ",4,94,97,100
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",10,White,80,76,1,2," "," ",1,80,78,1," "," "," ",1,82,77,1," "," "," ",4,98,100,100
2010,07170505,"Mohawk Trail","Mohawk Trail Reg High",10,"Special Ed",13,9,2,1," "," ",1,13,10,2," "," "," ",1,14,11,2," "," "," ",1,92,100,100
2010,07200003,Narragansett,"Phillipston Memorial",03,"All Students",18,17," "," "," "," ",1,18,17," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07200003,Narragansett,"Phillipston Memorial",03,White,17,16," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,07200003,Narragansett,"Phillipston Memorial",04,"All Students",26,24,2," "," "," "," ",26,24,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07200003,Narragansett,"Phillipston Memorial",04,White,24,23,1," "," "," "," ",24,23,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,07200005,Narragansett,"Baldwinville Elementary",03,"All Students",49,45,2," "," "," ",2,49,45,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,07200005,Narragansett,"Baldwinville Elementary",03,"Low Income",18,15,2," "," "," ",1,18,15,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
