adminyear,grade,org_code,district,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2007,05,06500000,Dighton-Rehoboth,ELA,257,,,0.69,0.72,0.78,0.85,0.84,0.77,0.86,0.74,1.86,0.75,0.87,0.77,0.79,0.7,0.77,0.72,0.6,2.27,0.94,0.82,0.89,0.77,0.84,0.85,0.81,0.84,1.86,0.82,0.77,0.69,0.84,0.88,0.68,0.68,0.72,1.54,0.72,0.74,0.77,0.68,,,,,
2007,05,06500000,Dighton-Rehoboth,SCI,258,,,0.88,0.88,0.9,0.81,0.62,0.7,0.77,0.83,0.86,0.49,0.53,0.66,0.55,0.71,0.92,0.87,0.5,1.08,1.79,0.33,0.94,0.62,0.65,0.73,0.69,0.77,0.54,0.71,0.76,0.81,0.88,0.59,0.89,0.79,0.72,0.78,1.47,1.98,2.5,,,,,,
2007,06,06500000,Dighton-Rehoboth,MATH,273,,,0.98,0.91,0.84,0.6,0.85,0.42,0.75,0.74,0.78,2.95,0.28,0.15,2.82,0.75,0.74,0.56,2.11,0.88,0.85,0.75,0.7,0.81,0.69,0.61,0.73,0.86,3.48,0.75,0.56,0.75,2.68,0.79,0.66,0.69,0.67,0.74,0.4,0.78,0.81,,,,,,
2007,06,06500000,Dighton-Rehoboth,ELA,273,,,0.94,0.89,0.88,0.99,0.9,0.75,0.92,0.95,2.26,0.83,0.87,0.89,0.81,0.95,0.81,0.65,0.63,1.77,0.82,0.97,0.84,0.82,0.71,0.97,0.84,0.97,1.9,0.86,0.81,0.77,0.76,0.84,0.85,0.89,0.87,2.34,0.85,0.66,0.8,0.67,,,,,
2007,07,06500000,Dighton-Rehoboth,MATH,274,,,0.92,0.79,0.52,0.64,0.72,0.58,0.55,0.43,2.44,0.48,0.79,0.56,0.81,0.53,0.88,0.89,0.43,0.81,0.35,0.91,0.81,2.5,0.85,0.8,0.57,0.53,0.75,3.11,1.61,0.85,0.31,0.53,0.45,0.63,0.75,0.72,0.52,0.63,2.26,,,,,,
2007,07,06500000,Dighton-Rehoboth,ELA,273,6.87,6.3,0.92,0.93,0.93,0.94,0.75,0.82,0.8,0.86,2.11,0.92,0.77,0.54,0.79,0.77,0.76,0.93,0.84,2.46,0.93,0.75,0.81,0.92,0.96,0.87,0.75,0.79,2.05,0.79,0.8,0.84,0.95,0.84,0.96,0.93,0.86,2.02,0.74,0.86,0.94,0.95,,,,,
2007,08,06500000,Dighton-Rehoboth,MATH,271,,,0.85,0.62,0.77,0.59,0.7,0.59,0.75,0.44,1.75,0.39,0.79,0.63,0.69,0.56,0.68,0.66,0.59,0.59,0.62,0.38,0.87,2.41,0.83,0.69,0.79,0.72,0.58,2.59,2.03,0.55,0.79,0.74,0.61,0.62,0.69,0.39,0.79,0.72,2.68,,,,,,
2007,08,06500000,Dighton-Rehoboth,ELA,270,,,0.81,0.9,0.82,0.84,0.86,0.93,0.86,0.85,2.44,0.91,0.87,0.85,0.89,0.73,0.88,0.83,0.83,0.7,0.9,2.3,0.96,0.84,0.82,0.81,0.68,0.98,0.83,2.55,0.94,0.76,0.69,0.93,0.74,0.76,0.62,2.44,0.78,0.88,0.79,0.69,,,,,
2007,08,06500000,Dighton-Rehoboth,SCI,270,,,0.77,0.77,0.79,0.83,0.58,0.86,0.68,0.59,0.74,0.65,0.34,0.63,0.74,0.71,0.64,0.8,0.64,2.38,1.66,0.93,0.57,0.49,0.45,0.83,0.32,0.55,0.71,0.96,0.74,0.96,0.76,0.61,0.7,0.59,0.73,0.83,2.04,2.33,2.34,,,,,,
2007,10,06500000,Dighton-Rehoboth,MATH,261,,,0.89,0.81,0.49,0.64,0.83,0.77,0.64,0.77,0.62,0.64,0.72,0.85,0.48,0.77,0.8,0.77,1.66,0.62,0.66,3.05,2.15,0.71,0.66,0.77,0.43,0.44,0.63,0.47,0.82,0.63,2.83,0.75,0.74,0.74,0.77,0.72,0.49,0.67,0.52,0.54,2.47,2.05,,,
2007,10,06500000,Dighton-Rehoboth,ELA,268,7.49,7.26,0.75,0.76,0.92,0.93,0.86,0.69,0.73,0.8,2.2,0.93,0.66,0.84,0.74,0.76,0.77,0.54,0.86,0.9,1.84,0.65,0.9,0.82,0.69,0.79,0.92,0.68,2.38,0.71,0.95,0.87,0.91,0.93,0.56,0.85,0.85,2.7,0.76,0.87,0.73,0.49,,,,,
2007,HS,06500000,Dighton-Rehoboth,BIO,230,,,0.84,0.53,0.67,0.7,0.8,0.7,0.61,0.58,0.43,0.52,1.49,0.76,0.48,0.68,0.69,0.41,0.6,0.7,0.6,0.72,0.39,0.84,0.46,0.7,2.35,1.53,0.76,0.53,0.62,0.47,0.75,1,0.78,0.51,0.65,0.53,0.48,0.77,1.06,0.42,0.27,0.28,0.69,0.61,0.28
2007,HS,06500000,Dighton-Rehoboth,CHE,49,,,0.96,0.94,0.94,0.8,0.53,0.65,0.8,0.98,0.33,0.92,2.8,0.96,0.59,0.94,0.78,0.71,0.67,0.94,0.8,0.8,0.78,0.88,0.84,0.8,2.43,1.9,0.84,0.88,0.39,0.94,0.9,2.45,0.96,0.78,0.69,0.92,0.35,0.69,3.49,0.73,0.61,0.71,0.69,0.9,0.9
2007,HS,06500000,Dighton-Rehoboth,TEC,22,,,0.5,0.5,0.82,0.41,0.77,0.77,0.82,0.5,0.59,0.41,2,0.5,0.55,0.36,0.55,0.36,0.55,0.41,0.64,0.45,0.27,0.5,0.55,0.23,0.68,0.82,0.41,0.68,0.18,0.45,0.55,0.59,0.18,0.55,0.55,0.32,0.27,1.23,2.09,0.41,0.32,0.55,0.32,0.27,0.59
2007,06,06550000,Dover-Sherborn,MATH,174,,,0.99,0.86,0.82,0.69,0.77,0.52,0.82,0.8,0.87,3.26,0.37,0.41,3.2,0.86,0.9,0.74,2.24,0.93,0.95,0.83,0.86,0.93,0.89,0.66,0.76,0.95,3.63,0.82,0.56,0.89,3.02,0.86,0.73,0.84,0.76,0.84,0.65,0.83,0.83,,,,,,
2007,06,06550000,Dover-Sherborn,ELA,174,,,0.97,0.89,0.92,1,0.92,0.87,0.95,0.93,2.53,0.89,0.9,0.93,0.9,0.97,0.82,0.73,0.71,2.12,0.91,0.99,0.86,0.8,0.74,0.98,0.88,0.98,2.23,0.88,0.89,0.87,0.82,0.93,0.94,0.9,0.93,2.6,0.87,0.81,0.83,0.75,,,,,
2007,07,06550000,Dover-Sherborn,MATH,166,,,0.95,0.93,0.57,0.79,0.68,0.83,0.77,0.64,2.98,0.71,0.87,0.75,0.84,0.65,0.96,0.89,0.77,0.9,0.66,0.98,0.95,3.1,0.89,0.91,0.73,0.48,0.77,3.38,2.64,0.94,0.66,0.77,0.73,0.67,0.86,0.86,0.58,0.84,3.24,,,,,,
2007,07,06550000,Dover-Sherborn,ELA,166,7.86,6.87,0.95,0.97,0.95,1,0.88,0.89,0.89,0.89,2.57,0.97,0.88,0.61,0.87,0.78,0.77,0.98,0.88,2.8,0.98,0.75,0.92,0.99,0.97,0.86,0.82,0.92,2.48,0.87,0.84,0.84,0.99,0.97,0.98,0.98,0.9,2.33,0.85,0.94,0.97,0.99,,,,,
2007,08,06550000,Dover-Sherborn,MATH,138,,,0.96,0.91,0.88,0.7,0.79,0.68,0.87,0.62,2.93,0.74,0.88,0.78,0.85,0.96,0.96,0.88,0.88,0.89,0.86,0.67,0.95,3.43,0.88,0.86,0.83,0.83,0.91,3.16,2.82,0.77,0.93,0.94,0.5,0.83,0.76,0.62,0.92,0.8,3.25,,,,,,
2007,08,06550000,Dover-Sherborn,ELA,137,,,0.86,0.96,0.87,0.95,0.91,0.98,0.95,0.93,2.66,0.92,0.91,0.93,0.94,0.76,0.96,0.91,0.95,0.8,0.95,2.45,0.95,0.82,0.89,0.86,0.77,0.99,0.97,2.64,0.98,0.88,0.83,0.96,0.87,0.89,0.77,2.75,0.91,0.96,0.83,0.81,,,,,
2007,08,06550000,Dover-Sherborn,SCI,138,,,0.89,0.8,0.91,0.82,0.78,0.84,0.66,0.62,0.9,0.84,0.53,0.76,0.81,0.81,0.74,0.91,0.84,3.12,2.51,0.98,0.75,0.64,0.57,0.86,0.32,0.75,0.8,0.95,0.85,0.97,0.75,0.75,0.93,0.78,0.76,0.91,1.99,2.12,3.27,,,,,,
2007,10,06550000,Dover-Sherborn,MATH,147,,,0.94,0.93,0.68,0.93,0.86,0.93,0.86,0.92,0.76,0.87,0.86,0.86,0.88,0.9,0.86,0.88,2.55,0.9,0.8,3.7,2.95,0.89,0.77,0.97,0.44,0.64,0.81,0.59,0.97,0.68,3.29,0.86,0.81,0.89,0.92,0.94,0.78,0.9,0.8,0.79,3.37,3.28,,,
2007,10,06550000,Dover-Sherborn,ELA,147,8.58,7.81,0.88,0.86,0.99,0.99,0.95,0.86,0.84,0.92,2.64,0.99,0.83,0.94,0.93,0.9,0.9,0.73,0.97,0.95,2.49,0.85,0.99,0.93,0.87,0.95,0.99,0.9,2.93,0.86,0.98,0.96,0.95,0.96,0.67,0.95,0.94,3.1,0.91,0.98,0.85,0.81,,,,,
2007,HS,06550000,Dover-Sherborn,BIO,154,,,0.98,0.75,0.95,0.97,0.94,0.9,0.66,0.75,0.79,0.75,2.79,0.94,0.9,0.89,0.89,0.88,0.59,0.95,0.92,0.92,0.85,1,0.71,0.97,3.56,2.88,0.95,0.62,0.8,0.7,0.95,2.4,0.97,0.8,0.92,0.69,0.91,0.97,2.7,0.64,0.88,0.69,0.94,0.92,0.69
2007,HS,06550000,Dover-Sherborn,CHE,138,,,0.87,0.83,0.93,0.74,0.57,0.51,0.81,0.91,0.54,0.86,2.38,0.69,0.54,0.62,0.69,0.73,0.32,0.6,0.46,0.86,0.53,0.61,0.88,0.68,2.05,1.54,0.71,0.61,0.67,0.88,0.5,2.27,0.72,0.52,0.62,0.83,0.43,0.38,2.83,0.61,0.68,0.52,0.6,0.66,0.51
2007,03,06580000,"Dudley-Charlton Reg",MATH,345,,,0.96,0.81,0.91,0.77,0.91,0.81,1.41,0.9,0.87,0.79,0.88,0.76,0.86,0.57,0.65,1.35,0.94,0.92,0.83,0.54,0.94,0.61,1.31,0.92,0.66,0.78,0.74,0.8,0.87,0.97,0.68,0.79,0.87,0.89,1.44,,,,,,,,,,
2007,03,06580000,"Dudley-Charlton Reg",ELA,344,,,0.81,0.98,0.86,0.9,0.91,0.75,0.87,0.88,0.9,0.81,0.75,0.83,0.69,0.56,0.94,0.88,0.76,0.89,0.81,0.82,2.55,0.78,0.82,0.72,0.86,0.91,0.74,0.62,0.95,0.88,0.82,0.77,2.19,0.7,0.69,0.71,0.75,0.73,0.83,0.92,0.67,0.87,,,
2007,04,06580000,"Dudley-Charlton Reg",MATH,317,,,0.94,0.84,0.75,0.67,0.8,0.71,0.88,0.8,0.61,2.44,0.82,0.81,2.7,0.76,0.55,0.84,2.74,0.89,0.78,0.82,0.9,0.84,0.78,0.83,0.75,0.67,2.47,0.88,0.58,0.85,2.78,0.86,0.74,0.67,0.84,0.91,0.85,0.84,0.84,,,,,,
2007,04,06580000,"Dudley-Charlton Reg",ELA,317,7.79,6.97,0.93,0.92,0.93,0.94,0.85,0.65,0.81,2.29,0.91,0.91,0.82,0.84,0.89,0.86,0.77,0.76,1.83,0.93,0.95,0.87,0.87,0.94,0.72,0.86,0.81,1.6,0.72,0.69,0.74,0.75,0.68,0.7,0.8,0.85,2.03,0.97,0.85,0.74,0.75,0.73,,,,,
2007,05,06580000,"Dudley-Charlton Reg",MATH,316,,,0.89,0.95,0.75,0.9,0.76,0.82,0.72,0.82,0.78,3.38,0.9,0.68,2.75,0.94,0.68,0.76,1.79,0.89,0.91,0.74,0.78,0.64,0.77,0.89,0.5,0.63,2.28,0.81,0.6,0.78,1.8,0.84,0.66,0.58,0.68,0.63,0.8,0.63,0.55,,,,,,
2007,05,06580000,"Dudley-Charlton Reg",ELA,316,,,0.82,0.69,0.8,0.9,0.89,0.78,0.91,0.79,2.23,0.77,0.87,0.84,0.7,0.71,0.79,0.71,0.69,2.58,0.92,0.84,0.9,0.82,0.88,0.92,0.86,0.85,2.29,0.89,0.78,0.72,0.86,0.91,0.69,0.76,0.72,1.89,0.76,0.81,0.77,0.78,,,,,
2007,05,06580000,"Dudley-Charlton Reg",SCI,316,,,0.88,0.95,0.95,0.82,0.72,0.72,0.87,0.87,0.81,0.66,0.51,0.63,0.65,0.73,0.95,0.9,0.62,1.22,2.13,0.64,0.89,0.7,0.8,0.7,0.82,0.81,0.4,0.7,0.79,0.86,0.89,0.6,0.89,0.82,0.9,0.87,2.05,2.2,2.79,,,,,,
2007,06,06580000,"Dudley-Charlton Reg",MATH,309,,,0.99,0.92,0.8,0.58,0.61,0.43,0.83,0.74,0.81,3.29,0.39,0.23,2.96,0.76,0.83,0.5,2.3,0.86,0.92,0.81,0.69,0.91,0.78,0.67,0.75,0.88,3.54,0.73,0.53,0.82,2.75,0.81,0.8,0.78,0.61,0.83,0.55,0.71,0.92,,,,,,
2007,06,06580000,"Dudley-Charlton Reg",ELA,308,,,0.93,0.84,0.89,0.99,0.91,0.72,0.96,0.95,2.34,0.77,0.86,0.89,0.83,0.98,0.77,0.56,0.58,2.02,0.78,0.98,0.83,0.83,0.66,0.95,0.86,0.96,2.08,0.9,0.83,0.79,0.72,0.89,0.83,0.85,0.88,2.49,0.87,0.69,0.76,0.72,,,,,
2007,07,06580000,"Dudley-Charlton Reg",MATH,396,,,0.91,0.83,0.41,0.74,0.76,0.51,0.56,0.63,2.57,0.58,0.81,0.67,0.82,0.56,0.91,0.89,0.5,0.77,0.4,0.86,0.85,2.88,0.82,0.78,0.62,0.47,0.74,3.11,1.86,0.83,0.35,0.57,0.42,0.64,0.78,0.73,0.39,0.65,2.75,,,,,,
2007,07,06580000,"Dudley-Charlton Reg",ELA,395,7.18,6.3,0.93,0.95,0.93,0.93,0.71,0.83,0.77,0.85,2.13,0.97,0.76,0.69,0.69,0.79,0.72,0.92,0.8,2.53,0.95,0.78,0.84,0.95,0.93,0.85,0.79,0.85,2.11,0.81,0.88,0.81,0.98,0.87,0.96,0.95,0.88,2.16,0.75,0.87,0.94,0.95,,,,,
2007,08,06580000,"Dudley-Charlton Reg",MATH,357,,,0.92,0.76,0.74,0.62,0.62,0.52,0.76,0.42,1.41,0.35,0.73,0.5,0.75,0.53,0.66,0.79,0.62,0.63,0.66,0.35,0.89,2.65,0.84,0.73,0.83,0.79,0.48,2.46,1.83,0.58,0.79,0.76,0.78,0.67,0.69,0.34,0.73,0.69,2.33,,,,,,
2007,08,06580000,"Dudley-Charlton Reg",ELA,360,,,0.8,0.9,0.85,0.89,0.88,0.94,0.87,0.86,2.38,0.87,0.87,0.79,0.89,0.76,0.88,0.76,0.86,0.7,0.86,2.16,0.93,0.79,0.81,0.76,0.72,0.97,0.9,2.38,0.94,0.75,0.7,0.89,0.73,0.77,0.58,2.2,0.76,0.81,0.76,0.69,,,,,
2007,08,06580000,"Dudley-Charlton Reg",SCI,359,,,0.88,0.75,0.74,0.79,0.67,0.7,0.69,0.38,0.82,0.59,0.41,0.39,0.81,0.53,0.54,0.73,0.68,2.56,2.01,0.92,0.61,0.51,0.53,0.75,0.47,0.62,0.74,0.93,0.46,0.92,0.6,0.57,0.61,0.62,0.64,0.88,1.8,1.6,2,,,,,,
2007,10,06580000,"Dudley-Charlton Reg",MATH,300,,,0.86,0.9,0.63,0.69,0.84,0.84,0.76,0.8,0.66,0.59,0.72,0.9,0.6,0.78,0.81,0.78,1.88,0.77,0.7,3.2,2.28,0.8,0.67,0.89,0.46,0.5,0.65,0.54,0.85,0.58,2.79,0.81,0.79,0.73,0.85,0.77,0.54,0.83,0.49,0.67,2.47,2.25,,,
2007,10,06580000,"Dudley-Charlton Reg",ELA,302,7.71,7.48,0.79,0.8,0.96,0.97,0.89,0.81,0.79,0.86,2.22,0.95,0.71,0.82,0.81,0.82,0.88,0.59,0.93,0.92,2.02,0.62,0.92,0.84,0.71,0.84,0.96,0.8,2.36,0.7,0.95,0.89,0.96,0.93,0.6,0.89,0.91,2.55,0.8,0.92,0.76,0.59,,,,,
2007,HS,06580000,"Dudley-Charlton Reg",BIO,293,,,0.94,0.42,0.67,0.77,0.87,0.75,0.52,0.71,0.4,0.51,2,0.86,0.22,0.64,0.78,0.47,0.38,0.8,0.71,0.68,0.56,0.94,0.54,0.82,2.88,1.89,0.86,0.5,0.77,0.54,0.85,1.7,0.87,0.75,0.55,0.66,0.44,0.88,1.71,0.57,0.67,0.34,0.75,0.72,0.47
2007,06,06600000,Nauset,MATH,144,,,0.97,0.86,0.84,0.6,0.87,0.71,0.87,0.77,0.85,3.18,0.31,0.39,3.21,0.76,0.83,0.55,2.44,0.9,0.93,0.79,0.8,0.89,0.85,0.65,0.74,0.89,3.34,0.74,0.74,0.9,2.8,0.81,0.84,0.76,0.85,0.83,0.54,0.82,0.85,,,,,,
2007,06,06600000,Nauset,ELA,144,,,0.96,0.88,0.91,0.99,0.85,0.76,0.94,0.93,2.5,0.87,0.9,0.91,0.85,0.97,0.78,0.67,0.67,2.15,0.78,0.99,0.81,0.87,0.69,0.96,0.89,0.95,2.53,0.88,0.88,0.84,0.77,0.85,0.88,0.91,0.92,2.79,0.9,0.7,0.81,0.76,,,,,
2007,07,06600000,Nauset,MATH,189,,,0.95,0.92,0.8,0.9,0.78,0.84,0.88,0.77,3.38,0.79,0.83,0.86,0.9,0.81,0.96,0.92,0.83,0.94,0.77,0.94,0.89,3.25,0.9,0.85,0.72,0.63,0.89,3.58,2.66,0.94,0.59,0.63,0.54,0.71,0.89,0.8,0.84,0.79,3.57,,,,,,
2007,07,06600000,Nauset,ELA,186,8.02,7.01,0.94,0.98,0.95,0.98,0.84,0.88,0.91,0.88,3.02,0.99,0.85,0.59,0.84,0.82,0.84,0.95,0.85,3.26,0.99,0.89,0.9,0.95,0.98,0.91,0.87,0.88,2.85,0.92,0.79,0.9,0.98,0.96,0.98,0.98,0.97,2.46,0.82,0.94,0.97,0.98,,,,,
2007,08,06600000,Nauset,MATH,202,,,0.96,0.83,0.86,0.69,0.85,0.68,0.82,0.62,2.78,0.63,0.87,0.76,0.79,0.77,0.87,0.85,0.76,0.76,0.8,0.54,0.93,3.02,0.95,0.82,0.92,0.91,0.81,2.97,2.86,0.81,0.87,0.89,0.77,0.81,0.82,0.39,0.86,0.82,2.94,,,,,,
2007,08,06600000,Nauset,ELA,203,,,0.85,0.94,0.87,0.88,0.93,0.97,0.88,0.94,2.86,0.92,0.96,0.86,0.95,0.8,0.91,0.87,0.89,0.8,0.93,2.65,0.99,0.83,0.88,0.85,0.78,0.96,0.9,2.92,0.96,0.81,0.79,0.94,0.74,0.76,0.64,2.92,0.84,0.88,0.75,0.68,,,,,
2007,08,06600000,Nauset,SCI,202,,,0.94,0.89,0.91,0.88,0.77,0.86,0.78,0.68,0.82,0.69,0.68,0.67,0.73,0.52,0.73,0.89,0.7,3,2.11,0.97,0.82,0.65,0.51,0.82,0.5,0.58,0.69,0.96,0.82,0.95,0.52,0.67,0.74,0.57,0.73,0.92,2.3,2.65,2.85,,,,,,
2007,10,06600000,Nauset,MATH,243,,,0.91,0.88,0.61,0.73,0.85,0.83,0.79,0.78,0.75,0.77,0.75,0.9,0.67,0.74,0.88,0.85,2.48,0.94,0.77,3.47,2.72,0.82,0.79,0.93,0.4,0.53,0.69,0.63,0.88,0.7,3.2,0.79,0.84,0.79,0.9,0.91,0.69,0.9,0.49,0.73,2.81,2.85,,,
2007,10,06600000,Nauset,ELA,246,8.76,7.7,0.84,0.86,0.97,0.98,0.91,0.84,0.8,0.9,2.72,0.97,0.78,0.89,0.75,0.91,0.86,0.69,0.96,0.94,2.68,0.74,0.95,0.87,0.78,0.86,0.97,0.83,2.98,0.76,0.98,0.93,0.98,0.9,0.68,0.93,0.93,3.14,0.85,0.95,0.84,0.61,,,,,
2007,HS,06600000,Nauset,BIO,193,,,0.91,0.32,0.78,0.83,0.89,0.83,0.53,0.63,0.59,0.73,2.06,0.9,0.38,0.7,0.75,0.47,0.42,0.73,0.75,0.76,0.68,0.93,0.56,0.84,2.85,2.05,0.91,0.53,0.76,0.48,0.83,1.18,0.79,0.68,0.67,0.5,0.59,0.83,1.22,0.51,0.62,0.39,0.74,0.66,0.38
2007,HS,06600000,Nauset,TEC,15,,,0.47,0.8,0.73,0.73,0.6,0.8,1,0.8,0.6,0.33,3.13,0.67,0.87,0.67,0.93,0.53,0.93,0.6,0.93,0.87,0.8,0.73,1,0.73,2.4,1,0.8,0.73,0.73,0.73,0.67,0.93,0.33,2,0.93,0.47,0.8,2.47,2.6,0.47,0.27,0.53,0.6,0.6,0.67
2007,03,06620000,"Farmington River Reg",MATH,16,,,0.88,0.63,0.88,0.69,0.94,0.63,1.56,0.75,0.94,0.75,0.88,0.75,0.94,0.19,0.88,1.63,1,0.81,0.81,0.38,0.94,0.38,0.81,0.75,0.5,0.44,0.88,0.81,0.88,1.81,0.38,0.56,0.81,0.75,1.38,,,,,,,,,,
2007,03,06620000,"Farmington River Reg",ELA,16,,,0.69,0.88,0.56,0.81,0.63,0.63,0.75,0.81,0.81,0.56,0.69,0.63,0.88,0.63,0.81,0.81,0.88,0.75,0.69,0.69,3,0.75,0.81,0.81,0.88,0.81,0.63,0.44,0.88,0.81,0.56,0.75,1.5,0.5,0.56,0.56,0.75,0.75,0.63,0.81,0.38,0.75,,,
2007,04,06620000,"Farmington River Reg",MATH,19,,,1,0.89,0.84,0.47,0.79,0.79,0.79,0.84,0.53,2.53,0.68,0.68,2,0.74,0.47,0.74,2.37,0.95,0.79,0.79,0.74,0.42,0.68,0.74,0.58,0.58,2.47,0.89,0.32,0.84,2.53,0.79,0.68,0.53,0.53,0.84,0.58,0.95,0.53,,,,,,
2007,04,06620000,"Farmington River Reg",ELA,19,6.74,6.21,0.95,0.95,0.95,0.95,0.79,0.58,0.79,1.95,0.68,0.89,0.74,0.79,0.79,0.74,0.47,0.58,1.53,0.84,0.95,0.95,0.84,0.95,0.68,0.89,0.68,1.47,0.74,0.47,0.74,0.58,0.32,0.74,0.58,0.68,1.74,0.89,0.68,0.68,0.63,0.74,,,,,
2007,05,06620000,"Farmington River Reg",MATH,20,,,0.95,0.95,0.75,0.85,0.65,0.8,0.55,0.85,0.65,3.3,0.9,0.75,2.8,0.85,0.6,0.75,2,1,0.85,0.9,0.65,0.45,0.7,0.9,0.6,0.75,2.95,0.65,0.45,0.85,1.7,0.75,0.5,0.6,0.6,0.6,0.9,0.55,0.65,,,,,,
2007,05,06620000,"Farmington River Reg",ELA,19,,,0.58,0.63,0.95,0.84,0.95,0.74,1,0.95,1.79,0.84,0.79,0.79,0.74,0.68,0.84,0.68,0.79,2.79,0.95,0.68,0.95,0.89,0.68,0.95,0.84,0.79,2.16,0.84,0.89,0.68,0.89,0.89,0.68,0.74,0.79,2.11,0.84,0.84,0.84,0.79,,,,,
2007,05,06620000,"Farmington River Reg",SCI,20,,,1,1,1,0.85,0.95,0.8,0.85,1,0.95,0.9,0.85,0.85,0.75,0.9,1,0.9,0.75,1.8,2.15,0.45,0.95,0.8,1,0.7,0.8,0.85,0.4,0.7,0.85,0.7,0.9,0.5,1,0.8,0.75,0.8,2.25,2.35,2.55,,,,,,
2007,06,06620000,"Farmington River Reg",MATH,17,,,1,0.94,0.82,0.65,0.71,0.53,0.82,0.94,0.65,3.53,0.29,0,3.29,0.94,0.65,0.76,2.76,0.88,0.94,0.82,0.94,0.88,0.65,0.76,0.94,0.94,3.18,0.71,0.53,0.82,2.65,0.88,0.71,0.82,0.76,0.71,0.35,1,0.94,,,,,,
2007,06,06620000,"Farmington River Reg",ELA,17,,,0.88,0.88,0.94,0.94,0.76,0.71,1,1,2.35,0.94,0.94,0.94,0.94,1,0.71,0.71,0.71,1.82,0.82,1,0.88,0.88,0.59,0.88,0.94,0.94,2,0.88,0.88,0.71,0.82,0.82,1,1,1,2.41,0.82,0.88,0.71,0.65,,,,,
2007,05,06650000,Freetown-Lakeville,MATH,284,,,0.9,0.93,0.77,0.81,0.7,0.8,0.83,0.79,0.73,3.35,0.81,0.74,2.57,0.87,0.66,0.76,1.43,0.9,0.81,0.73,0.74,0.57,0.71,0.87,0.49,0.69,2.49,0.77,0.52,0.73,1.91,0.75,0.54,0.65,0.63,0.74,0.8,0.72,0.58,,,,,,
2007,05,06650000,Freetown-Lakeville,ELA,284,,,0.74,0.7,0.77,0.9,0.89,0.75,0.88,0.77,2.4,0.79,0.9,0.83,0.8,0.75,0.88,0.75,0.74,2.8,0.94,0.83,0.91,0.82,0.86,0.92,0.88,0.86,2.37,0.9,0.79,0.67,0.83,0.89,0.73,0.7,0.75,2.13,0.77,0.81,0.8,0.77,,,,,
2007,05,06650000,Freetown-Lakeville,SCI,284,,,0.88,0.96,0.94,0.82,0.76,0.74,0.86,0.86,0.85,0.69,0.79,0.65,0.66,0.82,0.93,0.89,0.66,1.62,1.75,0.75,0.92,0.79,0.85,0.77,0.8,0.83,0.6,0.75,0.74,0.84,0.9,0.51,0.9,0.81,0.88,0.81,2.13,2.31,2.66,,,,,,
2007,06,06650000,Freetown-Lakeville,MATH,239,,,0.99,0.89,0.81,0.41,0.68,0.58,0.69,0.67,0.77,3.13,0.2,0.24,3.1,0.75,0.69,0.53,1.82,0.92,0.87,0.78,0.62,0.87,0.67,0.62,0.65,0.81,3.34,0.71,0.55,0.83,2.73,0.73,0.73,0.72,0.71,0.79,0.4,0.75,0.78,,,,,,
2007,06,06650000,Freetown-Lakeville,ELA,240,,,0.95,0.83,0.92,0.99,0.9,0.78,0.9,0.94,2.43,0.83,0.85,0.92,0.82,0.95,0.82,0.62,0.59,1.96,0.82,0.96,0.83,0.85,0.71,0.96,0.87,0.97,2.2,0.83,0.77,0.78,0.82,0.83,0.85,0.88,0.85,2.72,0.87,0.63,0.77,0.68,,,,,
2007,07,06650000,Freetown-Lakeville,MATH,252,,,0.88,0.77,0.61,0.62,0.63,0.43,0.67,0.46,2.27,0.47,0.78,0.62,0.85,0.42,0.92,0.9,0.35,0.78,0.35,0.91,0.8,2.51,0.79,0.79,0.6,0.48,0.63,2.97,2.04,0.81,0.27,0.61,0.38,0.63,0.73,0.65,0.55,0.6,2.62,,,,,,
2007,07,06650000,Freetown-Lakeville,ELA,251,7.05,6.29,0.93,0.92,0.92,0.93,0.72,0.77,0.77,0.82,2.13,0.98,0.75,0.55,0.76,0.76,0.75,0.89,0.82,2.76,0.95,0.75,0.84,0.94,0.92,0.81,0.72,0.85,2.16,0.81,0.84,0.82,0.95,0.82,0.94,0.92,0.86,2.12,0.75,0.84,0.92,0.95,,,,,
2007,08,06650000,Freetown-Lakeville,MATH,259,,,0.86,0.72,0.72,0.63,0.63,0.51,0.72,0.48,1.8,0.5,0.8,0.52,0.82,0.5,0.81,0.81,0.77,0.58,0.61,0.34,0.86,2.25,0.83,0.78,0.77,0.83,0.75,2.38,2.37,0.71,0.78,0.8,0.79,0.72,0.76,0.33,0.75,0.73,2.68,,,,,,
2007,08,06650000,Freetown-Lakeville,ELA,260,,,0.85,0.92,0.82,0.83,0.87,0.95,0.9,0.87,2.52,0.9,0.86,0.81,0.88,0.72,0.92,0.83,0.88,0.79,0.85,2.35,0.97,0.87,0.83,0.78,0.69,0.98,0.9,2.6,0.92,0.79,0.75,0.9,0.69,0.74,0.67,2.43,0.81,0.84,0.77,0.73,,,,,
