Year,Org_code,DistrictName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,04740000,"North Central Charter Essential (District)",10,"Low Income",04,28,28," "," "," "," "," ",27,26," ",1," "," "," ",29,22," "," "," "," ",7,100,96,100
2012,04740000,"North Central Charter Essential (District)",10,White,09,42,42," "," "," "," "," ",42,41," ",1," "," "," ",42,32," "," "," "," ",10,100,98,100
2012,04750000,"Dorchester Collegiate Academy Charter (District)",04,"All Students",01,36,35," ",1," "," "," ",36,33," ",3," "," "," "," "," "," "," "," "," "," ",97,92," "
2012,04750000,"Dorchester Collegiate Academy Charter (District)",04,"ELL and Former ELL",03,10,10," "," "," "," "," ",10,9," ",1," "," "," "," "," "," "," "," "," "," ",100,90," "
2012,04750000,"Dorchester Collegiate Academy Charter (District)",04,"Low Income",04,29,28," ",1," "," "," ",29,26," ",3," "," "," "," "," "," "," "," "," "," ",97,90," "
2012,04750000,"Dorchester Collegiate Academy Charter (District)",04,"African American",05,29,28," ",1," "," "," ",29,26," ",3," "," "," "," "," "," "," "," "," "," ",97,90," "
2012,04750000,"Dorchester Collegiate Academy Charter (District)",05,"All Students",01,35,35," "," "," "," "," ",35,34," "," ",1," "," ",35,34," "," ",1," "," ",100,97,97
2012,04750000,"Dorchester Collegiate Academy Charter (District)",05,"Low Income",04,26,26," "," "," "," "," ",26,26," "," "," "," "," ",26,26," "," "," "," "," ",100,100,100
2012,04750000,"Dorchester Collegiate Academy Charter (District)",05,"African American",05,27,27," "," "," "," "," ",27,26," "," ",1," "," ",27,26," "," ",1," "," ",100,96,96
2012,04750000,"Dorchester Collegiate Academy Charter (District)",06,"All Students",01,38,36," ",2," "," "," ",38,38," "," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2012,04750000,"Dorchester Collegiate Academy Charter (District)",06,"Low Income",04,36,34," ",2," "," "," ",36,36," "," "," "," "," "," "," "," "," "," "," "," ",94,100," "
2012,04750000,"Dorchester Collegiate Academy Charter (District)",06,"African American",05,26,24," ",2," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",92,100," "
2012,04750000,"Dorchester Collegiate Academy Charter (District)",06,Hispanic/Latino,07,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04760000,"Spirit of Knowledge Charter School (District)",07,"All Students",01,47,47," "," "," "," "," ",47,46," ",1," "," "," "," "," "," "," "," "," "," ",100,98," "
2012,04760000,"Spirit of Knowledge Charter School (District)",07,"ELL and Former ELL",03,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04760000,"Spirit of Knowledge Charter School (District)",07,"Low Income",04,38,38," "," "," "," "," ",38,37," ",1," "," "," "," "," "," "," "," "," "," ",100,97," "
2012,04760000,"Spirit of Knowledge Charter School (District)",07,"African American",05,18,18," "," "," "," "," ",18,17," ",1," "," "," "," "," "," "," "," "," "," ",100,94," "
2012,04760000,"Spirit of Knowledge Charter School (District)",07,Hispanic/Latino,07,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04760000,"Spirit of Knowledge Charter School (District)",08,"All Students",01,49,49," "," "," "," "," ",49,48," ",1," "," "," ",49,48," ",1," "," "," ",100,98,98
2012,04760000,"Spirit of Knowledge Charter School (District)",08,"ELL and Former ELL",03,12,12," "," "," "," "," ",12,11," ",1," "," "," ",12,11," ",1," "," "," ",100,92,92
2012,04760000,"Spirit of Knowledge Charter School (District)",08,"Low Income",04,35,35," "," "," "," "," ",35,34," ",1," "," "," ",35,34," ",1," "," "," ",100,97,97
2012,04760000,"Spirit of Knowledge Charter School (District)",08,"African American",05,20,20," "," "," "," "," ",20,20," "," "," "," "," ",20,20," "," "," "," "," ",100,100,100
2012,04760000,"Spirit of Knowledge Charter School (District)",08,Hispanic/Latino,07,14,14," "," "," "," "," ",14,13," ",1," "," "," ",14,13," ",1," "," "," ",100,93,93
2012,04760000,"Spirit of Knowledge Charter School (District)",08,White,09,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,04760000,"Spirit of Knowledge Charter School (District)",10,"All Students",01,32,32," "," "," "," "," ",32,32," "," "," "," "," ",32,25," "," "," "," ",7,100,100,100
2012,04760000,"Spirit of Knowledge Charter School (District)",10,"Low Income",04,24,24," "," "," "," "," ",24,24," "," "," "," "," ",24,17," "," "," "," ",7,100,100,100
2012,04760000,"Spirit of Knowledge Charter School (District)",10,"African American",05,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,12," "," "," "," ",3,100,100,100
2012,04760000,"Spirit of Knowledge Charter School (District)",10,Hispanic/Latino,07,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,6," "," "," "," ",4,100,100,100
2012,04770000,"Silver Hill Horace Mann Charter (District)",03,"All Students",01,109,97,12," "," "," "," ",109,97,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",03,"Students with Disabilities",02,24,12,12," "," "," "," ",24,12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",03,"Low Income",04,47,36,11," "," "," "," ",47,36,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",03,Hispanic/Latino,07,18,14,4," "," "," "," ",18,14,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",03,White,09,86,78,8," "," "," "," ",86,78,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",04,"All Students",01,92,85,7," "," "," "," ",92,85,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",04,"Students with Disabilities",02,17,10,7," "," "," "," ",17,10,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",04,"Low Income",04,54,47,7," "," "," "," ",54,47,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",04,Hispanic/Latino,07,18,13,5," "," "," "," ",18,13,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",04,White,09,68,66,2," "," "," "," ",68,66,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04770000,"Silver Hill Horace Mann Charter (District)",05,"All Students",01,86,75,11," "," "," "," ",86,75,11," "," "," "," ",86,75,11," "," "," "," ",100,100,100
2012,04770000,"Silver Hill Horace Mann Charter (District)",05,"Students with Disabilities",02,17,6,11," "," "," "," ",17,6,11," "," "," "," ",17,6,11," "," "," "," ",100,100,100
2012,04770000,"Silver Hill Horace Mann Charter (District)",05,"Low Income",04,48,40,8," "," "," "," ",48,40,8," "," "," "," ",48,40,8," "," "," "," ",100,100,100
2012,04770000,"Silver Hill Horace Mann Charter (District)",05,Hispanic/Latino,07,21,16,5," "," "," "," ",21,16,5," "," "," "," ",21,16,5," "," "," "," ",100,100,100
2012,04770000,"Silver Hill Horace Mann Charter (District)",05,White,09,65,59,6," "," "," "," ",65,59,6," "," "," "," ",65,59,6," "," "," "," ",100,100,100
2012,04780000,"Francis W. Parker Charter Essential (District)",07,"All Students",01,69,67,2," "," "," "," ",68,66,1,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2012,04780000,"Francis W. Parker Charter Essential (District)",07,"Students with Disabilities",02,14,12,2," "," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04780000,"Francis W. Parker Charter Essential (District)",07,White,09,65,63,2," "," "," "," ",64,62,1,1," "," "," "," "," "," "," "," "," "," ",100,98," "
2012,04780000,"Francis W. Parker Charter Essential (District)",08,"All Students",01,65,65," "," "," "," "," ",65,64,1," "," "," "," ",65,64," ",1," "," "," ",100,100,98
2012,04780000,"Francis W. Parker Charter Essential (District)",08,"Students with Disabilities",02,15,15," "," "," "," "," ",15,14,1," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2012,04780000,"Francis W. Parker Charter Essential (District)",08,White,09,60,60," "," "," "," "," ",60,59,1," "," "," "," ",60,59," ",1," "," "," ",100,100,98
2012,04780000,"Francis W. Parker Charter Essential (District)",10,"All Students",01,71,71," "," "," "," "," ",71,71," "," "," "," "," ",72,70," "," "," "," ",2,100,100,100
2012,04780000,"Francis W. Parker Charter Essential (District)",10,"Students with Disabilities",02,13,13," "," "," "," "," ",13,13," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,04780000,"Francis W. Parker Charter Essential (District)",10,White,09,63,63," "," "," "," "," ",63,63," "," "," "," "," ",64,62," "," "," "," ",2,100,100,100
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",07,"All Students",01,68,65," ",3," "," "," ",68,66," ",1,1," "," "," "," "," "," "," "," "," ",96,97," "
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",07,"Low Income",04,10,10," "," "," "," "," ",10,9," ",1," "," "," "," "," "," "," "," "," "," ",100,90," "
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",07,White,09,57,54," ",3," "," "," ",57,55," ",1,1," "," "," "," "," "," "," "," "," ",95,96," "
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",08,"All Students",01,68,67," ",1," "," "," ",68,68," "," "," "," "," ",68,68," "," "," "," "," ",99,100,100
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",08,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",08,"Low Income",04,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",08,White,09,54,54," "," "," "," "," ",54,54," "," "," "," "," ",54,54," "," "," "," "," ",100,100,100
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",10,"All Students",01,70,67," ",3," "," "," ",64,62,1,1," "," "," ",70,56," ",3," "," ",11,96,98,96
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",10,"Students with Disabilities",02,12,11," ",1," "," "," ",12,11,1," "," "," "," ",12,9," ",2," "," ",1,92,100,83
2012,04790000,"Pioneer Valley Performing Arts Charter Public (Dis",10,White,09,52,50," ",2," "," "," ",47,45,1,1," "," "," ",52,44," ",2," "," ",6,96,98,96
2012,04800000,"UP Academy Charter School of Boston (District)",06,"All Students",01,155,153,2," "," "," "," ",155,154,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",06,"Students with Disabilities",02,43,41,2," "," "," "," ",43,42,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",06,"ELL and Former ELL",03,62,61,1," "," "," "," ",62,61,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",06,"Low Income",04,135,133,2," "," "," "," ",135,134,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",06,"African American",05,76,75,1," "," "," "," ",76,76," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",06,Asian,06,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",06,Hispanic/Latino,07,45,44,1," "," "," "," ",45,44,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",06,White,09,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,"All Students",01,158,150,8," "," "," "," ",158,150,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,"Students with Disabilities",02,45,37,8," "," "," "," ",45,37,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,"ELL and Former ELL",03,70,66,4," "," "," "," ",70,66,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,"Low Income",04,140,133,7," "," "," "," ",140,133,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,"African American",05,62,60,2," "," "," "," ",62,60,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,Asian,06,17,16,1," "," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,Hispanic/Latino,07,57,55,2," "," "," "," ",57,55,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",07,White,09,17,16,1," "," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04800000,"UP Academy Charter School of Boston (District)",08,"All Students",01,139,132,6,1," "," "," ",139,128,9,2," "," "," ",139,128,8,3," "," "," ",99,99,98
2012,04800000,"UP Academy Charter School of Boston (District)",08,"Students with Disabilities",02,36,30,6," "," "," "," ",36,26,9,1," "," "," ",36,27,8,1," "," "," ",100,97,97
2012,04800000,"UP Academy Charter School of Boston (District)",08,"ELL and Former ELL",03,44,44," "," "," "," "," ",44,43,1," "," "," "," ",44,43,1," "," "," "," ",100,100,100
2012,04800000,"UP Academy Charter School of Boston (District)",08,"Low Income",04,118,112,5,1," "," "," ",118,109,7,2," "," "," ",118,109,6,3," "," "," ",99,98,97
2012,04800000,"UP Academy Charter School of Boston (District)",08,"African American",05,73,68,4,1," "," "," ",73,65,6,2," "," "," ",73,66,5,2," "," "," ",99,97,97
2012,04800000,"UP Academy Charter School of Boston (District)",08,Asian,06,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,04800000,"UP Academy Charter School of Boston (District)",08,Hispanic/Latino,07,44,42,2," "," "," "," ",44,41,3," "," "," "," ",44,40,3,1," "," "," ",100,100,98
2012,04800000,"UP Academy Charter School of Boston (District)",08,White,09,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,04810000,"Boston Renaissance Charter Public (District)",03,"All Students",01,162,159,3," "," "," "," ",162,159,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",03,"Students with Disabilities",02,25,22,3," "," "," "," ",25,22,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",03,"Low Income",04,130,128,2," "," "," "," ",130,128,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",03,"African American",05,112,110,2," "," "," "," ",112,110,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",03,Hispanic/Latino,07,40,39,1," "," "," "," ",40,39,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",04,"All Students",01,156,154,2," "," "," "," ",156,153,2,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2012,04810000,"Boston Renaissance Charter Public (District)",04,"Students with Disabilities",02,29,27,2," "," "," "," ",29,26,2,1," "," "," "," "," "," "," "," "," "," ",100,97," "
2012,04810000,"Boston Renaissance Charter Public (District)",04,"ELL and Former ELL",03,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",04,"Low Income",04,122,120,2," "," "," "," ",122,120,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",04,"African American",05,107,106,1," "," "," "," ",107,105,1,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2012,04810000,"Boston Renaissance Charter Public (District)",04,Hispanic/Latino,07,41,40,1," "," "," "," ",41,40,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",05,"All Students",01,134,133,1," "," "," "," ",134,133,1," "," "," "," ",134,133,1," "," "," "," ",100,100,100
2012,04810000,"Boston Renaissance Charter Public (District)",05,"Students with Disabilities",02,17,16,1," "," "," "," ",17,16,1," "," "," "," ",17,16,1," "," "," "," ",100,100,100
2012,04810000,"Boston Renaissance Charter Public (District)",05,"Low Income",04,104,103,1," "," "," "," ",104,103,1," "," "," "," ",104,103,1," "," "," "," ",100,100,100
2012,04810000,"Boston Renaissance Charter Public (District)",05,"African American",05,83,83," "," "," "," "," ",83,83," "," "," "," "," ",83,83," "," "," "," "," ",100,100,100
2012,04810000,"Boston Renaissance Charter Public (District)",05,Hispanic/Latino,07,45,44,1," "," "," "," ",45,44,1," "," "," "," ",45,44,1," "," "," "," ",100,100,100
2012,04810000,"Boston Renaissance Charter Public (District)",06,"All Students",01,117,115,2," "," "," "," ",117,115,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",06,"Students with Disabilities",02,19,17,2," "," "," "," ",19,17,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",06,"Low Income",04,91,89,2," "," "," "," ",91,89,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",06,"African American",05,80,78,2," "," "," "," ",80,78,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04810000,"Boston Renaissance Charter Public (District)",06,Hispanic/Latino,07,33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04820000,"River Valley Charter (District)",03,"All Students",01,33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04820000,"River Valley Charter (District)",03,White,09,31,31," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04820000,"River Valley Charter (District)",04,"All Students",01,33,32," ",1," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,04820000,"River Valley Charter (District)",04,White,09,31,30," ",1," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,04820000,"River Valley Charter (District)",05,"All Students",01,33,33," "," "," "," "," ",33,33," "," "," "," "," ",33,33," "," "," "," "," ",100,100,100
2012,04820000,"River Valley Charter (District)",05,White,09,27,27," "," "," "," "," ",27,27," "," "," "," "," ",27,27," "," "," "," "," ",100,100,100
2012,04820000,"River Valley Charter (District)",06,"All Students",01,32,32," "," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04820000,"River Valley Charter (District)",06,White,09,27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04820000,"River Valley Charter (District)",07,"All Students",01,33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04820000,"River Valley Charter (District)",07,White,09,24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04820000,"River Valley Charter (District)",08,"All Students",01,25,25," "," "," "," "," ",25,24," ",1," "," "," ",25,25," "," "," "," "," ",100,96,100
2012,04820000,"River Valley Charter (District)",08,White,09,25,25," "," "," "," "," ",25,24," ",1," "," "," ",25,25," "," "," "," "," ",100,96,100
2012,04830000,"Rising Tide Charter Public (District)",05,"All Students",01,85,85," "," "," "," "," ",85,85," "," "," "," "," ",85,85," "," "," "," "," ",100,100,100
2012,04830000,"Rising Tide Charter Public (District)",05,"Students with Disabilities",02,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,04830000,"Rising Tide Charter Public (District)",05,White,09,78,78," "," "," "," "," ",78,78," "," "," "," "," ",78,78," "," "," "," "," ",100,100,100
2012,04830000,"Rising Tide Charter Public (District)",06,"All Students",01,85,85," "," "," "," "," ",85,85," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04830000,"Rising Tide Charter Public (District)",06,"Students with Disabilities",02,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04830000,"Rising Tide Charter Public (District)",06,"Low Income",04,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04830000,"Rising Tide Charter Public (District)",06,White,09,74,74," "," "," "," "," ",74,74," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04830000,"Rising Tide Charter Public (District)",07,"All Students",01,84,84," "," "," "," "," ",84,84," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04830000,"Rising Tide Charter Public (District)",07,"Students with Disabilities",02,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04830000,"Rising Tide Charter Public (District)",07,White,09,78,78," "," "," "," "," ",78,78," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04830000,"Rising Tide Charter Public (District)",08,"All Students",01,75,74," ",1," "," "," ",75,75," "," "," "," "," ",75,75," "," "," "," "," ",99,100,100
2012,04830000,"Rising Tide Charter Public (District)",08,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,04830000,"Rising Tide Charter Public (District)",08,"Low Income",04,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,04830000,"Rising Tide Charter Public (District)",08,White,09,69,68," ",1," "," "," ",69,69," "," "," "," "," ",69,69," "," "," "," "," ",99,100,100
2012,04840000,"Roxbury Preparatory Charter (District)",06,"All Students",01,81,80," "," "," ",1," ",81,80," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",06,"ELL and Former ELL",03,35,35," "," "," "," "," ",35,35," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",06,"Low Income",04,60,59," "," "," ",1," ",60,59," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",06,"African American",05,39,38," "," "," ",1," ",39,38," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",06,Hispanic/Latino,07,38,38," "," "," "," "," ",38,38," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",07,"All Students",01,84,84," "," "," "," "," ",84,84," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",07,"Students with Disabilities",02,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",07,"ELL and Former ELL",03,24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",07,"Low Income",04,72,72," "," "," "," "," ",72,72," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",07,"African American",05,45,45," "," "," "," "," ",45,45," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",07,Hispanic/Latino,07,36,36," "," "," "," "," ",36,36," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04840000,"Roxbury Preparatory Charter (District)",08,"All Students",01,71,71," "," "," "," "," ",71,71," "," "," "," "," ",71,71," "," "," "," "," ",100,100,100
2012,04840000,"Roxbury Preparatory Charter (District)",08,"Students with Disabilities",02,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,04840000,"Roxbury Preparatory Charter (District)",08,"Low Income",04,53,53," "," "," "," "," ",53,53," "," "," "," "," ",53,53," "," "," "," "," ",100,100,100
2012,04840000,"Roxbury Preparatory Charter (District)",08,"African American",05,40,40," "," "," "," "," ",40,40," "," "," "," "," ",40,40," "," "," "," "," ",100,100,100
2012,04840000,"Roxbury Preparatory Charter (District)",08,Hispanic/Latino,07,31,31," "," "," "," "," ",31,31," "," "," "," "," ",31,31," "," "," "," "," ",100,100,100
2012,04850000,"Salem Academy Charter (District)",06,"All Students",01,55,55," "," "," "," "," ",55,55," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04850000,"Salem Academy Charter (District)",06,"Low Income",04,21,21," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04850000,"Salem Academy Charter (District)",06,Hispanic/Latino,07,22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04850000,"Salem Academy Charter (District)",06,White,09,28,28," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04850000,"Salem Academy Charter (District)",07,"All Students",01,57,56," "," ",1," "," ",57,56," "," ",1," "," "," "," "," "," "," "," "," ",98,98," "
2012,04850000,"Salem Academy Charter (District)",07,"Students with Disabilities",02,13,12," "," ",1," "," ",13,12," "," ",1," "," "," "," "," "," "," "," "," ",92,92," "
2012,04850000,"Salem Academy Charter (District)",07,"Low Income",04,30,30," "," "," "," "," ",30,30," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04850000,"Salem Academy Charter (District)",07,Hispanic/Latino,07,22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04850000,"Salem Academy Charter (District)",07,White,09,29,28," "," ",1," "," ",29,28," "," ",1," "," "," "," "," "," "," "," "," ",97,97," "
2012,04850000,"Salem Academy Charter (District)",08,"All Students",01,55,55," "," "," "," "," ",55,55," "," "," "," "," ",55,55," "," "," "," "," ",100,100,100
2012,04850000,"Salem Academy Charter (District)",08,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,04850000,"Salem Academy Charter (District)",08,"Low Income",04,30,30," "," "," "," "," ",30,30," "," "," "," "," ",30,30," "," "," "," "," ",100,100,100
2012,04850000,"Salem Academy Charter (District)",08,Hispanic/Latino,07,19,19," "," "," "," "," ",19,19," "," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2012,04850000,"Salem Academy Charter (District)",08,White,09,25,25," "," "," "," "," ",25,25," "," "," "," "," ",25,25," "," "," "," "," ",100,100,100
2012,04850000,"Salem Academy Charter (District)",10,"All Students",01,38,37,1," "," "," "," ",38,37,1," "," "," "," ",39,35,1," "," "," ",3,100,100,100
2012,04850000,"Salem Academy Charter (District)",10,"Low Income",04,16,16," "," "," "," "," ",16,16," "," "," "," "," ",17,15," "," "," "," ",2,100,100,100
2012,04850000,"Salem Academy Charter (District)",10,Hispanic/Latino,07,9," "," "," "," "," "," ",9," "," "," "," "," "," ",10,8," "," "," "," ",2," "," ",100
