adminyear,grade,org_code,DistrictName,subject,tested,wptopdev,wpconvent,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45
2008,08,04300000,"Advanced Math and Science Academy Charter (Distric",ELA,121,,,0.92,0.84,0.96,0.88,0.83,0.98,0.9,0.9,2.99,0.88,0.92,0.96,0.78,0.94,0.82,0.93,0.87,0.98,2.99,0.93,0.92,0.75,0.86,0.77,0.88,0.77,0.81,2.69,0.98,0.93,0.95,0.83,0.84,0.83,0.94,2.97,0.91,0.91,0.84,0.88,,,,,
2008,08,04300000,"Advanced Math and Science Academy Charter (Distric",MATH,120,,,0.98,0.83,0.6,0.8,0.75,0.89,0.85,0.78,2.72,0.85,0.74,0.69,0.85,0.73,0.89,0.87,0.92,0.73,0.56,0.85,0.91,3.2,0.96,0.85,0.74,0.92,0.53,2.71,2.65,0.93,0.74,0.84,0.96,0.78,0.8,0.91,0.93,0.85,3.11,,,,,,
2008,08,04300000,"Advanced Math and Science Academy Charter (Distric",SCI,120,,,0.94,0.98,0.91,0.93,0.83,0.62,0.87,0.89,0.63,0.68,0.68,0.89,0.5,0.71,0.75,0.74,0.73,3.09,3.15,0.98,0.58,0.75,0.94,0.83,0.91,0.83,0.96,0.82,0.79,0.42,0.84,0.83,0.5,0.86,0.41,0.88,2.03,2.1,2.86,,,,,,
2008,06,04320000,"Cape Cod Lighthouse Charter (District)",ELA,72,,,0.86,0.88,0.97,0.9,0.92,0.89,0.85,2.58,0.83,0.88,0.93,0.88,0.89,0.65,0.81,0.85,0.79,2.24,0.5,0.85,0.81,0.76,0.83,0.85,0.85,0.76,1.79,0.9,0.83,0.75,0.9,0.85,0.76,0.85,2.31,0.89,0.94,0.82,0.89,0.88,,,,,
2008,06,04320000,"Cape Cod Lighthouse Charter (District)",MATH,72,,,0.96,0.92,0.79,0.89,0.85,0.82,0.81,0.53,0.58,3.03,0.81,0.99,2.67,0.85,0.76,0.71,2.58,0.94,0.9,0.86,0.88,0.74,0.79,0.92,0.86,0.68,3.17,0.69,0.71,0.74,2.1,0.72,0.67,0.78,0.75,0.57,0.83,0.71,0.93,,,,,,
2008,07,04320000,"Cape Cod Lighthouse Charter (District)",ELA,70,7.97,7.26,0.97,0.99,0.94,0.74,0.99,1,0.93,2.5,0.97,0.97,0.77,0.96,0.9,0.84,0.89,0.9,2.36,0.83,0.9,0.89,0.94,0.81,0.93,1,0.59,2.19,0.89,0.7,0.97,0.83,0.91,0.8,0.9,0.97,2.5,0.96,0.73,0.93,0.96,0.9,,,,,
2008,07,04320000,"Cape Cod Lighthouse Charter (District)",MATH,72,,,0.89,0.96,0.56,0.71,0.85,0.94,0.69,0.88,3.28,0.88,0.5,0.92,0.83,0.71,0.89,0.68,0.82,0.75,0.82,0.85,0.82,2.93,0.97,0.88,0.78,0.71,0.85,2.5,3.47,0.72,0.94,0.76,0.57,0.83,0.93,0.78,0.78,0.89,2.78,,,,,,
2008,08,04320000,"Cape Cod Lighthouse Charter (District)",ELA,71,,,0.99,0.8,0.96,0.89,0.7,0.96,0.9,0.89,2.99,0.89,0.93,0.96,0.7,0.87,0.77,0.86,0.93,0.96,2.77,0.94,0.89,0.69,0.86,0.82,0.83,0.77,0.76,2.52,0.99,0.9,0.89,0.83,0.8,0.76,0.92,2.9,0.79,0.93,0.8,0.76,,,,,
2008,08,04320000,"Cape Cod Lighthouse Charter (District)",MATH,71,,,0.97,0.79,0.48,0.89,0.76,0.77,0.94,0.75,2.7,0.9,0.65,0.73,0.92,0.44,0.68,0.73,0.85,0.42,0.56,0.58,0.89,2.93,0.9,0.72,0.77,0.87,0.44,2.59,2.68,0.89,0.61,0.55,0.83,0.83,0.73,0.96,0.85,0.9,2.79,,,,,,
2008,08,04320000,"Cape Cod Lighthouse Charter (District)",SCI,71,,,0.99,0.97,0.97,0.93,0.85,0.34,0.76,0.75,0.62,0.75,0.86,0.83,0.83,0.82,0.86,0.75,0.75,3.04,3.13,0.94,0.62,0.66,0.82,0.9,0.8,0.7,0.99,0.79,0.8,0.44,0.66,0.69,0.63,0.75,0.3,0.73,2.01,1.93,2.69,,,,,,
2008,10,04340000,"Champion Charter (District)",ELA,29,6,6.17,0.72,0.97,0.9,1,0.93,0.41,0.79,2.07,0.76,0.66,0.59,0.52,0.45,0.76,0.79,0.76,0.48,2.03,0.79,0.76,0.66,0.55,0.48,0.72,0.69,0.34,2.21,0.86,0.38,0.55,0.62,0.48,0.48,0.76,2.03,0.34,0.86,0.76,0.66,0.55,,,,,
2008,10,04340000,"Champion Charter (District)",MATH,27,,,0.7,0.44,0.63,0.33,0.78,0.59,0.44,0.37,0.44,0.41,0.52,0.63,0.37,0.44,0.56,0.22,1,0.3,0.67,1.33,1.33,0.44,0.48,0.52,0.78,0.56,0.26,0.63,0.44,0.37,1.89,0.26,0.52,0.26,0.26,0.37,0.33,0.22,0.59,0.41,0.81,1.37,,,
2008,HS,04340000,"Champion Charter (District)",BIO,23,,,0.74,0.48,0.48,0.09,0.43,0.3,0.61,0.17,0.35,0.22,0.26,0.39,0.57,0.57,0.57,0.57,0.3,0.61,0.65,0.65,0.26,0.83,1.39,0.3,0.39,0.7,0.17,0.57,0.43,0.57,0.7,0.48,0.09,0.57,0.39,0.48,0.65,0.04,0.3,0.57,0.52,0.17,0.65,0.52,0.78
2008,05,04350000,"Innovation Academy Charter (District)",ELA,71,,,0.83,0.89,0.79,0.82,0.7,0.77,0.94,1.77,0.7,0.69,0.76,0.83,0.79,0.79,0.59,0.7,0.86,1.61,0.9,0.82,0.68,0.69,0.77,0.77,0.77,0.86,1.73,0.86,0.83,0.92,0.75,0.92,0.9,0.92,1.76,0.79,0.75,0.86,0.92,0.8,,,,,
2008,05,04350000,"Innovation Academy Charter (District)",MATH,71,,,0.9,0.92,0.94,0.99,0.85,0.72,0.69,0.65,0.79,2.45,0.69,0.7,2.94,0.69,0.62,0.69,1.9,0.9,0.9,0.86,0.79,0.61,0.63,0.7,0.69,0.72,2.01,0.77,0.93,0.66,2.2,0.66,0.61,0.55,0.75,0.69,0.65,0.75,0.75,,,,,,
2008,05,04350000,"Innovation Academy Charter (District)",SCI,70,,,0.94,0.87,0.9,0.81,0.81,0.74,0.86,0.84,0.84,0.84,0.61,0.79,0.33,0.9,0.36,0.5,0.91,2.36,1.24,0.9,0.51,0.93,0.77,0.59,0.4,0.93,0.67,0.64,0.89,0.63,0.9,0.7,0.73,0.87,0.8,0.9,2.51,1.99,2.53,,,,,,
2008,06,04350000,"Innovation Academy Charter (District)",ELA,74,,,0.76,0.81,0.96,0.76,0.8,0.91,0.82,1.92,0.81,0.8,0.93,0.86,0.81,0.7,0.85,0.76,0.73,1.74,0.53,0.93,0.84,0.73,0.88,0.81,0.88,0.7,1.5,0.88,0.73,0.74,0.88,0.69,0.77,0.81,1.62,0.88,0.89,0.78,0.88,0.91,,,,,
2008,06,04350000,"Innovation Academy Charter (District)",MATH,74,,,0.96,0.85,0.89,0.97,0.88,0.89,0.81,0.74,0.76,2.97,0.8,0.88,2.78,0.91,0.82,0.88,2.62,0.93,0.93,0.91,0.91,0.78,0.76,0.96,0.78,0.72,3.05,0.78,0.73,0.72,1.97,0.74,0.68,0.74,0.81,0.62,0.91,0.73,0.93,,,,,,
2008,07,04350000,"Innovation Academy Charter (District)",ELA,73,7.34,7.08,0.93,0.93,0.95,0.74,0.88,0.99,0.93,2.51,0.88,0.93,0.81,0.85,0.74,0.77,0.74,0.75,2.12,0.75,0.81,0.79,0.92,0.85,0.85,0.96,0.7,2.29,0.77,0.64,0.95,0.86,0.81,0.74,0.85,0.88,2.45,0.88,0.79,0.82,0.9,0.81,,,,,
2008,07,04350000,"Innovation Academy Charter (District)",MATH,74,,,0.86,0.95,0.73,0.76,0.7,0.81,0.76,0.88,2.76,0.8,0.45,0.8,0.81,0.61,0.7,0.53,0.64,0.68,0.78,0.69,0.74,2.59,0.95,0.88,0.73,0.65,0.72,2,2.69,0.66,0.8,0.61,0.68,0.69,0.82,0.66,0.66,0.66,1.97,,,,,,
2008,08,04350000,"Innovation Academy Charter (District)",ELA,70,,,0.93,0.84,0.91,0.89,0.81,0.91,0.9,0.89,2.96,0.91,0.96,0.93,0.67,0.91,0.74,0.94,0.9,0.93,2.76,0.96,0.94,0.69,0.83,0.74,0.93,0.84,0.8,2.53,0.96,0.89,0.94,0.8,0.77,0.74,0.9,2.49,0.76,0.87,0.89,0.74,,,,,
2008,08,04350000,"Innovation Academy Charter (District)",MATH,69,,,0.96,0.77,0.7,0.74,0.8,0.83,0.9,0.71,2.33,0.91,0.65,0.64,0.86,0.51,0.77,0.72,0.87,0.74,0.61,0.57,0.84,2.46,0.94,0.72,0.61,0.93,0.45,2.7,2.55,0.88,0.67,0.61,0.88,0.71,0.71,0.97,0.8,0.71,2.71,,,,,,
2008,08,04350000,"Innovation Academy Charter (District)",SCI,71,,,0.97,0.92,0.9,0.8,0.72,0.46,0.77,0.76,0.66,0.63,0.82,0.75,0.38,0.56,0.61,0.7,0.61,2.48,2.48,0.94,0.56,0.55,0.87,0.77,0.87,0.8,0.93,0.69,0.73,0.28,0.62,0.73,0.39,0.55,0.3,0.72,1.56,1.79,2.37,,,,,,
2008,HS,04350000,"Innovation Academy Charter (District)",TEC,46,,,0.93,0.91,0.85,0.8,0.87,0.41,0.87,0.76,0.8,0.72,3.35,0.8,0.59,0.8,0.93,0.72,0.54,0.74,0.8,0.72,0.43,0.85,2.67,0.98,0.63,0.67,0.65,0.35,0.85,0.87,0.7,0.7,2.48,0.63,0.91,0.8,0.41,0.67,0.87,0.67,0.78,0.85,0.57,2.96,2.3
2008,07,04360000,"Community Charter School of Cambridge (District)",ELA,43,6.49,6.65,0.77,0.93,0.93,0.56,0.65,0.84,0.79,1.88,0.91,0.91,0.63,0.74,0.6,0.6,0.51,0.6,1.88,0.74,0.72,0.65,0.81,0.7,0.88,0.84,0.37,1.63,0.53,0.58,0.86,0.63,0.72,0.67,0.72,0.91,2.02,0.84,0.72,0.67,0.79,0.58,,,,,
2008,07,04360000,"Community Charter School of Cambridge (District)",MATH,42,,,0.67,0.69,0.48,0.29,0.57,0.43,0.26,0.67,2.21,0.57,0.33,0.76,0.74,0.29,0.5,0.43,0.55,0.43,0.43,0.45,0.26,1.31,0.79,0.79,0.33,0.26,0.48,1.07,1.64,0.43,0.67,0.48,0.36,0.4,0.74,0.38,0.33,0.62,1.12,,,,,,
2008,08,04360000,"Community Charter School of Cambridge (District)",ELA,47,,,0.64,0.7,0.87,0.81,0.74,0.83,0.77,0.83,2.17,0.81,0.87,0.79,0.45,0.81,0.68,0.79,0.51,0.77,2.06,0.72,0.68,0.28,0.45,0.55,0.53,0.43,0.7,1.49,0.85,0.55,0.79,0.6,0.47,0.53,0.77,2,0.49,0.77,0.49,0.49,,,,,
2008,08,04360000,"Community Charter School of Cambridge (District)",MATH,46,,,0.72,0.61,0.2,0.57,0.37,0.39,0.65,0.37,1.46,0.57,0.3,0.28,0.74,0.13,0.52,0.54,0.54,0.28,0.2,0.39,0.59,1.54,0.78,0.57,0.2,0.76,0.24,1.85,0.98,0.65,0.48,0.39,0.7,0.46,0.52,0.74,0.65,0.48,2.04,,,,,,
2008,08,04360000,"Community Charter School of Cambridge (District)",SCI,47,,,0.72,0.72,0.87,0.3,0.45,0.21,0.51,0.47,0.57,0.51,0.7,0.66,0.34,0.45,0.3,0.34,0.34,1.28,1.15,0.68,0.28,0.23,0.32,0.68,0.77,0.51,0.94,0.43,0.51,0.06,0.57,0.72,0.23,0.91,0.19,0.62,0.57,0.6,1.85,,,,,,
2008,10,04360000,"Community Charter School of Cambridge (District)",ELA,36,7.33,7,0.81,0.97,0.97,0.92,0.89,0.61,0.81,3.28,0.81,0.69,0.69,0.61,0.69,0.83,0.89,0.78,0.67,3.11,0.86,0.92,0.69,0.72,0.56,0.78,0.94,0.5,3.33,0.72,0.28,0.69,0.83,0.47,0.83,0.78,3.17,0.72,0.97,0.81,0.83,0.72,,,,,
2008,10,04360000,"Community Charter School of Cambridge (District)",MATH,36,,,0.86,0.58,0.72,0.56,0.72,0.47,0.58,0.72,0.58,0.72,0.5,0.61,0.53,0.69,0.83,0.39,2.08,0.56,0.64,2,2.14,0.69,0.83,0.72,0.83,0.42,0.56,0.22,0.56,0.64,2.75,0.19,0.61,0.31,0.47,0.67,0.67,0.83,0.67,0.56,2.33,2.83,,,
2008,HS,04360000,"Community Charter School of Cambridge (District)",PHY,54,,,0.89,0.72,0.74,0.46,0.69,0.63,0.52,0.87,0.7,0.65,0.13,2.13,0.69,0.78,0.78,0.89,0.48,0.24,0.37,0.72,0.57,0.33,1.3,0.56,0.17,0.65,0.26,0.31,0.52,0.67,0.91,1.7,0.69,0.46,0.52,0.31,0.67,0.8,0.5,0.57,0.41,0.13,0.87,3.07,2.06
2008,HS,04360000,"Community Charter School of Cambridge (District)",TEC,11,,,1,0.73,0.27,0.82,0.64,0,0.36,0.45,0.73,0.45,1.91,0.45,0.27,0.64,0.91,0.27,0.36,0.55,0.64,0.55,0.82,0.73,1.73,0.82,0.64,0.18,0.09,0.27,0.64,0.64,0.55,0.27,0.82,0.27,0.27,0.36,0.36,0.64,0.64,0.45,0.45,0.45,0.36,1.82,1.09
2008,10,04370000,"City On A Hill Charter Public (District)",ELA,86,7.42,7.03,0.8,0.88,0.94,0.93,0.91,0.51,0.58,2.66,0.85,0.7,0.71,0.47,0.71,0.77,0.81,0.73,0.85,2.74,0.77,0.83,0.66,0.66,0.65,0.76,0.77,0.51,2.91,0.9,0.36,0.64,0.6,0.52,0.74,0.65,2.81,0.53,0.91,0.76,0.78,0.74,,,,,
2008,10,04370000,"City On A Hill Charter Public (District)",MATH,84,,,0.83,0.86,0.82,0.6,0.75,0.6,0.63,0.61,0.56,0.39,0.52,0.65,0.63,0.64,0.85,0.64,1.92,0.61,0.76,1.93,2.51,0.64,0.73,0.61,0.95,0.63,0.48,0.56,0.45,0.5,2.89,0.18,0.65,0.45,0.62,0.64,0.38,0.68,0.7,0.69,2.32,2.86,,,
2008,HS,04370000,"City On A Hill Charter Public (District)",BIO,72,,,0.92,0.69,0.49,0.22,0.67,0.38,0.74,0.6,0.33,0.64,0.57,1.06,0.82,0.67,0.79,0.6,0.47,0.72,0.46,0.78,0.36,0.88,2.35,0.9,0.6,0.86,0.22,0.82,0.81,0.71,0.56,2.54,0.56,0.67,0.81,0.5,0.78,0.44,0.72,0.6,0.74,0.19,0.79,1.96,1.92
2008,HS,04370000,"City On A Hill Charter Public (District)",TEC,14,,,0.71,0.5,0.36,0.43,0.5,0.21,0.5,0.57,0.43,0.14,1.57,0.43,0.43,0.43,0.71,0.21,0.14,0.36,0.57,0.5,0.29,0.71,1.21,0.64,0.5,0.14,0.36,0.07,0.64,0.57,0.36,0.21,1.5,0.21,0.36,0.21,0.29,0.64,0.21,0.57,0.43,0.57,0.36,1.57,1.29
2008,10,04380000,"Codman Academy Charter Public (District)",ELA,29,6.62,6.66,0.66,0.97,0.93,0.93,0.97,0.52,0.72,2.79,0.9,0.59,0.55,0.31,0.62,0.79,0.76,0.76,0.69,2.86,0.76,0.83,0.62,0.62,0.69,0.76,0.83,0.59,2.59,0.86,0.38,0.55,0.48,0.41,0.72,0.79,2.79,0.38,0.93,0.62,0.52,0.76,,,,,
2008,10,04380000,"Codman Academy Charter Public (District)",MATH,30,,,0.87,0.8,0.8,0.57,0.77,0.53,0.73,0.57,0.53,0.63,0.57,0.77,0.4,0.7,0.67,0.7,2.03,0.7,0.73,2.13,2.4,0.77,0.43,0.87,0.87,0.73,0.33,0.73,0.43,0.57,2.9,0.17,0.63,0.47,0.53,0.67,0.53,0.87,0.8,0.63,2.23,3.1,,,
2008,HS,04380000,"Codman Academy Charter Public (District)",PHY,33,,,0.85,0.79,0.7,0.55,0.52,0.48,0.55,0.85,0.21,0.55,0.21,2.18,0.58,0.79,0.64,0.88,0.61,0.33,0.3,0.76,0.82,0.21,2.42,0.82,0.09,0.73,0.45,0.64,0.45,0.67,0.91,1.97,0.88,0.61,0.52,0.48,0.42,0.79,0.15,0.33,0.33,0.06,0.76,2,2.36
2008,03,04390000,"Conservatory Lab Charter (District)",ELA,22,,,0.73,0.86,0.82,0.68,0.86,0.73,0.86,0.73,0.68,0.86,0.59,0.91,0.86,0.77,0.82,0.73,0.86,0.95,0.91,0.91,1.64,0.68,0.73,0.82,0.86,0.82,0.95,0.91,0.55,0.77,0.95,0.82,0.59,1.68,0.95,0.82,0.55,0.59,0.45,0.59,0.59,0.77,,,
2008,03,04390000,"Conservatory Lab Charter (District)",MATH,22,,,0.77,0.73,0.91,0.64,0.82,0.82,1.32,0.86,0.77,0.95,0.82,0.82,0.82,0.86,0.77,1.36,0.91,0.86,0.91,0.95,0.91,0.86,1.64,0.91,0.86,0.77,0.77,0.55,0.59,1.09,0.68,0.86,0.82,0.68,1.41,,,,,,,,,,
2008,04,04390000,"Conservatory Lab Charter (District)",ELA,21,7.33,6.71,0.76,0.67,0.48,0.76,0.71,0.71,0.71,1.43,0.9,0.67,0.71,0.52,0.52,0.57,0.76,0.57,1.43,0.9,0.67,0.57,0.86,0.71,0.81,0.76,0.76,1.71,0.67,0.62,0.81,0.81,0.71,0.67,0.71,0.71,2,0.81,0.81,0.71,0.57,0.81,,,,,
2008,04,04390000,"Conservatory Lab Charter (District)",MATH,21,,,0.95,0.71,0.86,0.9,0.57,0.86,0.76,0.86,0.95,2.62,0.57,0.1,1.05,0.38,0.71,0.48,1.29,0.9,0.48,0.57,0.86,0.57,0.48,0.67,0.76,0.9,2.38,0.76,0.67,0.1,1.86,0.81,0.86,0.48,0.57,0.81,0.76,0.71,0.76,,,,,,
2008,05,04390000,"Conservatory Lab Charter (District)",ELA,22,,,0.59,0.73,0.86,0.68,0.77,0.55,0.86,1.73,0.64,0.59,0.64,0.55,0.73,0.77,0.5,0.64,0.82,1.64,0.68,0.73,0.73,0.5,0.55,0.82,0.73,0.73,2.05,0.64,0.77,0.91,0.73,0.82,0.91,0.77,2,0.77,0.77,0.82,0.82,0.68,,,,,
2008,05,04390000,"Conservatory Lab Charter (District)",MATH,22,,,0.73,0.82,0.86,0.73,0.59,0.55,0.82,0.41,0.68,1.82,0.64,0.59,2.55,0.68,0.5,0.64,1.86,0.77,0.86,0.82,0.64,0.77,0.59,0.45,0.64,0.64,0.91,0.86,0.73,0.23,2.14,0.32,0.23,0.55,0.73,0.5,0.73,0.82,0.64,,,,,,
2008,05,04390000,"Conservatory Lab Charter (District)",SCI,22,,,0.82,0.73,0.45,0.77,0.86,0.68,0.95,0.68,0.64,0.59,0.27,0.55,0.32,0.82,0.14,0.32,0.91,2.18,0.45,0.91,0.77,0.73,0.45,0.45,0.5,0.77,0.5,0.86,0.77,0.55,0.77,0.36,0.64,0.82,0.68,0.77,2.09,2.05,2.68,,,,,,
2008,03,04400000,"Community Day Charter Public (District)",ELA,24,,,0.63,0.75,0.71,0.67,0.88,0.79,0.63,0.79,0.58,0.83,0.67,0.92,0.75,0.83,0.71,0.5,0.63,0.79,0.75,0.75,1.08,0.58,0.71,0.54,0.96,0.88,0.96,0.79,0.67,0.92,0.88,0.79,0.75,1.38,0.92,0.75,0.75,0.71,0.46,0.5,0.5,0.71,,,
2008,03,04400000,"Community Day Charter Public (District)",MATH,24,,,0.88,0.96,0.88,0.83,0.75,0.75,1.5,0.92,0.96,0.88,0.88,0.96,0.63,0.79,0.83,1.25,0.83,0.92,0.88,1,0.79,0.96,1.46,0.88,0.88,0.92,0.88,0.58,0.5,1.04,0.92,0.88,0.92,0.75,1.33,,,,,,,,,,
2008,04,04400000,"Community Day Charter Public (District)",ELA,24,6.79,6.63,1,0.71,0.54,0.79,0.83,0.83,0.67,1.79,0.96,0.83,0.75,0.79,0.79,0.83,0.67,0.79,1.83,0.96,0.96,0.63,0.79,0.71,0.63,0.96,1,1.58,0.79,0.83,0.92,0.88,0.71,0.92,0.83,0.63,1.79,0.92,0.92,0.79,0.88,0.96,,,,,
2008,04,04400000,"Community Day Charter Public (District)",MATH,24,,,1,1,1,1,0.96,1,0.17,0.96,0.67,2.38,0.96,0.67,1.79,0.92,0.79,0.46,1.71,1,0.96,0.92,0.83,0.63,0.71,0.83,1,0.92,3.08,0.88,0.88,0.21,2.42,0.96,1,0.83,0.63,0.83,0.75,0.92,0.83,,,,,,
2008,05,04400000,"Community Day Charter Public (District)",ELA,43,,,0.63,0.84,0.77,0.74,0.67,0.79,0.79,2,0.65,0.6,0.56,0.67,0.74,0.72,0.56,0.51,0.93,1.93,0.86,0.84,0.58,0.51,0.58,0.72,0.63,0.79,1.93,0.67,0.7,0.84,0.7,0.88,0.95,0.77,2.12,0.81,0.81,0.81,1,0.65,,,,,
2008,05,04400000,"Community Day Charter Public (District)",MATH,43,,,0.91,1,0.98,0.98,0.86,0.49,0.72,0.42,0.84,2.72,0.21,0.74,2.88,0.74,0.44,0.7,2.19,0.95,0.84,0.95,0.63,0.91,0.56,0.77,0.47,0.6,2.49,0.79,0.98,0.35,1.56,0.74,0.49,0.63,0.84,0.58,0.63,0.63,0.6,,,,,,
2008,05,04400000,"Community Day Charter Public (District)",SCI,43,,,0.98,0.86,0.67,0.72,0.72,0.53,0.72,0.79,0.53,0.65,0.58,0.44,0.74,0.95,0.16,0.72,0.91,2.6,1.86,0.88,0.88,0.84,0.53,0.51,0.72,0.84,0.58,0.95,0.74,0.4,0.79,0.88,0.79,0.95,0.7,0.91,3.21,1.72,2.7,,,,,,
2008,06,04400000,"Community Day Charter Public (District)",ELA,37,,,0.84,0.95,0.97,0.89,0.81,0.86,0.89,3.08,0.92,0.95,0.97,0.92,0.73,0.65,0.78,0.78,0.84,2.86,0.43,0.89,0.86,0.7,0.84,0.89,0.81,0.86,2.11,0.95,0.97,0.76,0.92,0.59,0.84,0.92,2.65,0.92,0.97,0.76,0.92,0.86,,,,,
2008,06,04400000,"Community Day Charter Public (District)",MATH,37,,,1,0.97,0.89,0.97,0.89,0.97,0.84,0.95,0.73,3.57,0.95,0.97,3.22,1,0.97,0.89,3.05,0.97,0.89,0.92,0.92,0.95,0.97,0.97,0.89,0.68,3.76,0.92,0.65,0.78,3.03,1,0.65,0.95,1,0.59,0.95,0.65,0.92,,,,,,
2008,07,04400000,"Community Day Charter Public (District)",ELA,20,8.3,7.5,0.95,1,0.95,0.55,0.75,0.9,0.95,2.95,0.95,0.8,0.8,0.75,0.8,0.9,0.8,0.95,2.85,0.85,0.8,0.7,1,0.6,0.8,1,0.65,3.05,0.7,0.6,1,0.7,0.65,0.9,1,1,3.35,1,0.75,0.85,0.9,0.9,,,,,
2008,07,04400000,"Community Day Charter Public (District)",MATH,20,,,0.9,0.95,0.85,0.75,0.95,0.65,0.75,0.9,3.15,0.95,0.4,1,0.95,0.6,0.8,0.5,0.95,0.85,0.9,0.85,0.8,3.3,0.85,0.9,0.65,0.7,0.9,2.4,3.65,0.9,0.8,0.75,0.75,1,1,0.6,0.65,0.75,2.6,,,,,,
2008,08,04400000,"Community Day Charter Public (District)",ELA,20,,,0.9,0.75,1,0.85,0.9,0.9,0.9,0.85,3.1,0.75,0.85,0.95,0.5,0.85,0.8,0.9,1,0.8,2.85,0.9,0.75,0.85,0.55,0.55,0.8,0.8,0.65,2.2,0.95,0.95,0.8,0.75,0.8,0.6,0.8,2.75,0.9,0.75,0.85,0.85,,,,,
2008,08,04400000,"Community Day Charter Public (District)",MATH,20,,,0.9,0.75,0.55,0.85,1,0.95,0.95,0.75,2.5,0.85,0.75,0.5,0.95,0.75,0.9,0.9,0.75,0.9,0.65,0.85,1,3.15,0.85,0.8,0.65,1,0.75,2.9,2.9,1,0.65,0.75,0.9,0.8,0.7,0.9,1,0.75,3.45,,,,,,
2008,08,04400000,"Community Day Charter Public (District)",SCI,20,,,0.9,0.9,0.85,0.7,1,0.65,0.85,0.9,0.6,0.5,0.5,0.9,0.5,0.9,1,0.7,0.65,2.95,2.45,1,0.7,0.65,0.95,0.7,0.85,0.75,1,0.75,0.6,0.15,0.85,0.9,1,0.8,0.5,0.95,2.45,3.85,2.6,,,,,,
2008,03,04410000,"Sabis International Charter (District)",ELA,120,,,0.54,0.75,0.78,0.8,0.9,0.92,0.88,0.93,0.73,0.95,0.51,0.95,0.81,0.91,0.6,0.65,0.76,0.9,0.9,0.78,1.7,0.67,0.71,0.85,0.88,0.92,0.92,0.78,0.87,0.88,0.93,0.93,0.93,2.02,0.94,0.8,0.63,0.88,0.65,0.68,0.64,0.88,,,
2008,03,04410000,"Sabis International Charter (District)",MATH,120,,,0.95,0.92,0.9,0.7,0.85,0.67,1.38,0.81,0.9,0.85,0.94,0.74,0.68,0.93,0.89,1.28,0.88,0.99,0.78,0.97,0.95,0.9,1.35,0.58,0.83,0.84,0.9,0.63,0.64,0.72,0.84,0.97,0.88,0.63,1.09,,,,,,,,,,
2008,04,04410000,"Sabis International Charter (District)",ELA,124,6.62,6.55,0.82,0.75,0.65,0.83,0.83,0.89,0.78,1.69,0.82,0.82,0.83,0.81,0.78,0.84,0.75,0.65,1.7,0.9,0.92,0.77,0.89,0.8,0.78,0.77,0.85,1.64,0.67,0.67,0.77,0.76,0.74,0.81,0.85,0.81,1.84,0.9,0.9,0.72,0.7,0.84,,,,,
2008,04,04410000,"Sabis International Charter (District)",MATH,124,,,0.92,0.93,0.94,0.93,0.95,0.95,0.48,0.87,0.69,2.35,0.83,0.2,1.4,0.72,0.67,0.48,1.36,0.84,0.83,0.79,0.85,0.36,0.48,0.73,0.82,0.82,1.76,0.81,0.4,0.05,2.27,0.83,0.83,0.74,0.4,0.67,0.67,0.94,0.8,,,,,,
2008,05,04410000,"Sabis International Charter (District)",ELA,126,,,0.81,0.91,0.8,0.75,0.66,0.75,0.88,2,0.61,0.71,0.64,0.76,0.83,0.81,0.69,0.68,0.88,1.77,0.86,0.87,0.68,0.73,0.82,0.82,0.74,0.85,1.94,0.82,0.81,0.87,0.81,0.94,0.93,0.89,1.9,0.8,0.67,0.81,0.95,0.79,,,,,
2008,05,04410000,"Sabis International Charter (District)",MATH,126,,,0.93,0.81,0.9,0.99,0.73,0.4,0.79,0.68,0.8,2.67,0.83,0.68,2.67,0.81,0.48,0.71,2.08,0.93,0.81,0.94,0.63,0.82,0.83,0.65,0.56,0.63,2.63,0.91,0.91,0.74,1.79,0.53,0.49,0.42,0.82,0.55,0.6,0.76,0.51,,,,,,
2008,05,04410000,"Sabis International Charter (District)",SCI,126,,,0.87,0.85,0.63,0.81,0.6,0.79,0.63,0.79,0.75,0.52,0.55,0.58,0.18,0.88,0.29,0.67,0.9,2.54,2.24,0.81,0.9,0.93,0.59,0.72,0.37,0.92,0.75,0.54,0.79,0.52,0.87,0.84,0.84,0.9,0.68,0.91,2.87,2.03,2.64,,,,,,
2008,06,04410000,"Sabis International Charter (District)",ELA,127,,,0.73,0.83,0.93,0.79,0.78,0.87,0.79,2.3,0.84,0.7,0.85,0.81,0.7,0.68,0.81,0.76,0.69,2.09,0.43,0.83,0.71,0.75,0.82,0.76,0.62,0.81,1.72,0.81,0.77,0.72,0.85,0.66,0.81,0.83,2.02,0.7,0.91,0.74,0.68,0.78,,,,,
2008,06,04410000,"Sabis International Charter (District)",MATH,124,,,0.92,0.87,0.79,0.87,0.81,0.74,0.6,0.48,0.5,2.6,0.79,0.85,2.23,0.75,0.79,0.57,2.27,0.85,0.81,0.82,0.81,0.69,0.72,0.84,0.73,0.69,2.71,0.5,0.48,0.42,1.83,0.68,0.46,0.74,0.77,0.39,0.86,0.59,0.85,,,,,,
