REC_YEAR	ORG_CODE	SCHOOL	MAT_ID	MAT_ABBREVIATION	MCORE_HS_GRAD	MCORE_COMPL	MCORE_PCT	SORT
2012	06800000		10	Male	164	164	100	30
2012	06800000		12	High needs	94	94	100	40
2012	06800000		9	Low income	42	42	100	60
2012	06800000		99	Students w/disabilities	63	63	100	70
2012	06800000		87	Afr. Amer./Black	13	13	100	80
2012	06800000		88	Asian	9	9	100	100
2012	06800000		89	Hispanic/Latino	10	10	100	110
2012	06800000		90	White	275	275	100	140
2012	06830000	06830505	5	All Students	137	0	0	10
2012	06830000	06830505	11	Female	79	0	0	20
2012	06830000	06830505	10	Male	58	0	0	30
2012	06830000	06830505	12	High needs	32	0	0	40
2012	06830000	06830505	9	Low income	15	0	0	60
2012	06830000	06830505	99	Students w/disabilities	24	0	0	70
2012	06830000	06830505	90	White	132	0	0	140
2012	06830000		5	All Students	138	0	0	10
2012	06830000		11	Female	80	0	0	20
2012	06830000		10	Male	58	0	0	30
2012	06830000		12	High needs	33	0	0	40
2012	06830000		9	Low income	15	0	0	60
2012	06830000		99	Students w/disabilities	25	0	0	70
2012	06830000		90	White	132	0	0	140
2012	06900000	06900505	5	All Students	307	256	83.4	10
2012	06900000	06900505	11	Female	152	123	80.9	20
2012	06900000	06900505	10	Male	155	133	85.8	30
2012	06900000	06900505	12	High needs	53	35	66	40
2012	06900000	06900505	9	Low income	30	18	60	60
2012	06900000	06900505	99	Students w/disabilities	37	25	67.6	70
2012	06900000	06900505	87	Afr. Amer./Black	6	2	33.3	80
2012	06900000	06900505	90	White	291	244	83.8	140
2012	06900000		5	All Students	311	259	83.3	10
2012	06900000		11	Female	152	123	80.9	20
2012	06900000		10	Male	159	136	85.5	30
2012	06900000		12	High needs	57	38	66.7	40
2012	06900000		9	Low income	30	18	60	60
2012	06900000		99	Students w/disabilities	41	28	68.3	70
2012	06900000		87	Afr. Amer./Black	6	2	33.3	80
2012	06900000		90	White	295	247	83.7	140
2012	06950000	06950505	5	All Students	410	410	100	10
2012	06950000	06950505	11	Female	190	190	100	20
2012	06950000	06950505	10	Male	220	220	100	30
2012	06950000	06950505	12	High needs	92	92	100	40
2012	06950000	06950505	9	Low income	37	37	100	60
2012	06950000	06950505	99	Students w/disabilities	68	68	100	70
2012	06950000	06950505	87	Afr. Amer./Black	25	25	100	80
2012	06950000	06950505	88	Asian	18	18	100	100
2012	06950000	06950505	89	Hispanic/Latino	12	12	100	110
2012	06950000	06950505	92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2012	06950000	06950505	90	White	348	348	100	140
2012	06950000		5	All Students	414	414	100	10
2012	06950000		11	Female	191	191	100	20
2012	06950000		10	Male	223	223	100	30
2012	06950000		12	High needs	96	96	100	40
2012	06950000		9	Low income	38	38	100	60
2012	06950000		99	Students w/disabilities	72	72	100	70
2012	06950000		87	Afr. Amer./Black	25	25	100	80
2012	06950000		88	Asian	18	18	100	100
2012	06950000		89	Hispanic/Latino	12	12	100	110
2012	06950000		92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2012	06950000		90	White	352	352	100	140
2012	06980000	06980510	5	All Students	113	113	100	10
2012	06980000	06980510	11	Female	57	57	100	20
2012	06980000	06980510	10	Male	56	56	100	30
2012	06980000	06980510	12	High needs	26	26	100	40
2012	06980000	06980510	9	Low income	12	12	100	60
2012	06980000	06980510	99	Students w/disabilities	17	17	100	70
2012	06980000	06980510	90	White	113	113	100	140
2012	06980000		5	All Students	113	113	100	10
2012	06980000		11	Female	57	57	100	20
2012	06980000		10	Male	56	56	100	30
2012	06980000		12	High needs	26	26	100	40
2012	06980000		9	Low income	12	12	100	60
2012	06980000		99	Students w/disabilities	17	17	100	70
2012	06980000		90	White	113	113	100	140
2012	07000000	07000505	5	All Students	155	155	100	10
2012	07000000	07000505	11	Female	67	67	100	20
2012	07000000	07000505	10	Male	88	88	100	30
2012	07000000	07000505	12	High needs	77	77	100	40
2012	07000000	07000505	9	Low income	41	41	100	60
2012	07000000	07000505	99	Students w/disabilities	52	52	100	70
2012	07000000	07000505	89	Hispanic/Latino	11	11	100	110
2012	07000000	07000505	92	Multi-race, Non-Hisp./Lat.	8	8	100	120
2012	07000000	07000505	90	White	127	127	100	140
2012	07000000		5	All Students	155	155	100	10
2012	07000000		11	Female	67	67	100	20
2012	07000000		10	Male	88	88	100	30
2012	07000000		12	High needs	77	77	100	40
2012	07000000		9	Low income	41	41	100	60
2012	07000000		99	Students w/disabilities	52	52	100	70
2012	07000000		89	Hispanic/Latino	11	11	100	110
2012	07000000		92	Multi-race, Non-Hisp./Lat.	8	8	100	120
2012	07000000		90	White	127	127	100	140
2012	07050000	07050505	5	All Students	322	322	100	10
2012	07050000	07050505	11	Female	186	186	100	20
2012	07050000	07050505	10	Male	136	136	100	30
2012	07050000	07050505	12	High needs	65	65	100	40
2012	07050000	07050505	9	Low income	15	15	100	60
2012	07050000	07050505	99	Students w/disabilities	52	52	100	70
2012	07050000	07050505	88	Asian	6	6	100	100
2012	07050000	07050505	90	White	307	307	100	140
2012	07050000		5	All Students	328	328	100	10
2012	07050000		11	Female	187	187	100	20
2012	07050000		10	Male	141	141	100	30
2012	07050000		12	High needs	71	71	100	40
2012	07050000		9	Low income	15	15	100	60
2012	07050000		99	Students w/disabilities	58	58	100	70
2012	07050000		88	Asian	6	6	100	100
2012	07050000		90	White	312	312	100	140
2012	07100000	07100510	5	All Students	172	98	57	10
2012	07100000	07100510	11	Female	86	66	76.7	20
2012	07100000	07100510	10	Male	86	32	37.2	30
2012	07100000	07100510	12	High needs	24	13	54.2	40
2012	07100000	07100510	9	Low income	17	10	58.8	60
2012	07100000	07100510	99	Students w/disabilities	14	5	35.7	70
2012	07100000	07100510	90	White	162	94	58	140
2012	07100000		5	All Students	174	99	56.9	10
2012	07100000		11	Female	87	66	75.9	20
2012	07100000		10	Male	87	33	37.9	30
2012	07100000		12	High needs	26	14	53.8	40
2012	07100000		9	Low income	17	10	58.8	60
2012	07100000		99	Students w/disabilities	16	6	37.5	70
2012	07100000		90	White	163	94	57.7	140
2012	07150000	07150505	5	All Students	106	106	100	10
2012	07150000	07150505	11	Female	47	47	100	20
2012	07150000	07150505	10	Male	59	59	100	30
2012	07150000	07150505	12	High needs	29	29	100	40
2012	07150000	07150505	9	Low income	20	20	100	60
2012	07150000	07150505	99	Students w/disabilities	15	15	100	70
2012	07150000	07150505	90	White	96	96	100	140
2012	07150000		5	All Students	106	106	100	10
2012	07150000		11	Female	47	47	100	20
2012	07150000		10	Male	59	59	100	30
2012	07150000		12	High needs	29	29	100	40
2012	07150000		9	Low income	20	20	100	60
2012	07150000		99	Students w/disabilities	15	15	100	70
2012	07150000		90	White	96	96	100	140
2012	07170000	07170505	5	All Students	73	63	86.3	10
2012	07170000	07170505	11	Female	45	40	88.9	20
2012	07170000	07170505	10	Male	28	23	82.1	30
2012	07170000	07170505	12	High needs	26	19	73.1	40
2012	07170000	07170505	9	Low income	24	19	79.2	60
2012	07170000	07170505	99	Students w/disabilities	7	2	28.6	70
2012	07170000	07170505	90	White	69	60	87	140
2012	07170000		5	All Students	75	63	84	10
2012	07170000		11	Female	45	40	88.9	20
2012	07170000		10	Male	30	23	76.7	30
2012	07170000		12	High needs	28	19	67.9	40
2012	07170000		9	Low income	26	19	73.1	60
2012	07170000		99	Students w/disabilities	9	2	22.2	70
2012	07170000		90	White	71	60	84.5	140
2012	07200000	07200505	5	All Students	101	101	100	10
2012	07200000	07200505	11	Female	48	48	100	20
2012	07200000	07200505	10	Male	53	53	100	30
2012	07200000	07200505	12	High needs	37	37	100	40
2012	07200000	07200505	9	Low income	32	32	100	60
2012	07200000	07200505	99	Students w/disabilities	9	9	100	70
2012	07200000	07200505	90	White	98	98	100	140
2012	07200000		5	All Students	103	103	100	10
2012	07200000		11	Female	48	48	100	20
2012	07200000		10	Male	55	55	100	30
2012	07200000		12	High needs	39	39	100	40
2012	07200000		9	Low income	32	32	100	60
2012	07200000		99	Students w/disabilities	11	11	100	70
2012	07200000		90	White	100	100	100	140
2012	07250000	07250505	5	All Students	234	231	98.7	10
2012	07250000	07250505	11	Female	116	115	99.1	20
2012	07250000	07250505	10	Male	118	116	98.3	30
2012	07250000	07250505	12	High needs	33	31	93.9	40
2012	07250000	07250505	9	Low income	17	16	94.1	60
2012	07250000	07250505	99	Students w/disabilities	18	16	88.9	70
2012	07250000	07250505	92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2012	07250000	07250505	90	White	216	213	98.6	140
2012	07250000		5	All Students	236	233	98.7	10
2012	07250000		11	Female	117	116	99.1	20
2012	07250000		10	Male	119	117	98.3	30
2012	07250000		12	High needs	35	33	94.3	40
2012	07250000		9	Low income	17	16	94.1	60
2012	07250000		99	Students w/disabilities	20	18	90	70
2012	07250000		92	Multi-race, Non-Hisp./Lat.	7	7	100	120
2012	07250000		90	White	218	215	98.6	140
2012	07300000	07300505	5	All Students	338	0	0	10
2012	07300000	07300505	11	Female	167	0	0	20
2012	07300000	07300505	10	Male	171	0	0	30
2012	07300000	07300505	12	High needs	50	0	0	40
2012	07300000	07300505	9	Low income	18	0	0	60
2012	07300000	07300505	99	Students w/disabilities	34	0	0	70
2012	07300000	07300505	88	Asian	26	0	0	100
2012	07300000	07300505	89	Hispanic/Latino	6	0	0	110
2012	07300000	07300505	90	White	294	0	0	140
2012	07300000		5	All Students	340	0	0	10
2012	07300000		11	Female	169	0	0	20
2012	07300000		10	Male	171	0	0	30
2012	07300000		12	High needs	52	0	0	40
2012	07300000		9	Low income	18	0	0	60
2012	07300000		99	Students w/disabilities	36	0	0	70
2012	07300000		88	Asian	27	0	0	100
2012	07300000		89	Hispanic/Latino	6	0	0	110
2012	07300000		90	White	295	0	0	140
2012	07350000	07350505	5	All Students	263	263	100	10
2012	07350000	07350505	11	Female	135	135	100	20
2012	07350000	07350505	10	Male	128	128	100	30
2012	07350000	07350505	12	High needs	57	57	100	40
2012	07350000	07350505	9	Low income	32	32	100	60
2012	07350000	07350505	99	Students w/disabilities	30	30	100	70
2012	07350000	07350505	89	Hispanic/Latino	6	6	100	110
2012	07350000	07350505	90	White	252	252	100	140
2012	07350000		5	All Students	266	266	100	10
2012	07350000		11	Female	135	135	100	20
2012	07350000		10	Male	131	131	100	30
2012	07350000		12	High needs	60	60	100	40
2012	07350000		9	Low income	32	32	100	60
2012	07350000		99	Students w/disabilities	33	33	100	70
2012	07350000		89	Hispanic/Latino	6	6	100	110
2012	07350000		90	White	255	255	100	140
2012	07400000	07400505	5	All Students	182	99	54.4	10
2012	07400000	07400505	11	Female	82	38	46.3	20
2012	07400000	07400505	10	Male	100	61	61	30
2012	07400000	07400505	12	High needs	48	26	54.2	40
2012	07400000	07400505	9	Low income	22	11	50	60
2012	07400000	07400505	99	Students w/disabilities	28	16	57.1	70
2012	07400000	07400505	90	White	173	94	54.3	140
2012	07400000		5	All Students	182	99	54.4	10
2012	07400000		11	Female	82	38	46.3	20
2012	07400000		10	Male	100	61	61	30
2012	07400000		12	High needs	48	26	54.2	40
2012	07400000		9	Low income	22	11	50	60
2012	07400000		99	Students w/disabilities	28	16	57.1	70
2012	07400000		90	White	173	94	54.3	140
2012	07450000	07450505	5	All Students	174	113	64.9	10
2012	07450000	07450505	11	Female	92	68	73.9	20
2012	07450000	07450505	10	Male	82	45	54.9	30
2012	07450000	07450505	12	High needs	41	17	41.5	40
2012	07450000	07450505	9	Low income	15	10	66.7	60
2012	07450000	07450505	99	Students w/disabilities	30	8	26.7	70
2012	07450000	07450505	90	White	171	112	65.5	140
2012	07450000		5	All Students	177	114	64.4	10
2012	07450000		11	Female	92	68	73.9	20
2012	07450000		10	Male	85	46	54.1	30
2012	07450000		12	High needs	44	18	40.9	40
2012	07450000		9	Low income	16	10	62.5	60
2012	07450000		99	Students w/disabilities	33	9	27.3	70
2012	07450000		90	White	174	113	64.9	140
2012	07500000	07500505	5	All Students	71	20	28.2	10
2012	07500000	07500505	11	Female	30	14	46.7	20
2012	07500000	07500505	10	Male	41	6	14.6	30
2012	07500000	07500505	12	High needs	28	7	25	40
2012	07500000	07500505	9	Low income	25	7	28	60
2012	07500000	07500505	99	Students w/disabilities	10	0	0	70
2012	07500000	07500505	90	White	70	20	28.6	140
2012	07500000		5	All Students	71	20	28.2	10
2012	07500000		11	Female	30	14	46.7	20
2012	07500000		10	Male	41	6	14.6	30
2012	07500000		12	High needs	28	7	25	40
2012	07500000		9	Low income	25	7	28	60
2012	07500000		99	Students w/disabilities	10	0	0	70
2012	07500000		90	White	70	20	28.6	140
2012	07530000	07530505	5	All Students	211	211	100	10
2012	07530000	07530505	11	Female	109	109	100	20
2012	07530000	07530505	10	Male	102	102	100	30
2012	07530000	07530505	12	High needs	56	56	100	40
2012	07530000	07530505	9	Low income	43	43	100	60
2012	07530000	07530505	99	Students w/disabilities	20	20	100	70
2012	07530000	07530505	89	Hispanic/Latino	7	7	100	110
2012	07530000	07530505	90	White	195	195	100	140
2012	07530000		5	All Students	212	212	100	10
2012	07530000		11	Female	109	109	100	20
2012	07530000		10	Male	103	103	100	30
2012	07530000		12	High needs	57	57	100	40
2012	07530000		9	Low income	43	43	100	60
2012	07530000		99	Students w/disabilities	21	21	100	70
2012	07530000		89	Hispanic/Latino	7	7	100	110
2012	07530000		90	White	195	195	100	140
2012	07550000	07550505	5	All Students	98	98	100	10
2012	07550000	07550505	11	Female	35	35	100	20
2012	07550000	07550505	10	Male	63	63	100	30
2012	07550000	07550505	12	High needs	54	54	100	40
2012	07550000	07550505	9	Low income	50	50	100	60
2012	07550000	07550505	99	Students w/disabilities	21	21	100	70
2012	07550000	07550505	92	Multi-race, Non-Hisp./Lat.	6	6	100	120
2012	07550000	07550505	90	White	87	87	100	140
2012	07550000	07550515	5	All Students	17	17	100	10
2012	07550000	07550515	11	Female	13	13	100	20
2012	07550000	07550515	90	White	17	17	100	140
2012	07550000	07550525	5	All Students	27	27	100	10
2012	07550000	07550525	11	Female	20	20	100	20
2012	07550000	07550525	10	Male	7	7	100	30
2012	07550000	07550525	12	High needs	12	12	100	40
2012	07550000	07550525	9	Low income	9	9	100	60
2012	07550000	07550525	90	White	20	20	100	140
2012	07550000		5	All Students	143	143	100	10
2012	07550000		11	Female	68	68	100	20
2012	07550000		10	Male	75	75	100	30
2012	07550000		12	High needs	72	72	100	40
2012	07550000		9	Low income	64	64	100	60
2012	07550000		99	Students w/disabilities	25	25	100	70
2012	07550000		92	Multi-race, Non-Hisp./Lat.	6	6	100	120
2012	07550000		90	White	125	125	100	140
2012	07600000	07600505	5	All Students	262	147	56.1	10
2012	07600000	07600505	11	Female	127	82	64.6	20
2012	07600000	07600505	10	Male	135	65	48.1	30
2012	07600000	07600505	12	High needs	61	16	26.2	40
2012	07600000	07600505	9	Low income	33	11	33.3	60
2012	07600000	07600505	99	Students w/disabilities	37	8	21.6	70
2012	07600000	07600505	90	White	256	144	56.3	140
2012	07600000		5	All Students	262	147	56.1	10
2012	07600000		11	Female	127	82	64.6	20
2012	07600000		10	Male	135	65	48.1	30
2012	07600000		12	High needs	61	16	26.2	40
2012	07600000		9	Low income	33	11	33.3	60
2012	07600000		99	Students w/disabilities	37	8	21.6	70
2012	07600000		90	White	256	144	56.3	140
2012	07630000	07630505	5	All Students	207	144	69.6	10
2012	07630000	07630505	11	Female	120	85	70.8	20
2012	07630000	07630505	10	Male	87	59	67.8	30
2012	07630000	07630505	12	High needs	39	15	38.5	40
2012	07630000	07630505	9	Low income	28	12	42.9	60
2012	07630000	07630505	99	Students w/disabilities	14	3	21.4	70
2012	07630000	07630505	90	White	197	137	69.5	140
2012	07630000		5	All Students	208	145	69.7	10
2012	07630000		11	Female	120	85	70.8	20
2012	07630000		10	Male	88	60	68.2	30
2012	07630000		12	High needs	40	16	40	40
2012	07630000		9	Low income	28	12	42.9	60
2012	07630000		99	Students w/disabilities	15	4	26.7	70
2012	07630000		90	White	198	138	69.7	140
2012	07650000	07650505	5	All Students	68	68	100	10
2012	07650000	07650505	11	Female	36	36	100	20
2012	07650000	07650505	10	Male	32	32	100	30
2012	07650000	07650505	12	High needs	29	29	100	40
2012	07650000	07650505	9	Low income	16	16	100	60
2012	07650000	07650505	99	Students w/disabilities	19	19	100	70
2012	07650000	07650505	90	White	59	59	100	140
2012	07650000		5	All Students	68	68	100	10
2012	07650000		11	Female	36	36	100	20
2012	07650000		10	Male	32	32	100	30
2012	07650000		12	High needs	29	29	100	40
2012	07650000		9	Low income	16	16	100	60
2012	07650000		99	Students w/disabilities	19	19	100	70
2012	07650000		90	White	59	59	100	140
2012	07660000	07660505	5	All Students	140	41	29.3	10
2012	07660000	07660505	11	Female	67	8	11.9	20
2012	07660000	07660505	10	Male	73	33	45.2	30
2012	07660000	07660505	12	High needs	37	10	27	40
2012	07660000	07660505	9	Low income	26	8	30.8	60
2012	07660000	07660505	99	Students w/disabilities	19	4	21.1	70
2012	07660000	07660505	90	White	129	38	29.5	140
2012	07660000		5	All Students	141	41	29.1	10
2012	07660000		11	Female	67	8	11.9	20
2012	07660000		10	Male	74	33	44.6	30
2012	07660000		12	High needs	38	10	26.3	40
2012	07660000		9	Low income	26	8	30.8	60
2012	07660000		99	Students w/disabilities	20	4	20	70
2012	07660000		90	White	130	38	29.2	140
2012	07670000	07670505	5	All Students	106	28	26.4	10
2012	07670000	07670505	11	Female	54	11	20.4	20
2012	07670000	07670505	10	Male	52	17	32.7	30
2012	07670000	07670505	12	High needs	43	13	30.2	40
2012	07670000	07670505	9	Low income	36	10	27.8	60
2012	07670000	07670505	99	Students w/disabilities	11	3	27.3	70
2012	07670000	07670505	90	White	94	25	26.6	140
2012	07670000		5	All Students	106	28	26.4	10
2012	07670000		11	Female	54	11	20.4	20
2012	07670000		10	Male	52	17	32.7	30
2012	07670000		12	High needs	43	13	30.2	40
2012	07670000		9	Low income	36	10	27.8	60
2012	07670000		99	Students w/disabilities	11	3	27.3	70
2012	07670000		90	White	94	25	26.6	140
2012	07700000	07700505	5	All Students	204	152	74.5	10
2012	07700000	07700505	11	Female	116	95	81.9	20
2012	07700000	07700505	10	Male	88	57	64.8	30
2012	07700000	07700505	12	High needs	52	22	42.3	40
2012	07700000	07700505	9	Low income	36	18	50	60
2012	07700000	07700505	99	Students w/disabilities	23	4	17.4	70
2012	07700000	07700505	89	Hispanic/Latino	7	6	85.7	110
2012	07700000	07700505	90	White	193	144	74.6	140
2012	07700000	07700605	5	All Students	78	27	34.6	10
2012	07700000	07700605	11	Female	27	12	44.4	20
2012	07700000	07700605	10	Male	51	15	29.4	30
2012	07700000	07700605	12	High needs	31	10	32.3	40
2012	07700000	07700605	9	Low income	20	7	35	60
2012	07700000	07700605	99	Students w/disabilities	16	3	18.8	70
2012	07700000	07700605	90	White	73	24	32.9	140
2012	07700000		5	All Students	283	179	63.3	10
2012	07700000		11	Female	144	107	74.3	20
2012	07700000		10	Male	139	72	51.8	30
2012	07700000		12	High needs	84	32	38.1	40
2012	07700000		9	Low income	56	25	44.6	60
2012	07700000		99	Students w/disabilities	40	7	17.5	70
2012	07700000		89	Hispanic/Latino	10	7	70	110
2012	07700000		90	White	267	168	62.9	140
2012	07730000	07730505	5	All Students	187	187	100	10
2012	07730000	07730505	11	Female	96	96	100	20
2012	07730000	07730505	10	Male	91	91	100	30
2012	07730000	07730505	12	High needs	45	45	100	40
2012	07730000	07730505	9	Low income	33	33	100	60
2012	07730000	07730505	99	Students w/disabilities	18	18	100	70
2012	07730000	07730505	90	White	179	179	100	140
2012	07730000		5	All Students	189	189	100	10
2012	07730000		11	Female	97	97	100	20
2012	07730000		10	Male	92	92	100	30
2012	07730000		12	High needs	47	47	100	40
2012	07730000		9	Low income	33	33	100	60
2012	07730000		99	Students w/disabilities	20	20	100	70
2012	07730000		90	White	181	181	100	140
2012	07750000	07750505	5	All Students	472	462	97.9	10
2012	07750000	07750505	11	Female	244	240	98.4	20
2012	07750000	07750505	10	Male	228	222	97.4	30
2012	07750000	07750505	12	High needs	90	81	90	40
2012	07750000	07750505	9	Low income	47	42	89.4	60
2012	07750000	07750505	99	Students w/disabilities	47	41	87.2	70
2012	07750000	07750505	88	Asian	8	8	100	100
2012	07750000	07750505	90	White	449	441	98.2	140
2012	07750000		5	All Students	477	462	96.9	10
2012	07750000		11	Female	245	240	98	20
2012	07750000		10	Male	232	222	95.7	30
2012	07750000		12	High needs	95	81	85.3	40
2012	07750000		9	Low income	47	42	89.4	60
2012	07750000		99	Students w/disabilities	52	41	78.8	70
2012	07750000		88	Asian	8	8	100	100
2012	07750000		90	White	454	441	97.1	140
2012	07780000	07780505	5	All Students	69	69	100	10
2012	07780000	07780505	11	Female	34	34	100	20
2012	07780000	07780505	10	Male	35	35	100	30
2012	07780000	07780505	12	High needs	30	30	100	40
2012	07780000	07780505	9	Low income	27	27	100	60
2012	07780000	07780505	99	Students w/disabilities	9	9	100	70
2012	07780000	07780505	90	White	67	67	100	140
2012	07780000		5	All Students	69	69	100	10
2012	07780000		11	Female	34	34	100	20
2012	07780000		10	Male	35	35	100	30
2012	07780000		12	High needs	30	30	100	40
2012	07780000		9	Low income	27	27	100	60
2012	07780000		99	Students w/disabilities	9	9	100	70
2012	07780000		90	White	67	67	100	140
2012	07800000	07800505	5	All Students	300	255	85	10
2012	07800000	07800505	11	Female	147	130	88.4	20
2012	07800000	07800505	10	Male	153	125	81.7	30
2012	07800000	07800505	12	High needs	100	86	86	40
2012	07800000	07800505	9	Low income	67	61	91	60
2012	07800000	07800505	99	Students w/disabilities	46	36	78.3	70
2012	07800000	07800505	87	Afr. Amer./Black	8	7	87.5	80
2012	07800000	07800505	92	Multi-race, Non-Hisp./Lat.	10	7	70	120
2012	07800000	07800505	90	White	275	235	85.5	140
2012	07800000		5	All Students	302	257	85.1	10
2012	07800000		11	Female	148	131	88.5	20
2012	07800000		10	Male	154	126	81.8	30
2012	07800000		12	High needs	102	88	86.3	40
2012	07800000		9	Low income	69	63	91.3	60
2012	07800000		99	Students w/disabilities	48	38	79.2	70
2012	07800000		87	Afr. Amer./Black	8	7	87.5	80
2012	07800000		92	Multi-race, Non-Hisp./Lat.	10	7	70	120
2012	07800000		90	White	277	237	85.6	140
2012	08010000	08010605	5	All Students	226	209	92.5	10
2012	08010000	08010605	11	Female	87	80	92	20
2012	08010000	08010605	10	Male	139	129	92.8	30
2012	08010000	08010605	12	High needs	143	126	88.1	40
2012	08010000	08010605	9	Low income	102	90	88.2	60
2012	08010000	08010605	99	Students w/disabilities	71	54	76.1	70
2012	08010000	08010605	89	Hispanic/Latino	33	30	90.9	110
2012	08010000	08010605	90	White	182	170	93.4	140
2012	08010000		5	All Students	226	209	92.5	10
2012	08010000		11	Female	87	80	92	20
2012	08010000		10	Male	139	129	92.8	30
2012	08010000		12	High needs	143	126	88.1	40
2012	08010000		9	Low income	102	90	88.2	60
2012	08010000		99	Students w/disabilities	71	54	76.1	70
2012	08010000		89	Hispanic/Latino	33	30	90.9	110
2012	08010000		90	White	182	170	93.4	140
2012	08050000	08050605	5	All Students	273	241	88.3	10
2012	08050000	08050605	11	Female	124	114	91.9	20
2012	08050000	08050605	10	Male	149	127	85.2	30
2012	08050000	08050605	12	High needs	91	76	83.5	40
2012	08050000	08050605	9	Low income	67	57	85.1	60
2012	08050000	08050605	99	Students w/disabilities	29	24	82.8	70
2012	08050000	08050605	90	White	262	232	88.5	140
2012	08050000		5	All Students	273	241	88.3	10
2012	08050000		11	Female	124	114	91.9	20
2012	08050000		10	Male	149	127	85.2	30
2012	08050000		12	High needs	91	76	83.5	40
2012	08050000		9	Low income	67	57	85.1	60
2012	08050000		99	Students w/disabilities	29	24	82.8	70
2012	08050000		90	White	262	232	88.5	140
2012	08060000	08060605	5	All Students	201	78	38.8	10
2012	08060000	08060605	11	Female	96	40	41.7	20
2012	08060000	08060605	10	Male	105	38	36.2	30
2012	08060000	08060605	12	High needs	103	32	31.1	40
2012	08060000	08060605	9	Low income	81	29	35.8	60
2012	08060000	08060605	99	Students w/disabilities	50	7	14	70
2012	08060000	08060605	87	Afr. Amer./Black	40	17	42.5	80
2012	08060000	08060605	89	Hispanic/Latino	11	6	54.5	110
2012	08060000	08060605	92	Multi-race, Non-Hisp./Lat.	7	2	28.6	120
2012	08060000	08060605	90	White	141	51	36.2	140
2012	08060000		5	All Students	201	78	38.8	10
2012	08060000		11	Female	96	40	41.7	20
2012	08060000		10	Male	105	38	36.2	30
2012	08060000		12	High needs	103	32	31.1	40
2012	08060000		9	Low income	81	29	35.8	60
2012	08060000		99	Students w/disabilities	50	7	14	70
2012	08060000		87	Afr. Amer./Black	40	17	42.5	80
2012	08060000		89	Hispanic/Latino	11	6	54.5	110
2012	08060000		92	Multi-race, Non-Hisp./Lat.	7	2	28.6	120
2012	08060000		90	White	141	51	36.2	140
2012	08100000	08100605	5	All Students	261	261	100	10
2012	08100000	08100605	11	Female	122	122	100	20
2012	08100000	08100605	10	Male	139	139	100	30
2012	08100000	08100605	12	High needs	141	141	100	40
2012	08100000	08100605	9	Low income	109	109	100	60
2012	08100000	08100605	99	Students w/disabilities	45	45	100	70
2012	08100000	08100605	87	Afr. Amer./Black	8	8	100	80
2012	08100000	08100605	89	Hispanic/Latino	12	12	100	110
2012	08100000	08100605	90	White	236	236	100	140
2012	08100000		5	All Students	261	261	100	10
2012	08100000		11	Female	122	122	100	20
2012	08100000		10	Male	139	139	100	30
2012	08100000		12	High needs	141	141	100	40
2012	08100000		9	Low income	109	109	100	60
2012	08100000		99	Students w/disabilities	45	45	100	70
2012	08100000		87	Afr. Amer./Black	8	8	100	80
2012	08100000		89	Hispanic/Latino	12	12	100	110
2012	08100000		90	White	236	236	100	140
2012	08150000	08150605	5	All Students	142	27	19	10
2012	08150000	08150605	11	Female	48	9	18.8	20
2012	08150000	08150605	10	Male	94	18	19.1	30
2012	08150000	08150605	12	High needs	99	15	15.2	40
2012	08150000	08150605	95	ELL	7	4	57.1	50
2012	08150000	08150605	9	Low income	80	15	18.8	60
2012	08150000	08150605	99	Students w/disabilities	51	1	2	70
2012	08150000	08150605	87	Afr. Amer./Black	6	2	33.3	80
2012	08150000	08150605	89	Hispanic/Latino	12	4	33.3	110
2012	08150000	08150605	90	White	118	20	16.9	140
2012	08150000		5	All Students	142	27	19	10
2012	08150000		11	Female	48	9	18.8	20
2012	08150000		10	Male	94	18	19.1	30
2012	08150000		12	High needs	99	15	15.2	40
2012	08150000		95	ELL	7	4	57.1	50
2012	08150000		9	Low income	80	15	18.8	60
2012	08150000		99	Students w/disabilities	51	1	2	70
2012	08150000		87	Afr. Amer./Black	6	2	33.3	80
2012	08150000		89	Hispanic/Latino	12	4	33.3	110
2012	08150000		90	White	118	20	16.9	140
2012	08180000	08180605	5	All Students	120	120	100	10
2012	08180000	08180605	11	Female	40	40	100	20
2012	08180000	08180605	10	Male	80	80	100	30
2012	08180000	08180605	12	High needs	84	84	100	40
2012	08180000	08180605	9	Low income	67	67	100	60
2012	08180000	08180605	99	Students w/disabilities	38	38	100	70
2012	08180000	08180605	90	White	113	113	100	140
2012	08180000		5	All Students	120	120	100	10
2012	08180000		11	Female	40	40	100	20
2012	08180000		10	Male	80	80	100	30
2012	08180000		12	High needs	84	84	100	40
2012	08180000		9	Low income	67	67	100	60
2012	08180000		99	Students w/disabilities	38	38	100	70
2012	08180000		90	White	113	113	100	140
2012	08210000	08210605	5	All Students	309	109	35.3	10
2012	08210000	08210605	11	Female	129	78	60.5	20
2012	08210000	08210605	10	Male	180	31	17.2	30
2012	08210000	08210605	12	High needs	177	61	34.5	40
2012	08210000	08210605	9	Low income	162	61	37.7	60
2012	08210000	08210605	99	Students w/disabilities	43	7	16.3	70
2012	08210000	08210605	87	Afr. Amer./Black	8	2	25	80
