FY_CODE,DISTRICT_CODE,DIST_NAME,SCHOOL_CODE,SCHOOL_NAME,ARH_SCH_PERCENTILE,ARH_SCH_TYPE,ARH_LEVEL,ARH_LEVEL_REASON_PERF,CUMPPI_ALL,CUMPPI_HN
2013,02390000,Plymouth,02390030,"Nathaniel Morton Elementary",51,"Elementary School","Level 2","Not meeting gap narrowing goals",44,47
2013,02390000,Plymouth,02390046,"South Elementary",47,"Elementary School","Level 2","Not meeting gap narrowing goals",73,65
2013,02390000,Plymouth,02390047,"West Elementary",55,"Elementary School","Level 2","Not meeting gap narrowing goals",56,64
2013,02390000,Plymouth,02390305,"Plymouth South Middle",45,"Middle School","Level 2","Not meeting gap narrowing goals",52,44
2013,02390000,Plymouth,02390405,"Plymouth Commun Intermediate",47,"Middle School","Level 2","Not meeting gap narrowing goals",55,57
2013,02390000,Plymouth,02390505,"Plymouth North High",38,"High School","Level 1","Meeting gap narrowing goals",90,89
2013,02390000,Plymouth,02390515,"Plymouth South High",40,"High School","Level 1","Meeting gap narrowing goals",84,84
2013,02400000,Plympton,02400010,"Dennett Elementary",74,"Elementary School","Level 2","Not meeting gap narrowing goals",80,66
2013,02420000,Provincetown,02420020,"Provincetown Schools",24,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",48,
2013,02430000,Quincy,02430020,"Beechwood Knoll Elementary",85,"Elementary School","Level 1","Meeting gap narrowing goals",92,99
2013,02430000,Quincy,02430025,"Charles A Bernazzani Elementary",58,"Elementary School","Level 2","Not meeting gap narrowing goals",93,69
2013,02430000,Quincy,02430035,"Lincoln-Hancock Community School",13,"Elementary School","Level 3","Among lowest performing 20% of schools",66,64
2013,02430000,Quincy,02430040,"Atherton Hough",25,"Elementary School","Level 2","Not meeting gap narrowing goals",56,58
2013,02430000,Quincy,02430055,"Clifford H Marshall Elementary",28,"Elementary School","Level 3","Among lowest performing 20% of subgroups",87,76
2013,02430000,Quincy,02430060,Merrymount,77,"Elementary School","Level 2","Not meeting gap narrowing goals",79,67
2013,02430000,Quincy,02430065,Montclair,39,"Elementary School","Level 2","Not meeting gap narrowing goals",62,62
2013,02430000,Quincy,02430075,"Francis W Parker",29,"Elementary School","Level 2","Not meeting gap narrowing goals",66,63
2013,02430000,Quincy,02430090,"Snug Harbor Community School",37,"Elementary School","Level 2","Not meeting gap narrowing goals",68,72
2013,02430000,Quincy,02430095,Squantum,53,"Elementary School","Level 2","Not meeting gap narrowing goals",93,69
2013,02430000,Quincy,02430110,"Wollaston School",61,"Elementary School","Level 1","Meeting gap narrowing goals",80,82
2013,02430000,Quincy,02430305,"Atlantic Middle",50,"Middle School","Level 2","Not meeting gap narrowing goals",61,72
2013,02430000,Quincy,02430310,"Broad Meadows Middle",30,"Middle School","Level 2","Not meeting gap narrowing goals",52,50
2013,02430000,Quincy,02430315,"Central Middle",62,"Middle School","Level 2","Not meeting gap narrowing goals",66,72
2013,02430000,Quincy,02430320,"Reay E Sterling Middle",23,"Middle School","Level 2","Not meeting gap narrowing goals",53,53
2013,02430000,Quincy,02430325,"Point Webster Middle",27,"Middle School","Level 3","Among lowest performing 20% of subgroups",72,65
2013,02430000,Quincy,02430505,"Quincy High",29,"High School","Level 2","Low MCAS participation (Less than 95%)",90,78
2013,02430000,Quincy,02430510,"North Quincy High",62,"High School","Level 1","Meeting gap narrowing goals",77,75
2013,02440000,Randolph,02440015,"Margaret L Donovan",17,"Elementary School","Level 3","Among lowest performing 20% of schools",65,54
2013,02440000,Randolph,02440018,"J F Kennedy Elementary",9,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",74,67
2013,02440000,Randolph,02440020,"Elizabeth G Lyons Elementary",16,"Elementary School","Level 3","Among lowest performing 20% of schools",65,70
2013,02440000,Randolph,02440040,"Martin E Young Elementary",7,"Elementary School","Level 3","Among lowest performing 20% of schools",41,35
2013,02440000,Randolph,02440410,"Randolph Community Middle",19,"Middle School","Level 3","Among lowest performing 20% of schools",51,48
2013,02440000,Randolph,02440505,"Randolph High",26,"High School","Level 3","Persistently low graduation rate for one or more groups",70,67
2013,02460000,Reading,02460001,"RISE PreSchool",,"Early Elementary School","Insufficient data",,,
2013,02460000,Reading,02460002,"Alice M Barrows",76,"Elementary School","Level 1","Meeting gap narrowing goals",84,76
2013,02460000,Reading,02460005,"Birch Meadow",64,"Elementary School","Level 2","Not meeting gap narrowing goals",76,63
2013,02460000,Reading,02460010,"Joshua Eaton",69,"Elementary School","Level 2","Not meeting gap narrowing goals",58,34
2013,02460000,Reading,02460017,"J Warren Killam",68,"Elementary School","Level 2","Not meeting gap narrowing goals",56,39
2013,02460000,Reading,02460020,"Wood End Elementary School",77,"Elementary School","Level 2","Not meeting gap narrowing goals",72,58
2013,02460000,Reading,02460305,"Arthur W Coolidge Middle",85,"Middle School","Level 2","Not meeting gap narrowing goals",85,62
2013,02460000,Reading,02460310,"Walter S Parker Middle",82,"Middle School","Level 2","Not meeting gap narrowing goals",61,45
2013,02460000,Reading,02460505,"Reading Memorial High",74,"High School","Level 1","Meeting gap narrowing goals",94,87
2013,02480000,Revere,02480003,"A. C. Whelan Elementary School",51,"Elementary School","Level 2","Not meeting gap narrowing goals",53,57
2013,02480000,Revere,02480013,"Beachmont Veterans Memorial School",44,"Elementary School","Level 2","Not meeting gap narrowing goals",71,71
2013,02480000,Revere,02480014,"Rumney Marsh Academy",36,"Middle School","Level 2","Not meeting gap narrowing goals",67,70
2013,02480000,Revere,02480025,"Abraham Lincoln",17,"Elementary School","Level 3","Among lowest performing 20% of schools",67,69
2013,02480000,Revere,02480035,"William McKinley",35,"Elementary School","Level 1","Meeting gap narrowing goals",82,84
2013,02480000,Revere,02480050,"Paul Revere",48,"Elementary School","Level 2","Not meeting gap narrowing goals",67,70
2013,02480000,Revere,02480056,"Garfield Elementary School",22,"Elementary School","Level 2","Not meeting gap narrowing goals",60,61
2013,02480000,Revere,02480057,"Garfield Middle School",31,"Middle School","Level 2","Not meeting gap narrowing goals",68,71
2013,02480000,Revere,02480305,"Susan B. Anthony Middle School",25,"Middle School","Level 2","Not meeting gap narrowing goals",51,50
2013,02480000,Revere,02480505,"Revere High",21,"High School","Level 1","Meeting gap narrowing goals",82,86
2013,02480000,Revere,02480520,"Seacoast School",,"High School","Insufficient data",,,
2013,02490000,Richmond,02490005,"Richmond Consolidated",70,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",84,
2013,02500000,Rochester,02500005,"Rochester Memorial",74,"Elementary School","Level 2","Not meeting gap narrowing goals",67,67
2013,02510000,Rockland,02510020,"Memorial Park",36,"Elementary School","Level 2","Not meeting gap narrowing goals",79,71
2013,02510000,Rockland,02510025,"R Stewart Esten",40,"Elementary School","Level 2","Not meeting gap narrowing goals",61,63
2013,02510000,Rockland,02510060,"Jefferson Elementary School",40,"Elementary School","Level 1","Meeting gap narrowing goals",91,88
2013,02510000,Rockland,02510305,"John W Rogers Middle",23,"Middle School","Level 2","Not meeting gap narrowing goals",60,69
2013,02510000,Rockland,02510505,"Rockland Senior High",30,"High School","Level 1","Meeting gap narrowing goals",89,79
2013,02520000,Rockport,02520005,"Rockport Elementary",63,"Elementary School","Level 2","Not meeting gap narrowing goals",66,63
2013,02520000,Rockport,02520305,"Rockport Middle",70,"Middle School","Level 2","Not meeting gap narrowing goals",69,61
2013,02520000,Rockport,02520510,"Rockport High",68,"High School","Level 1","Meeting gap narrowing goals",90,
2013,02530000,Rowe,02530005,"Rowe Elementary",57,"Elementary School","Level 2","Not meeting gap narrowing goals",72,
2013,02580000,Salem,02580001,"Salem Early Childhood",,"Early Elementary School","Insufficient data",,,
2013,02580000,Salem,02580003,Bates,30,"Elementary School","Level 1","Meeting gap narrowing goals",76,77
2013,02580000,Salem,02580005,Bentley,3,"Elementary School","Level 4","Among lowest achieving and least improving schools",42,44
2013,02580000,Salem,02580015,Carlton,6,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",49,43
2013,02580000,Salem,02580025,"Nathaniel Bowditch",21,"Elementary-Middle School","Level 3","Among lowest performing 20% of subgroups",60,59
2013,02580000,Salem,02580030,"Horace Mann Laboratory",23,"Elementary School","Level 2","Not meeting gap narrowing goals",59,64
2013,02580000,Salem,02580050,"Saltonstall School",57,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",48,49
2013,02580000,Salem,02580070,"Witchcraft Heights",55,"Elementary School","Level 2","Not meeting gap narrowing goals",67,62
2013,02580000,Salem,02580305,"Collins Middle",13,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",43,38
2013,02580000,Salem,02580505,"Salem High",16,"High School","Level 3","Among lowest performing 20% of schools",81,81
2013,02580000,Salem,02580515,"Salem Prep High School",,"High School","Insufficient data",,,
2013,02610000,Sandwich,02610005,"Henry T Wing",83,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",73,84
2013,02610000,Sandwich,02610010,Forestdale,74,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",68,70
2013,02610000,Sandwich,02610025,"Oak Ridge",78,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",83,81
2013,02610000,Sandwich,02610505,"Sandwich High",61,"High School","Level 2","Low MCAS participation (Less than 95%)",79,78
2013,02620000,Saugus,02620001,"Ballard School",,"Early Elementary School","Insufficient data",,,
2013,02620000,Saugus,02620040,Lynnhurst,30,"Elementary School","Level 2","Not meeting gap narrowing goals",50,59
2013,02620000,Saugus,02620050,Oaklandvale,29,"Elementary School","Level 1","Meeting gap narrowing goals",76,83
2013,02620000,Saugus,02620065,"Veterans Memorial",45,"Elementary School","Level 1","Meeting gap narrowing goals",75,78
2013,02620000,Saugus,02620067,"Douglas Waybright",52,"Elementary School","Level 2","Not meeting gap narrowing goals",80,59
2013,02620000,Saugus,02620305,"Belmonte Saugus Middle",21,"Middle School","Level 2","Not meeting gap narrowing goals",59,70
2013,02620000,Saugus,02620505,"Saugus High",23,"High School","Level 2","Low MCAS participation (Less than 95%)",87,81
2013,02630000,Savoy,02630010,"Emma L Miller Elementary School",,"Elementary School","Insufficient data",,,
2013,02640000,Scituate,02640007,"Cushing Elementary",89,"Elementary School","Level 1","Meeting gap narrowing goals",95,83
2013,02640000,Scituate,02640010,"Hatherly Elementary",86,"Elementary School","Level 2","Not meeting gap narrowing goals",91,59
2013,02640000,Scituate,02640015,"Jenkins Elementary School",81,"Elementary School","Level 2","Not meeting gap narrowing goals",88,52
2013,02640000,Scituate,02640020,"Wampatuck Elementary",91,"Elementary School","Level 2","Not meeting gap narrowing goals",95,73
2013,02640000,Scituate,02640305,"Gates Intermediate School",85,"Middle School","Level 2","Not meeting gap narrowing goals",85,60
2013,02640000,Scituate,02640505,"Scituate High School",77,"High School","Level 1","Meeting gap narrowing goals",92,90
2013,02650000,Seekonk,02650007,"George R Martin",64,"Elementary School","Level 2","Not meeting gap narrowing goals",81,72
2013,02650000,Seekonk,02650015,"Mildred Aitken School",74,"Elementary School","Level 1","Meeting gap narrowing goals",90,80
2013,02650000,Seekonk,02650405,"Dr. Kevin M. Hurley Middle School",67,"Middle School","Level 2","Not meeting gap narrowing goals",69,74
2013,02650000,Seekonk,02650505,"Seekonk High",69,"High School","Level 1","Meeting gap narrowing goals",98,
2013,02660000,Sharon,02660005,"Cottage Street",91,"Elementary School","Level 1","Meeting gap narrowing goals",100,87
2013,02660000,Sharon,02660010,"East Elementary",98,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2013,02660000,Sharon,02660015,"Heights Elementary",93,"Elementary School","Level 2","Not meeting gap narrowing goals",100,65
2013,02660000,Sharon,02660305,"Sharon Middle",82,"Middle School","Level 2","Not meeting gap narrowing goals",67,64
2013,02660000,Sharon,02660505,"Sharon High",98,"High School","Level 2","Low MCAS participation (Less than 95%)",100,91
2013,02690000,Sherborn,02690010,"Pine Hill",95,"Elementary School","Level 1","Meeting gap narrowing goals",100,90
2013,02710000,Shrewsbury,02710005,"Beal School",,"Early Elementary School","Insufficient data",,,
2013,02710000,Shrewsbury,02710015,"Calvin Coolidge",91,"Elementary School","Level 2","Not meeting gap narrowing goals",91,71
2013,02710000,Shrewsbury,02710020,"Floral Street School",95,"Elementary School","Level 2","Not meeting gap narrowing goals",99,72
2013,02710000,Shrewsbury,02710025,"Walter J Paton",96,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2013,02710000,Shrewsbury,02710030,"Oak Middle School",86,"Middle School","Level 2","Not meeting gap narrowing goals",76,61
2013,02710000,Shrewsbury,02710035,"Spring Street",99,"Elementary School","Level 2","Not meeting gap narrowing goals",100,72
2013,02710000,Shrewsbury,02710040,"Parker Road Preschool",,"Early Elementary School","Insufficient data",,,
2013,02710000,Shrewsbury,02710305,"Sherwood Middle School",86,"Elementary School","Level 2","Not meeting gap narrowing goals",86,70
2013,02710000,Shrewsbury,02710505,"Shrewsbury Sr High",85,"High School","Level 1","Meeting gap narrowing goals",91,86
2013,02720000,Shutesbury,02720005,"Shutesbury Elementary",73,"Elementary School","Level 1","Meeting gap narrowing goals",75,
2013,02730000,Somerset,02730005,"Chace Street",55,"Elementary School","Level 2","Not meeting gap narrowing goals",59,
2013,02730000,Somerset,02730008,"North Elementary",40,"Elementary School","Level 2","Not meeting gap narrowing goals",59,87
2013,02730000,Somerset,02730015,South,56,"Elementary School","Level 1","Meeting gap narrowing goals",100,
2013,02730000,Somerset,02730025,Wilbur,66,"Elementary School","Level 2","Not meeting gap narrowing goals",67,
2013,02730000,Somerset,02730305,"Somerset Middle School",59,"Middle School","Level 2","Not meeting gap narrowing goals",73,72
2013,02740000,Somerville,02740005,"Capuano Early Childhood Center",,"Early Elementary School","Insufficient data",,,
2013,02740000,Somerville,02740015,"Benjamin G Brown",80,"Elementary School","Level 2","Not meeting gap narrowing goals",74,67
2013,02740000,Somerville,02740075,"Arthur D Healey",34,"Elementary-Middle School","Level 3","Among lowest performing 20% of subgroups",65,62
2013,02740000,Somerville,02740083,"John F Kennedy",61,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",86,85
2013,02740000,Somerville,02740087,"Albert F. Argenziano School at Lincoln Park",39,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",68,64
2013,02740000,Somerville,02740111,"E Somerville Community",29,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",67,59
2013,02740000,Somerville,02740115,"West Somerville Neighborhood",42,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",76,65
2013,02740000,Somerville,02740120,"Winter Hill Community",18,"Elementary-Middle School","Level 3","Among lowest performing 20% of schools",62,67
2013,02740000,Somerville,02740410,"Next Wave Junior High",,"Middle School","Insufficient data",,,
2013,02740000,Somerville,02740505,"Somerville High",28,"High School","Level 1","Meeting gap narrowing goals",84,85
2013,02740000,Somerville,02740510,"Full Circle High School",,"High School","Insufficient data",,,
2013,02750000,Southampton,02750005,"William E Norris",49,"Elementary School","Level 2","Not meeting gap narrowing goals",76,61
2013,02760000,Southborough,02760008,"Mary E Finn School",,"Early Elementary School","Insufficient data",,,
2013,02760000,Southborough,02760020,"Margaret A Neary",72,"Elementary School","Level 1","Meeting gap narrowing goals",90,87
2013,02760000,Southborough,02760050,"Albert S. Woodward Memorial School",,"Elementary School","Level 1","Meeting gap narrowing goals",100,
2013,02760000,Southborough,02760305,"P Brent Trottier",77,"Middle School","Level 2","Not meeting gap narrowing goals",76,68
2013,02770000,Southbridge,02770005,"Charlton Street",7,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",54,57
2013,02770000,Southbridge,02770010,"Eastford Road",,"Early Elementary School","Insufficient data",,,
2013,02770000,Southbridge,02770020,"West Street",6,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",43,43
2013,02770000,Southbridge,02770415,"Southbridge Middle/High School",7,"Middle-High School or K-12","Level 3","Among lowest performing 20% of schools and subgroups",33,42
2013,02780000,"South Hadley",02780015,"Plains Elementary",,"Early Elementary School","Insufficient data",,,
2013,02780000,"South Hadley",02780020,Mosier,58,"Elementary School","Level 2","Not meeting gap narrowing goals",71,58
2013,02780000,"South Hadley",02780305,"Michael E. Smith Middle School",40,"Middle School","Level 2","Not meeting gap narrowing goals",73,75
2013,02780000,"South Hadley",02780505,"South Hadley High",47,"High School","Level 1","Meeting gap narrowing goals",79,77
2013,02810000,Springfield,02810005,"Springfield Public Day Elementary School",,"Elementary School","Insufficient data",,,
2013,02810000,Springfield,02810010,"Boland School",12,"Elementary School","Level 3","Among lowest performing 20% of schools",83,85
2013,02810000,Springfield,02810015,"Thomas M Balliet",4,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",47,46
2013,02810000,Springfield,02810020,"Samuel Bowles",8,"Elementary School","Level 3","Among lowest performing 20% of schools",62,60
2013,02810000,Springfield,02810023,"Milton Bradley School",1,"Elementary School","Level 4","Among lowest achieving and least improving schools",39,40
2013,02810000,Springfield,02810025,Brightwood,1,"Elementary School","Level 4","Among lowest achieving and least improving schools",73,73
2013,02810000,Springfield,02810030,"Elias Brookings",3,"Elementary School","Level 4","Among lowest achieving and least improving schools",68,68
2013,02810000,Springfield,02810035,"Daniel B Brunton",17,"Elementary School","Level 3","Among lowest performing 20% of schools",57,61
2013,02810000,Springfield,02810045,"William N. DeBerry",1,"Elementary School","Level 4","Among lowest achieving and least improving schools",56,54
2013,02810000,Springfield,02810050,"Hiram L Dorman",7,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",56,51
2013,02810000,Springfield,02810055,"Rebecca M Johnson",12,"Elementary School","Level 3","Among lowest performing 20% of schools",69,74
2013,02810000,Springfield,02810060,"Margaret C Ells",,"Early Elementary School","Insufficient data",,,
2013,02810000,Springfield,02810065,Glenwood,22,"Elementary School","Level 2","Not meeting gap narrowing goals",68,62
2013,02810000,Springfield,02810068,"Glickman Elementary",11,"Elementary School","Level 3","Among lowest performing 20% of schools",60,64
2013,02810000,Springfield,02810075,"Frank H Freedman",26,"Elementary School","Level 1","Meeting gap narrowing goals",76,78
2013,02810000,Springfield,02810080,"Frederick Harris",32,"Elementary School","Level 2","Not meeting gap narrowing goals",64,61
2013,02810000,Springfield,02810085,"Homer Street",8,"Elementary School","Level 3*","Among lowest performing 20% of schools",82,82
2013,02810000,Springfield,02810095,"Alfred G Zanetti",63,"Elementary-Middle School","Level 1*","Meeting gap narrowing goals",100,96
2013,02810000,Springfield,02810100,"Indian Orchard Elementary",3,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",39,33
2013,02810000,Springfield,02810110,"Kensington Avenue",19,"Elementary School","Level 3","Among lowest performing 20% of schools",60,65
2013,02810000,Springfield,02810115,Liberty,15,"Elementary School","Level 3","Among lowest performing 20% of schools",64,62
2013,02810000,Springfield,02810120,Lincoln,27,"Elementary School","Level 1","Meeting gap narrowing goals",81,80
2013,02810000,Springfield,02810125,"Dryden Memorial",80,"Elementary School","Level 1","Meeting gap narrowing goals",96,95
2013,02810000,Springfield,02810140,"Mary M Lynch",28,"Elementary School","Level 2","Not meeting gap narrowing goals",67,64
2013,02810000,Springfield,02810145,"Mary O Pottenger",16,"Elementary School","Level 3","Among lowest performing 20% of schools",64,63
2013,02810000,Springfield,02810155,"Mary M Walsh",20,"Elementary School","Level 3","Among lowest performing 20% of schools",71,75
2013,02810000,Springfield,02810160,"Sumner Avenue",13,"Elementary School","Level 3","Among lowest performing 20% of schools",81,80
2013,02810000,Springfield,02810165,"Arthur T Talmadge",59,"Elementary School","Level 2","Not meeting gap narrowing goals",57,71
2013,02810000,Springfield,02810175,"Alice B Beal Elementary",53,"Elementary School","Level 1","Meeting gap narrowing goals",88,89
2013,02810000,Springfield,02810180,Warner,24,"Elementary School","Level 2","Not meeting gap narrowing goals",57,52
2013,02810000,Springfield,02810185,Washington,15,"Elementary School","Level 3","Among lowest performing 20% of schools",69,75
2013,02810000,Springfield,02810190,"White Street",3,"Elementary School","Level 4","Among lowest achieving and least improving schools",47,47
2013,02810000,Springfield,02810195,Gerena,4,"Elementary School","Level 3*","Among lowest performing 20% of schools",89,88
2013,02810000,Springfield,02810205,"The Springfield Renaissance School",18,"Middle-High School or K-12","Level 3","Among lowest performing 20% of schools",55,48
2013,02810000,Springfield,02810310,"Chestnut Street Middle",2,"Middle School","Level 4","Among lowest achieving and least improving schools",25,27
2013,02810000,Springfield,02810320,"John J Duggan Middle",3,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",42,46
2013,02810000,Springfield,02810325,"Forest Park Middle",4,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",45,43
2013,02810000,Springfield,02810328,"John F Kennedy Middle",1,"Middle School","Level 4","Among lowest achieving and least improving schools",23,23
2013,02810000,Springfield,02810330,"M Marcus Kiley Middle",1,"Middle School","Level 4","Among lowest achieving and least improving schools",37,40
2013,02810000,Springfield,02810340,"Van Sickle Middle School",2,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",45,44
2013,02810000,Springfield,02810345,"Springfield Public Day Middle School",,"Middle School","Insufficient data",,,
2013,02810000,Springfield,02810350,"STEM Middle Academy",5,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",41,42
2013,02810000,Springfield,02810355,"South End Middle School",,"Middle School","Insufficient data",,,
2013,02810000,Springfield,02810360,"Balliet Middle School",,"Middle School","Insufficient data",,,
2013,02810000,Springfield,02810500,"Springfield Central High",5,"High School","Level 3","Among lowest performing 20% of schools and subgroups",68,71
2013,02810000,Springfield,02810510,"High School Of Commerce",2,"High School","Level 4","Among lowest achieving and least improving schools",51,51
2013,02810000,Springfield,02810530,"High School/Science-Tech",1,"High School","Level 4","Among lowest achieving and least improving schools",50,51
2013,02810000,Springfield,02810550,"Springfield Public Day High School",,"High School","Insufficient data",,,
2013,02810000,Springfield,02810560,"Liberty  Preparatory Academy",,"High School","Insufficient data",,,
2013,02810000,Springfield,02810565,"Early College High School",,"High School","Insufficient data",,,
2013,02810000,Springfield,02810570,"Springfield High School",,"High School","Insufficient data",,,
2013,02810000,Springfield,02810575,"Gateway to College",,"High School","Insufficient data",,,
2013,02810000,Springfield,02810620,"Putnam Vocational Technical High School",15,"High School","Level 3","Among lowest performing 20% of schools and subgroups",86,85
2013,02840000,Stoneham,02840003,Central,41,"Elementary School","Level 2","Not meeting gap narrowing goals",67,61
2013,02840000,Stoneham,02840005,"Colonial Park",70,"Elementary School","Level 2","Not meeting gap narrowing goals",74,
2013,02840000,Stoneham,02840025,"Robin Hood",85,"Elementary School","Level 2","Not meeting gap narrowing goals",88,73
2013,02840000,Stoneham,02840030,South,50,"Elementary School","Level 2","Not meeting gap narrowing goals",60,76
2013,02840000,Stoneham,02840405,"Stoneham Middle School",73,"Middle School","Level 1","Meeting gap narrowing goals",95,92
2013,02840000,Stoneham,02840505,"Stoneham High",75,"High School","Level 1","Meeting gap narrowing goals",92,84
2013,02850000,Stoughton,02850010,"Helen Hansen Elementary",47,"Elementary School","Level 2","Not meeting gap narrowing goals",70,65
2013,02850000,Stoughton,02850012,"Edwin A Jones Early Childhood Center",,"Early Elementary School","Insufficient data",,,
2013,02850000,Stoughton,02850014,"Joseph R Dawe Jr Elementary",55,"Elementary School","Level 2","Not meeting gap narrowing goals",74,71
2013,02850000,Stoughton,02850015,"South Elementary",56,"Elementary School","Level 1","Meeting gap narrowing goals",79,94
2013,02850000,Stoughton,02850020,"West Elementary",23,"Elementary School","Level 2","Not meeting gap narrowing goals",71,73
2013,02850000,Stoughton,02850025,"Joseph H Gibbons",42,"Elementary School","Level 3","Among lowest performing 20% of subgroups",71,52
2013,02850000,Stoughton,02850405,"O'Donnell Middle School",47,"Middle School","Level 2","Not meeting gap narrowing goals",53,46
2013,02850000,Stoughton,02850505,"Stoughton High",43,"High School","Level 2","Low MCAS participation (Less than 95%)",93,80
2013,02870000,Sturbridge,02870005,"Burgess Elementary",81,"Elementary School","Level 2","Not meeting gap narrowing goals",91,69
2013,02880000,Sudbury,02880010,"Josiah Haynes",96,"Elementary School","Level 1","Meeting gap narrowing goals",100,
2013,02880000,Sudbury,02880015,"Israel Loring School",90,"Elementary School","Level 2","Not meeting gap narrowing goals",88,71
2013,02880000,Sudbury,02880025,"General John Nixon Elementary",98,"Elementary School","Level 2","Not meeting gap narrowing goals",100,74
2013,02880000,Sudbury,02880030,"Peter Noyes",96,"Elementary School","Level 2","Not meeting gap narrowing goals",100,71
2013,02880000,Sudbury,02880305,"Ephraim Curtis Middle",90,"Middle School","Level 2","Not meeting gap narrowing goals",93,54
2013,02890000,Sunderland,02890005,"Sunderland Elementary",84,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2013,02900000,Sutton,02900003,"Sutton Early Learning",,"Early Elementary School","Insufficient data",,,
2013,02900000,Sutton,02900005,"Sutton Elementary",47,"Elementary School","Level 2","Not meeting gap narrowing goals",75,66
2013,02900000,Sutton,02900305,"Sutton Middle School",61,"Middle School","Level 2","Not meeting gap narrowing goals",56,60
2013,02900000,Sutton,02900510,"Sutton High School",74,"High School","Level 1","Meeting gap narrowing goals",81,
2013,02910000,Swampscott,02910005,Clarke,72,"Elementary School","Level 2","Not meeting gap narrowing goals",74,
2013,02910000,Swampscott,02910010,Hadley,76,"Elementary School","Level 1","Meeting gap narrowing goals",81,
2013,02910000,Swampscott,02910020,Stanley,75,"Elementary School","Level 1","Meeting gap narrowing goals",76,
2013,02910000,Swampscott,02910305,"Swampscott Middle",76,"Middle School","Level 1","Meeting gap narrowing goals",77,77
2013,02910000,Swampscott,02910505,"Swampscott High",79,"High School","Level 1","Meeting gap narrowing goals",86,84
2013,02920000,Swansea,02920006,"Elizabeth S Brown",53,"Elementary School","Level 1","Meeting gap narrowing goals",87,96
2013,02920000,Swansea,02920015,Gardner,,"Early Elementary School","Insufficient data",,,
2013,02920000,Swansea,02920017,"Mark G Hoyle Elementary",,"Early Elementary School","Insufficient data",,,
2013,02920000,Swansea,02920020,"Joseph G Luther",62,"Elementary School","Level 1","Meeting gap narrowing goals",78,80
2013,02920000,Swansea,02920305,"Joseph Case Jr High",54,"Middle School","Level 2","Not meeting gap narrowing goals",67,80
2013,02920000,Swansea,02920505,"Joseph Case High",63,"High School","Level 1","Meeting gap narrowing goals",94,
2013,02930000,Taunton,02930005,"Caleb Barnum",,"Early Elementary School","Insufficient data",,,
2013,02930000,Taunton,02930007,"Edmund Hatch Bennett",31,"Elementary School","Level 1","Meeting gap narrowing goals",88,92
2013,02930000,Taunton,02930008,"Joseph C Chamberlain",60,"Elementary School","Level 2","Not meeting gap narrowing goals",49,35
2013,02930000,Taunton,02930010,"East Taunton Elementary",72,"Elementary School","Level 2","Not meeting gap narrowing goals",73,77
2013,02930000,Taunton,02930015,"Mulcahey Elementary School",,"Elementary School","Insufficient data",,,
2013,02930000,Taunton,02930027,"Elizabeth Pole",18,"Elementary School","Level 3","Among lowest performing 20% of schools",39,36
2013,02930000,Taunton,02930035,Hopewell,43,"Elementary School","Level 2","Not meeting gap narrowing goals",57,49
2013,02930000,Taunton,02930042,"Joseph H Martin",32,"Middle School","Level 2","Not meeting gap narrowing goals",34,36
2013,02930000,Taunton,02930056,"Edward F Leddy",14,"Elementary School","Level 3","Among lowest performing 20% of schools",63,
2013,02930000,Taunton,02930057,"H H Galligan",61,"Elementary School","Level 2","Not meeting gap narrowing goals",76,55
2013,02930000,Taunton,02930305,"John F Parker Middle",22,"Middle School","Level 2","Not meeting gap narrowing goals",68,65
2013,02930000,Taunton,02930315,"Benjamin Friedman Middle",51,"Middle School","Level 2","Not meeting gap narrowing goals",51,55
2013,02930000,Taunton,02930505,"Taunton High",26,"Middle-High School or K-12","Level 3","Persistently low graduation rate for one or more groups",48,53
2013,02930000,Taunton,02930525,"Taunton Alternative High School",,"High School","Insufficient data",,,
2013,02950000,Tewksbury,02950001,"L F Dewing",,"Early Elementary School","Insufficient data",,,
